OrderID,OrderDate,ProductID,Quantity,UnitPrice,SalesAmount,Channel,Region
ORD00081,2024-08-19,PRD010,4,287.73,1150.92,Mobile App,South
ORD00082,2023-12-03,PRD026,1,271.02,271.02,Marketplace,East
ORD00083,2023-08-11,PRD024,1,191.91,191.91,Marketplace,East
ORD00084,2024-08-03,PRD029,1,127.64,127.64,Website,West
ORD00085,2023-06-16,PRD012,4,236.48,945.92,Marketplace,North
ORD00086,2023-01-18,PRD012,3,236.48,709.44,Website,North
ORD00087,2023-05-21,PRD018,2,214.78,429.56,Website,East
ORD00088,2023-08-28,PRD008,1,168.52,168.52,Marketplace,West
ORD00089,2024-09-22,PRD024,2,191.91,383.82,Marketplace,South
ORD00090,2024-12-06,PRD011,3,94.78,284.34,Mobile App,West
ORD00091,2023-07-23,PRD009,1,126.96,126.96,Website,East
ORD00092,2024-04-13,PRD012,4,236.48,945.92,Mobile App,North
ORD00093,2023-10-19,PRD016,3,193.43,580.29,Mobile App,East
ORD00094,2024-12-17,PRD026,1,271.02,271.02,Website,West
ORD00095,2024-01-27,PRD003,1,186.75,186.75,Mobile App,South
ORD00096,2024-11-16,PRD010,1,287.73,287.73,Website,South
ORD00097,2023-03-26,PRD009,1,126.96,126.96,Marketplace,South
ORD00098,2024-12-09,PRD016,2,193.43,386.86,Website,North
ORD00099,2023-05-11,PRD010,4,287.73,1150.92,Marketplace,South
ORD00100,2024-12-03,PRD016,3,193.43,580.29,Mobile App,West
ORD00101,2023-07-13,PRD024,1,191.91,191.91,Mobile App,South
ORD00102,2023-03-21,PRD003,1,186.75,186.75,Website,East
ORD00103,2023-11-14,PRD014,3,135.15,405.45,Marketplace,East
ORD00104,2024-06-15,PRD016,4,193.43,773.72,Mobile App,East
ORD00105,2023-08-17,PRD019,2,198.86,397.72,Mobile App,South
ORD00106,2024-03-18,PRD026,3,271.02,813.06,Website,West
ORD00107,2024-01-09,PRD012,3,236.48,709.44,Website,South
ORD00108,2023-10-09,PRD012,3,236.48,709.44,Mobile App,South
ORD00109,2024-02-25,PRD020,2,65.35,130.7,Marketplace,East
ORD00110,2023-07-05,PRD006,2,149.92,299.84,Marketplace,South
ORD00111,2024-06-01,PRD006,2,149.92,299.84,Website,North
ORD00112,2023-01-02,PRD011,2,94.78,189.56,Mobile App,East
ORD00113,2024-11-06,PRD012,2,236.48,472.96,Website,North
ORD00114,2024-01-29,PRD022,3,143.36,430.08,Mobile App,South
ORD00115,2024-06-09,PRD012,4,236.48,945.92,Marketplace,South
ORD00116,2024-06-25,PRD018,3,214.78,644.34,Website,North
ORD00117,2024-05-04,PRD013,4,107.72,430.88,Website,West
ORD00118,2023-09-23,PRD030,3,210.91,632.73,Website,North
ORD00119,2023-02-21,PRD024,3,191.91,575.73,Marketplace,East
ORD00120,2024-04-29,PRD016,3,193.43,580.29,Marketplace,South
ORD00121,2023-08-30,PRD026,4,271.02,1084.08,Mobile App,North
ORD00122,2023-08-18,PRD024,4,191.91,767.64,Website,South
ORD00123,2024-09-11,PRD022,1,143.36,143.36,Mobile App,North
ORD00124,2024-06-09,PRD013,2,107.72,215.44,Mobile App,East
ORD00125,2023-08-08,PRD003,3,186.75,560.25,Website,South
ORD00126,2023-08-14,PRD019,2,198.86,397.72,Mobile App,South
ORD00127,2023-10-26,PRD001,1,246.2,246.2,Marketplace,West
ORD00128,2023-10-21,PRD022,1,143.36,143.36,Marketplace,West
ORD00129,2023-08-04,PRD007,4,126.34,505.36,Mobile App,North
ORD00130,2023-04-03,PRD030,3,210.91,632.73,Mobile App,South
ORD00131,2023-11-03,PRD023,4,200.74,802.96,Mobile App,West
ORD00132,2024-11-17,PRD012,1,236.48,236.48,Mobile App,East
ORD00133,2024-05-09,PRD012,3,236.48,709.44,Mobile App,North
ORD00134,2024-10-21,PRD007,4,126.34,505.36,Marketplace,West
ORD00135,2024-03-25,PRD026,4,271.02,1084.08,Mobile App,South
ORD00136,2023-08-08,PRD026,4,271.02,1084.08,Marketplace,West
ORD00137,2024-02-04,PRD005,1,35.21,35.21,Website,South
ORD00138,2023-01-01,PRD010,4,287.73,1150.92,Marketplace,East
ORD00139,2023-07-29,PRD003,4,186.75,747.0,Website,North
ORD00140,2023-11-10,PRD014,3,135.15,405.45,Mobile App,South
ORD00141,2024-02-28,PRD018,4,214.78,859.12,Marketplace,South
ORD00142,2024-04-22,PRD007,2,126.34,252.68,Mobile App,East
ORD00143,2023-12-06,PRD018,4,214.78,859.12,Website,East
ORD00144,2023-11-19,PRD027,3,94.6,283.8,Mobile App,West
ORD00145,2023-06-06,PRD008,1,168.52,168.52,Website,South
ORD00146,2023-12-12,PRD009,3,126.96,380.88,Marketplace,West
ORD00147,2024-10-19,PRD004,3,86.63,259.89,Mobile App,South
ORD00148,2024-08-04,PRD016,2,193.43,386.86,Website,North
ORD00149,2023-05-04,PRD025,3,29.76,89.28,Mobile App,North
ORD00150,2023-03-03,PRD020,3,65.35,196.05,Marketplace,West
ORD00151,2024-01-12,PRD019,4,198.86,795.44,Mobile App,West
ORD00152,2024-04-07,PRD023,1,200.74,200.74,Mobile App,North
ORD00153,2023-09-02,PRD028,3,153.88,461.64,Website,North
ORD00154,2024-08-20,PRD005,3,35.21,105.63,Mobile App,South
ORD00155,2024-07-02,PRD012,2,236.48,472.96,Website,East
ORD00156,2024-05-06,PRD012,4,236.48,945.92,Marketplace,East
ORD00157,2023-06-13,PRD002,3,243.82,731.46,Mobile App,North
ORD00158,2023-05-26,PRD017,2,44.19,88.38,Marketplace,South
ORD00159,2023-01-18,PRD025,1,29.76,29.76,Marketplace,South
ORD00160,2023-06-28,PRD018,3,214.78,644.34,Mobile App,East
ORD00161,2023-12-13,PRD009,3,126.96,380.88,Website,East
ORD00162,2024-09-12,PRD027,2,94.6,189.2,Website,South
ORD00163,2023-02-23,PRD017,3,44.19,132.57,Mobile App,West
ORD00164,2023-10-30,PRD014,3,135.15,405.45,Website,North
ORD00165,2024-04-04,PRD007,2,126.34,252.68,Marketplace,South
ORD00166,2023-05-22,PRD027,2,94.6,189.2,Marketplace,North
ORD00167,2024-05-23,PRD014,4,135.15,540.6,Website,North
ORD00168,2023-12-27,PRD027,2,94.6,189.2,Website,West
ORD00169,2023-06-28,PRD012,3,236.48,709.44,Marketplace,East
ORD00170,2024-04-23,PRD005,4,35.21,140.84,Marketplace,East
ORD00171,2023-01-05,PRD006,3,149.92,449.76,Website,North
ORD00172,2024-07-02,PRD008,2,168.52,337.04,Marketplace,South
ORD00173,2024-07-16,PRD023,2,200.74,401.48,Mobile App,South
ORD00174,2023-03-19,PRD007,2,126.34,252.68,Website,West
ORD00175,2023-11-07,PRD023,1,200.74,200.74,Website,North
ORD00176,2023-05-09,PRD025,4,29.76,119.04,Mobile App,North
ORD00177,2024-11-30,PRD007,1,126.34,126.34,Website,North
ORD00178,2024-01-14,PRD016,1,193.43,193.43,Mobile App,North
ORD00179,2023-02-06,PRD003,3,186.75,560.25,Marketplace,North
ORD00180,2023-07-01,PRD025,1,29.76,29.76,Website,South
ORD00181,2024-09-11,PRD019,2,198.86,397.72,Website,East
ORD00182,2023-11-30,PRD001,1,246.2,246.2,Website,East
ORD00183,2024-08-08,PRD019,3,198.86,596.58,Mobile App,South
ORD00184,2024-05-02,PRD028,2,153.88,307.76,Marketplace,North
ORD00185,2024-12-22,PRD004,1,86.63,86.63,Marketplace,South
ORD00186,2024-03-10,PRD023,2,200.74,401.48,Mobile App,South
ORD00187,2024-11-24,PRD029,1,127.64,127.64,Marketplace,North
ORD00188,2024-10-12,PRD030,2,210.91,421.82,Marketplace,West
ORD00189,2024-03-23,PRD012,2,236.48,472.96,Mobile App,North
ORD00190,2024-06-09,PRD006,3,149.92,449.76,Mobile App,West
ORD00191,2024-01-04,PRD007,2,126.34,252.68,Mobile App,North
ORD00192,2024-08-29,PRD025,3,29.76,89.28,Website,West
ORD00193,2024-02-04,PRD004,2,86.63,173.26,Mobile App,East
ORD00194,2024-10-16,PRD023,3,200.74,602.22,Marketplace,North
ORD00195,2024-06-26,PRD003,3,186.75,560.25,Mobile App,North
ORD00196,2023-12-13,PRD013,3,107.72,323.16,Mobile App,East
ORD00197,2023-07-09,PRD022,4,143.36,573.44,Website,West
ORD00198,2023-06-30,PRD010,4,287.73,1150.92,Website,North
ORD00199,2024-04-10,PRD029,4,127.64,510.56,Marketplace,East
ORD00200,2024-07-13,PRD006,1,149.92,149.92,Marketplace,West
ORD00201,2024-01-16,PRD022,1,143.36,143.36,Mobile App,West
ORD00202,2024-04-02,PRD017,1,44.19,44.19,Website,South
ORD00203,2023-07-20,PRD013,4,107.72,430.88,Marketplace,North
ORD00204,2023-02-26,PRD024,2,191.91,383.82,Website,East
ORD00205,2023-07-28,PRD007,3,126.34,379.02,Website,West
ORD00206,2023-07-18,PRD004,2,86.63,173.26,Mobile App,West
ORD00207,2023-08-22,PRD009,3,126.96,380.88,Marketplace,West
ORD00208,2024-01-30,PRD012,4,236.48,945.92,Marketplace,West
ORD00209,2023-04-12,PRD016,3,193.43,580.29,Website,West
ORD00210,2023-06-18,PRD004,1,86.63,86.63,Mobile App,West
ORD00211,2024-05-21,PRD016,2,193.43,386.86,Marketplace,South
ORD00212,2024-05-30,PRD001,1,246.2,246.2,Marketplace,North
ORD00213,2023-02-16,PRD027,1,94.6,94.6,Mobile App,North
ORD00214,2023-10-25,PRD006,4,149.92,599.68,Marketplace,East
ORD00215,2024-02-01,PRD005,3,35.21,105.63,Marketplace,North
ORD00216,2023-10-31,PRD025,1,29.76,29.76,Marketplace,West
ORD00217,2023-05-31,PRD026,4,271.02,1084.08,Website,East
ORD00218,2023-11-03,PRD022,4,143.36,573.44,Mobile App,East
ORD00219,2024-10-22,PRD018,3,214.78,644.34,Marketplace,North
ORD00220,2024-03-02,PRD025,1,29.76,29.76,Mobile App,North
ORD00221,2024-05-22,PRD013,4,107.72,430.88,Mobile App,West
ORD00222,2024-09-17,PRD015,4,223.07,892.28,Website,North
ORD00223,2024-07-12,PRD006,3,149.92,449.76,Marketplace,South
ORD00224,2023-10-05,PRD016,4,193.43,773.72,Website,East
ORD00225,2023-01-05,PRD023,4,200.74,802.96,Mobile App,North
ORD00226,2023-09-14,PRD019,4,198.86,795.44,Marketplace,West
ORD00227,2024-07-04,PRD016,2,193.43,386.86,Marketplace,North
ORD00228,2024-09-15,PRD013,3,107.72,323.16,Mobile App,West
ORD00229,2024-11-27,PRD020,3,65.35,196.05,Mobile App,East
ORD00230,2023-11-02,PRD002,1,243.82,243.82,Marketplace,North
ORD00231,2024-06-29,PRD005,3,35.21,105.63,Mobile App,North
ORD00232,2024-02-03,PRD025,3,29.76,89.28,Mobile App,North
ORD00233,2024-03-16,PRD014,3,135.15,405.45,Mobile App,West
ORD00234,2023-06-10,PRD012,1,236.48,236.48,Marketplace,South
ORD00235,2023-06-10,PRD008,2,168.52,337.04,Marketplace,East
ORD00236,2023-11-15,PRD019,1,198.86,198.86,Marketplace,North
ORD00237,2023-01-22,PRD028,3,153.88,461.64,Website,East
ORD00238,2023-09-03,PRD006,1,149.92,149.92,Marketplace,East
ORD00239,2024-05-10,PRD002,4,243.82,975.28,Marketplace,West
ORD00240,2023-10-23,PRD019,4,198.86,795.44,Mobile App,North
ORD00241,2023-05-01,PRD023,4,200.74,802.96,Marketplace,North
ORD00242,2023-12-08,PRD011,4,94.78,379.12,Marketplace,West
ORD00243,2023-04-04,PRD011,1,94.78,94.78,Mobile App,North
ORD00244,2024-03-30,PRD023,2,200.74,401.48,Mobile App,West
ORD00245,2023-01-20,PRD017,3,44.19,132.57,Website,East
ORD00246,2023-10-15,PRD012,4,236.48,945.92,Website,West
ORD00247,2024-02-17,PRD021,1,128.81,128.81,Marketplace,South
ORD00248,2023-01-20,PRD010,3,287.73,863.19,Website,East
ORD00249,2024-04-14,PRD019,4,198.86,795.44,Website,North
ORD00250,2023-04-10,PRD023,1,200.74,200.74,Marketplace,East
ORD00251,2023-12-04,PRD009,1,126.96,126.96,Marketplace,West
ORD00252,2023-02-06,PRD014,2,135.15,270.3,Mobile App,North
ORD00253,2023-10-04,PRD021,3,128.81,386.43,Marketplace,East
ORD00254,2023-06-04,PRD014,3,135.15,405.45,Website,West
ORD00255,2023-08-27,PRD013,3,107.72,323.16,Marketplace,West
ORD00256,2024-07-09,PRD022,2,143.36,286.72,Website,South
ORD00257,2023-10-04,PRD019,4,198.86,795.44,Website,West
ORD00258,2024-07-02,PRD009,4,126.96,507.84,Marketplace,North
ORD00259,2024-08-30,PRD017,2,44.19,88.38,Mobile App,West
ORD00260,2023-07-04,PRD005,2,35.21,70.42,Website,East
ORD00261,2023-03-01,PRD028,4,153.88,615.52,Mobile App,East
ORD00262,2023-01-15,PRD028,1,153.88,153.88,Marketplace,South
ORD00263,2024-01-29,PRD028,4,153.88,615.52,Mobile App,East
ORD00264,2024-12-30,PRD021,2,128.81,257.62,Mobile App,South
ORD00265,2023-09-13,PRD013,2,107.72,215.44,Website,South
ORD00266,2024-04-19,PRD007,1,126.34,126.34,Website,East
ORD00267,2024-07-24,PRD015,4,223.07,892.28,Marketplace,West
ORD00268,2024-04-20,PRD014,1,135.15,135.15,Website,South
ORD00269,2024-07-04,PRD009,2,126.96,253.92,Website,East
ORD00270,2024-11-24,PRD026,3,271.02,813.06,Marketplace,South
ORD00271,2023-05-26,PRD021,1,128.81,128.81,Marketplace,West
ORD00272,2023-01-15,PRD026,1,271.02,271.02,Website,North
ORD00273,2023-04-22,PRD011,3,94.78,284.34,Website,West
ORD00274,2023-04-03,PRD029,3,127.64,382.92,Marketplace,North
ORD00275,2024-05-03,PRD013,2,107.72,215.44,Website,North
ORD00276,2024-02-16,PRD019,1,198.86,198.86,Marketplace,East
ORD00277,2023-06-09,PRD016,1,193.43,193.43,Website,North
ORD00278,2024-05-25,PRD025,3,29.76,89.28,Mobile App,West
ORD00279,2024-07-13,PRD026,2,271.02,542.04,Mobile App,South
ORD00280,2023-05-03,PRD005,1,35.21,35.21,Website,South
ORD00281,2024-03-19,PRD009,4,126.96,507.84,Mobile App,East
ORD00282,2024-06-29,PRD028,1,153.88,153.88,Mobile App,East
ORD00283,2023-03-25,PRD023,1,200.74,200.74,Mobile App,West
ORD00284,2024-08-21,PRD016,2,193.43,386.86,Mobile App,South
ORD00285,2024-12-05,PRD012,4,236.48,945.92,Marketplace,East
ORD00286,2023-03-20,PRD027,3,94.6,283.8,Website,North
ORD00287,2023-01-19,PRD027,1,94.6,94.6,Marketplace,South
ORD00288,2023-08-16,PRD009,4,126.96,507.84,Mobile App,East
ORD00289,2024-05-09,PRD029,1,127.64,127.64,Marketplace,South
ORD00290,2024-11-30,PRD028,4,153.88,615.52,Mobile App,North
ORD00291,2023-10-17,PRD030,4,210.91,843.64,Mobile App,East
ORD00292,2024-06-05,PRD003,2,186.75,373.5,Mobile App,South
ORD00293,2023-02-25,PRD028,2,153.88,307.76,Mobile App,East
ORD00294,2024-05-19,PRD029,4,127.64,510.56,Website,East
ORD00295,2024-04-02,PRD028,1,153.88,153.88,Mobile App,West
ORD00296,2023-03-16,PRD024,4,191.91,767.64,Mobile App,West
ORD00297,2024-07-17,PRD029,1,127.64,127.64,Website,East
ORD00298,2024-09-12,PRD017,1,44.19,44.19,Mobile App,West
ORD00299,2024-03-14,PRD020,3,65.35,196.05,Mobile App,North
ORD00300,2023-03-30,PRD025,1,29.76,29.76,Marketplace,South
ORD00301,2024-12-19,PRD021,4,128.81,515.24,Marketplace,South
ORD00302,2024-07-25,PRD001,4,246.2,984.8,Website,East
ORD00303,2023-09-11,PRD011,1,94.78,94.78,Website,South
ORD00304,2023-11-09,PRD008,2,168.52,337.04,Marketplace,West
ORD00305,2023-09-28,PRD026,3,271.02,813.06,Mobile App,West
ORD00306,2024-01-05,PRD028,2,153.88,307.76,Mobile App,South
ORD00307,2023-09-07,PRD022,3,143.36,430.08,Mobile App,South
ORD00308,2024-09-12,PRD003,4,186.75,747.0,Mobile App,South
ORD00309,2024-08-23,PRD013,4,107.72,430.88,Marketplace,South
ORD00310,2023-03-19,PRD001,1,246.2,246.2,Marketplace,South
ORD00311,2024-12-02,PRD030,1,210.91,210.91,Mobile App,South
ORD00312,2024-04-08,PRD009,2,126.96,253.92,Website,West
ORD00313,2024-08-27,PRD020,4,65.35,261.4,Marketplace,East
ORD00314,2024-05-31,PRD005,1,35.21,35.21,Mobile App,South
ORD00315,2023-11-14,PRD019,1,198.86,198.86,Website,West
ORD00316,2024-06-19,PRD025,4,29.76,119.04,Marketplace,West
ORD00317,2024-12-05,PRD004,2,86.63,173.26,Marketplace,South
ORD00318,2023-07-17,PRD007,3,126.34,379.02,Mobile App,West
ORD00319,2024-08-12,PRD013,2,107.72,215.44,Mobile App,South
ORD00320,2024-01-28,PRD020,2,65.35,130.7,Mobile App,South
ORD00321,2023-12-19,PRD014,2,135.15,270.3,Mobile App,South
ORD00322,2023-11-14,PRD001,3,246.2,738.6,Mobile App,South
ORD00323,2024-06-17,PRD020,4,65.35,261.4,Website,East
ORD00324,2023-07-15,PRD019,4,198.86,795.44,Website,North
ORD00325,2024-09-13,PRD016,2,193.43,386.86,Mobile App,West
ORD00326,2024-08-29,PRD022,2,143.36,286.72,Marketplace,West
ORD00327,2023-03-05,PRD023,4,200.74,802.96,Marketplace,East
ORD00328,2024-10-05,PRD003,1,186.75,186.75,Marketplace,North
ORD00329,2023-06-28,PRD002,3,243.82,731.46,Website,West
ORD00330,2023-12-06,PRD030,3,210.91,632.73,Marketplace,North
ORD00331,2024-03-21,PRD001,3,246.2,738.6,Marketplace,West
ORD00332,2023-10-04,PRD010,4,287.73,1150.92,Marketplace,East
ORD00333,2023-01-21,PRD005,1,35.21,35.21,Marketplace,South
ORD00334,2024-09-13,PRD009,2,126.96,253.92,Marketplace,West
ORD00335,2023-05-13,PRD030,3,210.91,632.73,Mobile App,South
ORD00336,2023-06-04,PRD003,3,186.75,560.25,Marketplace,West
ORD00337,2024-08-05,PRD005,3,35.21,105.63,Website,East
ORD00338,2023-09-06,PRD002,2,243.82,487.64,Mobile App,East
ORD00339,2024-10-04,PRD024,3,191.91,575.73,Mobile App,East
ORD00340,2024-05-26,PRD029,3,127.64,382.92,Marketplace,East
ORD00341,2023-07-21,PRD017,3,44.19,132.57,Mobile App,South
ORD00342,2023-01-08,PRD011,4,94.78,379.12,Website,West
ORD00343,2024-11-23,PRD002,2,243.82,487.64,Website,North
ORD00344,2023-03-04,PRD008,2,168.52,337.04,Website,West
ORD00345,2024-06-09,PRD009,2,126.96,253.92,Marketplace,West
ORD00346,2023-12-23,PRD014,1,135.15,135.15,Mobile App,North
ORD00347,2024-07-07,PRD015,3,223.07,669.21,Marketplace,West
ORD00348,2024-05-19,PRD015,4,223.07,892.28,Website,South
ORD00349,2024-04-16,PRD004,3,86.63,259.89,Website,South
ORD00350,2023-12-25,PRD028,3,153.88,461.64,Website,South
ORD00351,2024-08-01,PRD024,3,191.91,575.73,Marketplace,South
ORD00352,2023-03-09,PRD019,1,198.86,198.86,Marketplace,South
ORD00353,2023-06-11,PRD014,1,135.15,135.15,Website,West
ORD00354,2024-05-20,PRD022,1,143.36,143.36,Mobile App,North
ORD00355,2023-08-12,PRD010,1,287.73,287.73,Mobile App,East
ORD00356,2024-02-29,PRD019,1,198.86,198.86,Mobile App,South
ORD00357,2023-12-12,PRD001,1,246.2,246.2,Mobile App,West
ORD00358,2024-01-23,PRD015,3,223.07,669.21,Marketplace,North
ORD00359,2023-11-07,PRD011,1,94.78,94.78,Marketplace,West
ORD00360,2024-06-28,PRD011,2,94.78,189.56,Website,North
ORD00361,2023-08-30,PRD026,3,271.02,813.06,Mobile App,North
ORD00362,2024-05-28,PRD024,1,191.91,191.91,Marketplace,West
ORD00363,2023-07-17,PRD003,4,186.75,747.0,Mobile App,South
ORD00364,2023-07-03,PRD008,4,168.52,674.08,Website,North
ORD00365,2023-03-30,PRD028,2,153.88,307.76,Website,West
ORD00366,2023-05-21,PRD025,4,29.76,119.04,Mobile App,South
ORD00367,2023-03-29,PRD004,3,86.63,259.89,Mobile App,West
ORD00368,2024-01-27,PRD024,3,191.91,575.73,Marketplace,South
ORD00369,2024-07-10,PRD012,1,236.48,236.48,Mobile App,South
ORD00370,2023-05-16,PRD016,4,193.43,773.72,Mobile App,West
ORD00371,2023-06-07,PRD009,4,126.96,507.84,Website,West
ORD00372,2023-12-20,PRD026,3,271.02,813.06,Marketplace,South
ORD00373,2024-06-12,PRD014,4,135.15,540.6,Website,North
ORD00374,2024-12-13,PRD017,3,44.19,132.57,Mobile App,South
ORD00375,2024-01-18,PRD021,2,128.81,257.62,Mobile App,North
ORD00376,2023-07-26,PRD010,4,287.73,1150.92,Mobile App,North
ORD00377,2023-03-15,PRD030,4,210.91,843.64,Mobile App,South
ORD00378,2023-05-22,PRD005,3,35.21,105.63,Website,West
ORD00379,2023-06-16,PRD010,1,287.73,287.73,Marketplace,North
ORD00380,2023-05-11,PRD030,1,210.91,210.91,Marketplace,North
ORD00381,2023-01-11,PRD017,4,44.19,176.76,Mobile App,North
ORD00382,2024-01-25,PRD015,3,223.07,669.21,Mobile App,East
ORD00383,2023-07-20,PRD019,1,198.86,198.86,Marketplace,North
ORD00384,2024-12-12,PRD004,4,86.63,346.52,Website,South
ORD00385,2024-02-08,PRD027,4,94.6,378.4,Website,North
ORD00386,2024-05-24,PRD014,3,135.15,405.45,Mobile App,West
ORD00387,2023-04-03,PRD025,4,29.76,119.04,Marketplace,East
ORD00388,2024-09-25,PRD011,2,94.78,189.56,Website,South
ORD00389,2023-12-25,PRD003,3,186.75,560.25,Marketplace,North
ORD00390,2024-09-29,PRD014,1,135.15,135.15,Website,West
ORD00391,2024-02-24,PRD004,1,86.63,86.63,Website,West
ORD00392,2023-12-09,PRD015,4,223.07,892.28,Marketplace,West
ORD00393,2023-11-18,PRD010,3,287.73,863.19,Marketplace,West
ORD00394,2023-05-15,PRD026,3,271.02,813.06,Website,South
ORD00395,2023-02-07,PRD005,1,35.21,35.21,Website,North
ORD00396,2024-11-17,PRD027,1,94.6,94.6,Marketplace,South
