SalesID,OrderDate,StoreID,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,Channel
SAL00108,2025-01-12,STR11,CUS0089,PRD037,2,72.87,0.15,123.88,98.58,25.3,App
SAL00109,2025-02-24,STR12,CUS0161,PRD032,1,570.78,0.0,570.78,326.53,244.25,Store
SAL00110,2022-02-09,STR11,CUS0104,PRD070,1,326.09,0.0,326.09,220.82,105.27,Online
SAL00111,2023-04-28,STR08,CUS0274,PRD022,2,447.25,0.15,760.32,631.36,128.96,Online
SAL00112,2022-04-15,STR10,CUS0252,PRD052,2,660.22,0.1,1188.4,786.38,402.02,Store
SAL00113,2022-04-12,STR03,CUS0025,PRD027,1,167.97,0.05,159.57,84.52,75.05,Online
SAL00114,2024-01-23,STR11,CUS0141,PRD049,1,535.39,0.05,508.62,243.87,264.75,App
SAL00115,2024-12-11,STR02,CUS0050,PRD061,2,60.41,0.0,120.82,62.08,58.74,App
SAL00116,2022-07-17,STR12,CUS0067,PRD072,3,499.84,0.15,1274.59,901.2,373.39,Store
SAL00117,2022-08-30,STR01,CUS0240,PRD068,2,193.87,0.15,329.58,272.68,56.9,App
SAL00118,2024-09-09,STR02,CUS0143,PRD077,1,517.67,0.15,440.02,306.08,133.94,Store
SAL00119,2024-09-15,STR02,CUS0296,PRD063,1,447.14,0.0,447.14,313.98,133.16,Online
SAL00120,2024-07-12,STR05,CUS0039,PRD016,4,565.24,0.05,2147.91,1047.68,1100.23,Online
SAL00121,2023-01-31,STR12,CUS0196,PRD033,1,82.66,0.15,70.26,57.52,12.74,Store
SAL00122,2023-06-29,STR09,CUS0299,PRD014,1,469.29,0.0,469.29,320.0,149.29,Store
SAL00123,2023-03-22,STR06,CUS0235,PRD074,2,778.55,0.2,1245.68,752.24,493.44,Online
SAL00124,2024-10-30,STR08,CUS0155,PRD023,4,336.46,0.0,1345.84,898.88,446.96,App
SAL00125,2024-07-08,STR11,CUS0280,PRD067,1,338.84,0.2,271.07,191.28,79.79,Online
SAL00126,2023-01-15,STR08,CUS0124,PRD024,1,582.46,0.15,495.09,336.53,158.56,App
SAL00127,2022-07-26,STR09,CUS0150,PRD062,1,210.83,0.15,179.21,103.07,76.14,App
SAL00128,2025-03-10,STR01,CUS0235,PRD064,1,508.25,0.0,508.25,292.5,215.75,Online
SAL00129,2022-02-12,STR02,CUS0287,PRD072,1,499.84,0.15,424.86,300.4,124.46,Store
SAL00130,2024-09-19,STR03,CUS0125,PRD044,3,125.25,0.0,375.75,171.57,204.18,Store
SAL00131,2023-10-28,STR11,CUS0045,PRD021,2,732.57,0.15,1245.37,777.38,467.99,App
SAL00132,2022-01-15,STR03,CUS0282,PRD004,1,277.55,0.2,222.04,131.19,90.85,Store
SAL00133,2025-01-05,STR10,CUS0248,PRD052,2,660.22,0.1,1188.4,786.38,402.02,Store
SAL00134,2024-06-17,STR11,CUS0210,PRD079,2,665.32,0.05,1264.11,677.76,586.35,Online
SAL00135,2025-03-04,STR09,CUS0076,PRD003,2,460.37,0.05,874.7,469.52,405.18,Online
SAL00136,2024-01-03,STR04,CUS0282,PRD027,1,167.97,0.2,134.38,84.52,49.86,App
SAL00137,2025-01-01,STR02,CUS0236,PRD047,1,470.23,0.05,446.72,300.2,146.52,Online
SAL00138,2025-04-30,STR03,CUS0272,PRD052,3,660.22,0.0,1980.66,1179.57,801.09,App
SAL00139,2023-10-26,STR04,CUS0008,PRD001,2,769.25,0.15,1307.72,747.52,560.2,App
SAL00140,2024-07-26,STR12,CUS0005,PRD061,4,60.41,0.1,217.48,124.16,93.32,Store
SAL00141,2023-07-15,STR04,CUS0024,PRD058,1,428.07,0.05,406.67,284.8,121.87,App
SAL00142,2022-07-27,STR11,CUS0271,PRD008,1,439.89,0.1,395.9,256.57,139.33,App
SAL00143,2025-07-10,STR10,CUS0223,PRD054,1,167.08,0.0,167.08,80.96,86.12,Store
SAL00144,2023-11-21,STR12,CUS0256,PRD005,1,245.1,0.0,245.1,174.49,70.61,App
SAL00145,2025-07-16,STR05,CUS0121,PRD066,1,180.08,0.1,162.07,124.07,38.0,Online
SAL00146,2022-06-15,STR11,CUS0080,PRD077,2,517.67,0.15,880.04,612.16,267.88,App
SAL00147,2022-10-08,STR12,CUS0252,PRD056,2,434.96,0.0,869.92,522.28,347.64,App
SAL00148,2024-03-29,STR11,CUS0210,PRD057,5,52.44,0.0,262.2,183.9,78.3,App
SAL00149,2022-10-17,STR01,CUS0178,PRD053,1,139.83,0.2,111.86,79.48,32.38,Online
SAL00150,2022-08-31,STR06,CUS0138,PRD037,4,72.87,0.05,276.91,197.16,79.75,Online
SAL00151,2024-09-13,STR07,CUS0069,PRD057,4,52.44,0.05,199.27,147.12,52.15,Online
SAL00152,2024-01-10,STR02,CUS0142,PRD047,2,470.23,0.2,752.37,600.4,151.97,App
SAL00153,2025-01-17,STR09,CUS0083,PRD066,3,180.08,0.0,540.24,372.21,168.03,Online
SAL00154,2024-12-15,STR08,CUS0139,PRD076,2,841.57,0.05,1598.98,766.44,832.54,App
SAL00155,2023-09-12,STR01,CUS0002,PRD045,1,74.57,0.0,74.57,34.38,40.19,Online
SAL00156,2023-02-19,STR03,CUS0068,PRD043,3,108.59,0.0,325.77,164.88,160.89,Store
SAL00157,2024-04-28,STR07,CUS0092,PRD056,2,434.96,0.1,782.93,522.28,260.65,Store
SAL00158,2024-12-29,STR03,CUS0111,PRD008,2,439.89,0.2,703.82,513.14,190.68,App
SAL00159,2022-08-06,STR06,CUS0131,PRD050,2,289.93,0.0,579.86,405.08,174.78,Online
SAL00160,2024-11-28,STR04,CUS0115,PRD057,1,52.44,0.0,52.44,36.78,15.66,App
SAL00161,2024-05-04,STR05,CUS0237,PRD005,3,245.1,0.2,588.24,523.47,64.77,Store
SAL00162,2022-09-15,STR06,CUS0117,PRD049,1,535.39,0.0,535.39,243.87,291.52,Online
SAL00163,2022-05-24,STR03,CUS0176,PRD066,1,180.08,0.15,153.07,124.07,29.0,Store
SAL00164,2022-04-13,STR07,CUS0239,PRD035,2,285.91,0.15,486.05,294.78,191.27,Online
SAL00165,2024-03-08,STR03,CUS0063,PRD048,1,65.44,0.0,65.44,45.9,19.54,App
SAL00166,2025-01-24,STR08,CUS0103,PRD072,1,499.84,0.2,399.87,300.4,99.47,App
SAL00167,2022-02-07,STR01,CUS0013,PRD074,2,778.55,0.15,1323.53,752.24,571.29,Online
SAL00168,2023-01-09,STR12,CUS0205,PRD027,1,167.97,0.2,134.38,84.52,49.86,Online
SAL00169,2023-12-17,STR04,CUS0107,PRD077,2,517.67,0.0,1035.34,612.16,423.18,Online
SAL00170,2022-03-28,STR04,CUS0119,PRD056,5,434.96,0.0,2174.8,1305.7,869.1,Store
SAL00171,2024-02-29,STR06,CUS0273,PRD020,2,144.97,0.15,246.45,152.4,94.05,Online
SAL00172,2024-09-27,STR04,CUS0267,PRD021,1,732.57,0.05,695.94,388.69,307.25,Store
SAL00173,2023-02-13,STR11,CUS0255,PRD029,1,318.8,0.0,318.8,170.8,148.0,Store
SAL00174,2023-12-31,STR04,CUS0297,PRD044,1,125.25,0.0,125.25,57.19,68.06,Store
SAL00175,2024-04-23,STR12,CUS0118,PRD030,1,396.17,0.05,376.36,240.04,136.32,App
SAL00176,2022-02-12,STR09,CUS0004,PRD007,1,297.96,0.15,253.27,173.78,79.49,App
SAL00177,2022-12-22,STR11,CUS0073,PRD040,4,107.82,0.0,431.28,227.24,204.04,Online
SAL00178,2025-07-15,STR12,CUS0105,PRD005,2,245.1,0.05,465.69,348.98,116.71,Store
SAL00179,2024-01-17,STR04,CUS0102,PRD035,1,285.91,0.0,285.91,147.39,138.52,Store
SAL00180,2024-01-16,STR09,CUS0276,PRD016,1,565.24,0.0,565.24,261.92,303.32,App
SAL00181,2024-11-10,STR07,CUS0188,PRD036,3,638.05,0.15,1627.03,945.72,681.31,Store
SAL00182,2022-03-02,STR11,CUS0185,PRD017,3,86.4,0.05,246.24,142.05,104.19,App
SAL00183,2023-02-20,STR08,CUS0138,PRD002,2,528.99,0.0,1057.98,694.78,363.2,Online
SAL00184,2025-06-01,STR12,CUS0269,PRD013,2,332.19,0.15,564.72,303.66,261.06,App
SAL00185,2022-01-12,STR08,CUS0059,PRD048,3,65.44,0.05,186.5,137.7,48.8,App
SAL00186,2023-04-17,STR01,CUS0277,PRD050,1,289.93,0.15,246.44,202.54,43.9,App
SAL00187,2023-01-09,STR06,CUS0152,PRD050,1,289.93,0.2,231.94,202.54,29.4,App
SAL00188,2023-06-11,STR05,CUS0158,PRD046,1,533.74,0.15,453.68,349.25,104.43,App
SAL00189,2022-09-15,STR06,CUS0050,PRD019,1,404.77,0.05,384.53,279.33,105.2,App
SAL00190,2024-09-20,STR08,CUS0114,PRD070,4,326.09,0.1,1173.92,883.28,290.64,App
SAL00191,2024-08-17,STR05,CUS0223,PRD021,2,732.57,0.0,1465.14,777.38,687.76,Online
SAL00192,2025-07-11,STR11,CUS0075,PRD027,5,167.97,0.2,671.88,422.6,249.28,Online
SAL00193,2024-07-17,STR09,CUS0220,PRD026,2,434.62,0.1,782.32,497.38,284.94,Online
SAL00194,2022-05-09,STR05,CUS0105,PRD079,1,665.32,0.15,565.52,338.88,226.64,Store
SAL00195,2023-06-23,STR04,CUS0285,PRD068,3,193.87,0.15,494.37,409.02,85.35,App
SAL00196,2024-09-07,STR10,CUS0114,PRD005,3,245.1,0.05,698.53,523.47,175.06,App
SAL00197,2022-05-14,STR11,CUS0240,PRD078,2,149.61,0.15,254.34,145.7,108.64,App
SAL00198,2024-12-03,STR02,CUS0109,PRD028,1,167.14,0.15,142.07,81.77,60.3,Online
SAL00199,2022-07-18,STR03,CUS0122,PRD003,8,460.37,0.0,3682.96,1878.08,1804.88,App
SAL00200,2024-02-16,STR10,CUS0192,PRD066,1,180.08,0.2,144.06,124.07,19.99,App
SAL00201,2023-05-21,STR06,CUS0177,PRD054,2,167.08,0.2,267.33,161.92,105.41,Store
SAL00202,2024-02-15,STR06,CUS0066,PRD004,2,277.55,0.0,555.1,262.38,292.72,Online
SAL00203,2025-01-31,STR12,CUS0223,PRD056,1,434.96,0.15,369.72,261.14,108.58,App
SAL00204,2023-01-19,STR07,CUS0019,PRD052,-1,660.22,0.15,1683.56,1179.57,503.99,Online
SAL00205,2022-07-20,STR08,CUS0153,PRD029,4,318.8,0.05,1211.44,683.2,528.24,Online
SAL00206,2023-09-05,STR10,CUS0153,PRD012,1,580.87,0.1,522.78,387.01,135.77,App
SAL00207,2025-03-16,STR04,CUS0220,PRD069,1,393.75,0.0,393.75,211.23,182.52,App
SAL00208,2022-05-04,STR12,CUS0184,PRD075,3,453.11,0.1,1223.4,809.19,414.21,Store
SAL00209,2024-08-07,STR09,CUS0119,PRD001,1,769.25,0.0,769.25,373.76,395.49,Store
SAL00210,2025-03-15,STR08,CUS0076,PRD040,1,107.82,0.05,102.43,56.81,45.62,Store
SAL00211,2024-12-03,STR06,CUS0053,PRD020,2,144.97,0.0,289.94,152.4,137.54,App
SAL00212,2024-05-14,STR11,CUS0124,PRD052,2,660.22,0.05,1254.42,786.38,468.04,Online
SAL00213,2024-10-13,STR11,CUS0294,PRD027,2,167.97,0.05,319.14,169.04,150.1,Store
SAL00214,2022-08-01,STR10,CUS0132,PRD077,3,517.67,0.0,1553.01,918.24,634.77,App
SAL00215,2025-06-27,STR04,CUS0004,PRD037,2,72.87,0.1,131.17,98.58,32.59,App
SAL00216,2023-11-14,STR12,CUS0165,PRD045,3,74.57,0.0,223.71,103.14,120.57,Online
SAL00217,2024-08-21,STR11,CUS0223,PRD047,1,470.23,0.15,399.7,300.2,99.5,Online
SAL00218,2024-05-11,STR08,CUS0039,PRD026,1,434.62,0.0,434.62,248.69,185.93,App
SAL00219,2025-05-14,STR01,CUS0112,PRD063,1,447.14,0.0,447.14,313.98,133.16,Store
SAL00220,2023-03-28,STR11,CUS0009,PRD012,1,580.87,0.0,580.87,387.01,193.86,App
SAL00221,2024-11-04,STR07,CUS0105,PRD060,1,118.37,0.15,100.61,77.73,22.88,Online
SAL00222,2023-03-25,STR06,CUS0086,PRD029,1,318.8,0.15,270.98,170.8,100.18,Online
SAL00223,2023-04-22,STR12,CUS0105,PRD060,1,118.37,0.15,100.61,77.73,22.88,Store
SAL00224,2025-02-05,STR05,CUS0105,PRD022,2,447.25,0.1,805.05,631.36,173.69,Online
SAL00225,2023-07-24,STR04,CUS0289,PRD035,1,285.91,0.1,257.32,147.39,109.93,Store
SAL00226,2025-03-23,STR01,CUS0201,PRD055,1,402.22,0.2,321.78,211.32,110.46,Store
SAL00227,2024-10-20,STR01,CUS0064,PRD075,1,453.11,0.1,407.8,269.73,138.07,Store
SAL00228,2023-05-28,STR09,CUS0281,PRD039,1,267.3,0.05,253.94,176.25,77.69,Online
SAL00229,2022-10-04,STR04,CUS0227,PRD003,1,460.37,0.2,368.3,234.76,133.54,App
SAL00230,2024-03-17,STR05,CUS0212,PRD020,1,144.97,0.0,144.97,76.2,68.77,Online
SAL00231,2022-04-10,STR11,CUS0293,PRD072,1,499.84,0.15,424.86,300.4,124.46,Store
SAL00232,2022-07-21,STR06,CUS0264,PRD061,1,60.41,0.1,54.37,31.04,23.33,Online
SAL00233,2024-04-09,STR08,CUS0047,PRD036,1,638.05,0.05,606.15,315.24,290.91,Store
SAL00234,2023-10-20,STR10,CUS0012,PRD079,1,665.32,0.0,665.32,338.88,326.44,Online
SAL00235,2024-11-29,STR05,CUS0213,PRD013,2,332.19,0.2,531.5,303.66,227.84,App
SAL00236,2022-07-08,STR02,CUS0287,PRD047,2,470.23,0.0,940.46,600.4,340.06,Online
SAL00237,2025-02-24,STR04,CUS0252,PRD045,2,74.57,0.15,126.77,68.76,58.01,Online
SAL00238,2023-12-25,STR10,CUS0223,PRD054,1,167.08,0.2,133.66,80.96,52.7,Online
SAL00239,2025-07-04,STR04,CUS0253,PRD033,1,82.66,0.15,70.26,57.52,12.74,Store
SAL00240,2024-10-30,STR09,CUS0226,PRD070,2,326.09,0.0,652.18,441.64,210.54,App
SAL00241,2022-04-26,STR09,CUS0067,PRD042,2,213.13,0.1,383.63,204.72,178.91,Store
SAL00242,2022-05-05,STR07,CUS0200,PRD043,1,108.59,0.0,108.59,54.96,53.63,Store
SAL00243,2023-02-19,STR08,CUS0098,PRD071,3,618.33,0.1,1669.49,998.1,671.39,Online
SAL00244,2025-05-19,STR02,CUS0227,PRD058,2,428.07,0.1,770.53,569.6,200.93,App
SAL00245,2022-08-02,STR04,CUS0258,PRD070,1,326.09,0.05,309.79,220.82,88.97,Online
SAL00246,2023-01-06,STR06,CUS0136,PRD032,1,570.78,0.0,570.78,326.53,244.25,App
SAL00247,2023-04-26,STR06,CUS0261,PRD052,1,660.22,0.1,594.2,393.19,201.01,Store
SAL00248,2022-04-28,STR07,CUS0021,PRD065,1,361.03,0.0,361.03,256.52,104.51,App
SAL00249,2022-08-25,STR03,CUS0030,PRD042,4,213.13,0.0,852.52,409.44,443.08,Store
SAL00250,2024-10-17,STR11,CUS0293,PRD066,1,180.08,0.1,162.07,124.07,38.0,App
SAL00251,2022-12-08,STR07,CUS0144,PRD050,3,289.93,0.2,695.83,607.62,88.21,App
SAL00252,2023-09-18,STR04,CUS0136,PRD022,1,447.25,0.0,447.25,315.68,131.57,Store
SAL00253,2022-12-05,STR09,CUS0129,PRD046,1,533.74,0.05,507.05,349.25,157.8,App
SAL00254,2025-03-04,STR02,CUS0091,PRD043,2,108.59,0.0,217.18,109.92,107.26,Store
SAL00255,2024-05-09,STR01,CUS0200,PRD046,2,533.74,0.2,853.98,698.5,155.48,Store
SAL00256,2022-07-05,STR02,CUS0232,PRD065,1,361.03,0.0,361.03,256.52,104.51,App
SAL00257,2022-06-13,STR04,CUS0024,PRD070,1,326.09,0.0,326.09,220.82,105.27,Online
SAL00258,2024-01-22,STR07,CUS0149,PRD054,1,167.08,0.05,158.73,80.96,77.77,Store
SAL00259,2022-02-22,STR04,CUS0031,PRD039,1,267.3,0.05,253.94,176.25,77.69,Online
SAL00260,2025-02-09,STR05,CUS0226,PRD034,1,539.68,0.05,512.7,291.79,220.91,Online
SAL00261,2023-06-15,STR11,CUS0063,PRD075,1,453.11,0.15,385.14,269.73,115.41,Store
SAL00262,2025-02-06,STR03,CUS0042,PRD055,3,402.22,0.0,1206.66,633.96,572.7,Store
