InventoryID,SnapshotDate,StoreID,ProductID,ClosingStock,StockValue,ReorderLevel,StockStatus
INV00062,2023-01-31,ST07,PRD015,77,20812.33,24,OK
INV00063,2023-01-31,ST07,PRD011,63,12314.61,25,OK
INV00064,2023-01-31,ST07,PRD003,14,3944.5,14,OK
INV00065,2023-01-31,ST07,PRD026,27,6486.48,11,OK
INV00066,2023-01-31,ST07,PRD016,100,17849.0,23,OK
INV00067,2023-01-31,ST07,PRD072,19,5430.2,14,OK
INV00068,2023-01-31,ST07,PRD045,97,17300.92,12,OK
INV00069,2023-01-31,ST07,PRD034,70,7210.0,24,OK
INV00070,2023-01-31,ST07,PRD035,20,5419.4,15,OK
INV00071,2023-01-31,ST07,PRD022,79,7092.62,13,OK
INV00072,2023-01-31,ST07,PRD013,90,27738.0,22,OK
INV00073,2023-01-31,ST07,PRD024,40,1640.4,17,OK
INV00074,2023-01-31,ST07,PRD038,11,2087.25,14,Low
INV00075,2023-01-31,ST07,PRD005,112,4676.0,24,OK
INV00076,2023-01-31,ST08,PRD061,108,18394.56,13,OK
INV00077,2023-01-31,ST08,PRD007,92,20033.0,17,OK
INV00078,2023-01-31,ST08,PRD048,74,10978.64,11,OK
INV00079,2023-01-31,ST08,PRD041,35,3638.6,11,OK
INV00080,2023-01-31,ST08,PRD037,1,94.84,23,Low
INV00081,2023-01-31,ST08,PRD076,110,8932.0,11,OK
INV00082,2023-01-31,ST08,PRD004,60,17506.8,25,OK
INV00083,2023-01-31,ST08,PRD043,58,9483.0,24,OK
INV00084,2023-01-31,ST08,PRD039,72,16578.72,21,OK
INV00085,2023-01-31,ST08,PRD063,63,9387.63,19,OK
INV00086,2023-01-31,ST08,PRD042,94,31904.54,14,OK
INV00087,2023-01-31,ST08,PRD046,88,23224.08,20,OK
INV00088,2023-01-31,ST08,PRD025,117,16884.27,8,OK
INV00089,2023-01-31,ST08,PRD024,0,0.0,16,Out of Stock
INV00090,2023-01-31,ST08,PRD038,106,20113.5,18,OK
INV00091,2023-01-31,ST08,PRD015,96,25947.84,17,OK
INV00092,2023-01-31,ST08,PRD026,43,10330.32,23,OK
INV00093,2023-01-31,ST08,PRD027,77,22426.25,17,OK
INV00094,2023-01-31,ST08,PRD054,17,572.73,23,OK
INV00095,2023-01-31,ST08,PRD040,110,10294.9,19,OK
INV00096,2023-01-31,ST08,PRD003,29,8170.75,22,OK
INV00097,2023-01-31,ST08,PRD052,27,4706.64,22,OK
INV00098,2023-01-31,ST08,PRD031,26,5899.66,13,OK
INV00099,2023-01-31,ST08,PRD060,115,18995.7,20,OK
INV00100,2023-01-31,ST08,PRD051,108,7815.96,19,OK
INV00101,2023-01-31,ST01,PRD026,99,23783.76,12,OK
INV00102,2023-01-31,ST01,PRD058,44,13225.52,24,OK
INV00103,2023-01-31,ST01,PRD019,47,8907.44,15,OK
INV00104,2023-01-31,ST01,PRD033,110,25978.7,17,OK
INV00105,2023-01-31,ST01,PRD040,95,8891.05,9,OK
INV00106,2023-01-31,ST01,PRD036,17,3383.51,23,OK
INV00107,2023-01-31,ST01,PRD073,116,36006.4,8,OK
INV00108,2023-01-31,ST01,PRD061,65,11070.8,19,OK
INV00109,2023-01-31,ST01,PRD016,30,5354.7,24,OK
INV00110,2023-01-31,ST01,PRD021,100,11772.0,23,OK
INV00111,2023-01-31,ST01,PRD071,2,81.9,21,Low
INV00112,2023-01-31,ST01,PRD049,84,21810.6,16,OK
INV00113,2023-01-31,ST01,PRD041,4,415.84,10,Low
INV00114,2023-01-31,ST01,PRD010,26,4941.56,23,OK
INV00115,2023-01-31,ST01,PRD038,34,6451.5,25,OK
INV00116,2023-01-31,ST01,PRD031,73,16564.43,20,OK
INV00117,2023-01-31,ST01,PRD054,106,3571.14,23,OK
INV00118,2023-01-31,ST01,PRD039,71,16348.46,12,OK
INV00119,2023-01-31,ST01,PRD011,54,10555.38,15,OK
INV00120,2023-01-31,ST01,PRD060,115,18995.7,23,OK
INV00121,2023-01-31,ST01,PRD057,48,9769.44,12,OK
INV00122,2023-01-31,ST01,PRD003,33,9297.75,20,OK
INV00123,2023-01-31,ST01,PRD004,8,2334.24,8,Low
INV00124,2023-01-31,ST01,PRD066,42,12321.54,15,OK
INV00125,2023-01-31,ST01,PRD007,14,3048.5,25,OK
INV00126,2023-01-31,ST02,PRD003,2,563.5,19,Low
INV00127,2023-01-31,ST02,PRD038,5,948.75,9,Low
INV00128,2023-01-31,ST02,PRD039,98,22565.48,11,OK
INV00129,2023-01-31,ST02,PRD063,62,9238.62,11,OK
INV00130,2023-01-31,ST02,PRD037,119,11285.96,19,OK
INV00131,2023-01-31,ST02,PRD004,31,9045.18,22,OK
INV00132,2023-01-31,ST02,PRD042,19,6448.79,25,OK
INV00133,2023-01-31,ST02,PRD005,113,4717.75,11,OK
INV00134,2023-01-31,ST02,PRD074,59,5883.48,23,OK
INV00135,2023-01-31,ST02,PRD014,95,9922.75,16,OK
INV00136,2023-01-31,ST02,PRD043,0,0.0,25,Out of Stock
INV00137,2023-01-31,ST02,PRD035,78,21135.66,25,OK
INV00138,2023-01-31,ST02,PRD002,67,9404.12,17,OK
INV00139,2023-01-31,ST02,PRD053,60,16878.0,22,OK
INV00140,2023-01-31,ST02,PRD008,46,6011.28,14,OK
INV00141,2023-01-31,ST02,PRD032,9,2903.4,11,Low
INV00142,2023-01-31,ST02,PRD070,46,13815.18,17,OK
INV00143,2023-01-31,ST02,PRD027,41,11941.25,10,OK
INV00144,2023-01-31,ST02,PRD041,53,5509.88,17,OK
INV00145,2023-01-31,ST02,PRD051,27,1953.99,15,OK
INV00146,2023-01-31,ST02,PRD011,88,17201.36,24,OK
INV00147,2023-01-31,ST02,PRD030,16,2293.44,24,OK
INV00148,2023-01-31,ST02,PRD001,68,15076.28,15,OK
INV00149,2023-01-31,ST02,PRD025,49,7071.19,22,OK
INV00150,2023-01-31,ST02,PRD073,0,0.0,9,Out of Stock
INV00151,2023-01-31,ST04,PRD076,106,8607.2,25,OK
INV00152,2023-01-31,ST04,PRD059,52,8455.2,11,OK
INV00153,2023-01-31,ST04,PRD033,48,11336.16,18,OK
INV00154,2023-01-31,ST04,PRD014,110,11489.5,25,OK
INV00155,2023-01-31,ST04,PRD071,32,1310.4,11,OK
INV00156,2023-01-31,ST04,PRD080,95,16632.6,14,OK
INV00157,2023-01-31,ST04,PRD054,106,3571.14,8,OK
INV00158,2023-01-31,ST04,PRD075,4,1025.8,14,Low
INV00159,2023-01-31,ST04,PRD018,119,37169.65,13,OK
INV00160,2023-01-31,ST04,PRD073,21,6518.4,8,OK
INV00161,2023-01-31,ST04,PRD063,52,7748.52,17,OK
INV00162,2023-01-31,ST04,PRD046,51,13459.41,13,OK
INV00163,2023-01-31,ST04,PRD070,2,600.66,21,Low
INV00164,2023-01-31,ST04,PRD013,83,25580.6,21,OK
INV00165,2023-01-31,ST04,PRD079,62,4003.96,13,OK
INV00166,2023-01-31,ST04,PRD024,78,3198.78,24,OK
INV00167,2023-01-31,ST04,PRD025,30,4329.3,21,OK
INV00168,2023-01-31,ST04,PRD004,99,28886.22,10,OK
INV00169,2023-01-31,ST04,PRD044,75,25553.25,17,OK
INV00170,2023-01-31,ST04,PRD029,91,10722.53,10,OK
INV00171,2023-01-31,ST04,PRD022,92,8259.76,8,OK
INV00172,2023-01-31,ST04,PRD045,23,4102.28,24,OK
INV00173,2023-01-31,ST04,PRD023,89,7735.88,13,OK
INV00174,2023-01-31,ST04,PRD074,76,7578.72,20,OK
INV00175,2023-01-31,ST04,PRD031,25,5672.75,24,OK
INV00176,2023-01-31,ST09,PRD001,67,14854.57,14,OK
INV00177,2023-01-31,ST09,PRD023,54,4693.68,15,OK
INV00178,2023-01-31,ST09,PRD056,53,14289.86,24,OK
INV00179,2023-01-31,ST09,PRD040,13,1216.67,12,OK
INV00180,2023-01-31,ST09,PRD020,28,5699.12,8,OK
INV00181,2023-01-31,ST09,PRD072,41,11717.8,15,OK
INV00182,2023-01-31,ST09,PRD007,19,4137.25,18,OK
INV00183,2023-01-31,ST09,PRD030,17,2436.78,21,OK
INV00184,2023-01-31,ST09,PRD010,6,1140.36,9,Low
INV00185,2023-01-31,ST09,PRD045,8,1426.88,10,Low
INV00186,2023-01-31,ST09,PRD014,69,7207.05,11,OK
INV00187,2023-01-31,ST09,PRD021,113,13302.36,13,OK
INV00188,2023-01-31,ST09,PRD022,117,10504.26,15,OK
INV00189,2023-01-31,ST09,PRD078,117,20286.63,8,OK
INV00190,2023-01-31,ST09,PRD041,61,6341.56,14,OK
INV00191,2023-01-31,ST09,PRD011,67,13096.49,24,OK
INV00192,2023-01-31,ST09,PRD057,120,24423.6,25,OK
INV00193,2023-01-31,ST09,PRD073,84,26073.6,9,OK
INV00194,2023-01-31,ST09,PRD012,119,35097.86,10,OK
INV00195,2023-01-31,ST09,PRD038,80,15180.0,12,OK
INV00196,2023-01-31,ST09,PRD042,21,7127.61,10,OK
INV00197,2023-01-31,ST09,PRD060,17,2808.06,16,OK
INV00198,2023-01-31,ST09,PRD062,80,21141.6,14,OK
INV00199,2023-01-31,ST09,PRD079,95,6135.1,21,OK
INV00200,2023-01-31,ST09,PRD063,44,6556.44,12,OK
INV00201,2023-02-28,ST02,PRD043,2,327.0,17,Low
INV00202,2023-02-28,ST02,PRD023,13,1129.96,13,OK
INV00203,2023-02-28,ST02,PRD007,105,22863.75,13,OK
INV00204,2023-02-28,ST02,PRD045,92,16409.12,18,OK
INV00205,2023-02-28,ST02,PRD078,7,1213.73,10,Low
INV00206,2023-02-28,ST02,PRD005,14,584.5,13,OK
INV00207,2023-02-28,ST02,PRD074,115,11467.8,24,OK
INV00208,2023-02-28,ST02,PRD011,58,11337.26,18,OK
INV00209,2023-02-28,ST02,PRD009,7,142.94,24,Low
INV00210,2023-02-28,ST02,PRD060,23,3799.14,20,OK
INV00211,2023-02-28,ST02,PRD015,59,15947.11,9,OK
INV00212,2023-02-28,ST02,PRD042,24,8145.84,9,OK
INV00213,2023-02-28,ST02,PRD065,75,11790.75,23,OK
INV00214,2023-02-28,ST02,PRD004,31,9045.18,25,OK
INV00215,2023-02-28,ST02,PRD066,1,293.37,22,Low
INV00216,2023-02-28,ST02,PRD048,78,11572.08,11,OK
INV00217,2023-02-28,ST02,PRD016,36,6425.64,15,OK
INV00218,2023-02-28,ST02,PRD006,63,4625.46,11,OK
INV00219,2023-02-28,ST02,PRD077,76,13887.48,10,OK
INV00220,2023-02-28,ST02,PRD075,4,1025.8,16,Low
INV00221,2023-02-28,ST02,PRD054,47,1583.43,11,OK
INV00222,2023-02-28,ST02,PRD057,38,7734.14,11,OK
INV00223,2023-02-28,ST02,PRD055,32,6040.0,20,OK
INV00224,2023-02-28,ST02,PRD059,90,14634.0,25,OK
INV00225,2023-02-28,ST02,PRD021,64,7534.08,11,OK
INV00226,2023-02-28,ST01,PRD064,78,8049.6,9,OK
INV00227,2023-02-28,ST01,PRD041,45,4678.2,13,OK
INV00228,2023-02-28,ST01,PRD053,97,27286.1,15,OK
INV00229,2023-02-28,ST01,PRD009,87,1776.54,14,OK
INV00230,2023-02-28,ST01,PRD006,120,8810.4,17,OK
INV00231,2023-02-28,ST01,PRD073,60,18624.0,18,OK
INV00232,2023-02-28,ST01,PRD045,1,178.36,10,Low
INV00233,2023-02-28,ST01,PRD072,114,32581.2,23,OK
INV00234,2023-02-28,ST01,PRD030,70,10033.8,14,OK
INV00235,2023-02-28,ST01,PRD038,45,8538.75,21,OK
INV00236,2023-02-28,ST01,PRD070,24,7207.92,20,OK
INV00237,2023-02-28,ST01,PRD031,119,27002.29,16,OK
INV00238,2023-02-28,ST01,PRD044,107,36455.97,9,OK
INV00239,2023-02-28,ST01,PRD077,80,14618.4,19,OK
INV00240,2023-02-28,ST01,PRD021,67,7887.24,18,OK
INV00241,2023-02-28,ST01,PRD060,64,10571.52,25,OK
INV00242,2023-02-28,ST01,PRD043,9,1471.5,11,Low
INV00243,2023-02-28,ST01,PRD057,69,14043.57,19,OK
INV00244,2023-02-28,ST01,PRD015,44,11892.76,22,OK
INV00245,2023-02-28,ST01,PRD027,60,17475.0,10,OK
INV00246,2023-02-28,ST01,PRD048,60,8901.6,8,OK
INV00247,2023-02-28,ST01,PRD012,56,16516.64,22,OK
INV00248,2023-02-28,ST01,PRD020,46,9362.84,23,OK
INV00249,2023-02-28,ST01,PRD056,54,14559.48,21,OK
INV00250,2023-02-28,ST01,PRD069,116,25826.24,12,OK
INV00251,2023-02-28,ST12,PRD060,2,330.36,8,Low
INV00252,2023-02-28,ST12,PRD010,92,17485.52,22,OK
INV00253,2023-02-28,ST12,PRD008,119,15550.92,25,OK
INV00254,2023-02-28,ST12,PRD050,49,3755.36,11,OK
INV00255,2023-02-28,ST12,PRD014,117,12220.65,21,OK
INV00256,2023-02-28,ST12,PRD005,77,3214.75,8,OK
INV00257,2023-02-28,ST12,PRD037,7,663.88,24,Low
INV00258,2023-02-28,ST12,PRD023,40,3476.8,15,OK
INV00259,2023-02-28,ST12,PRD075,33,8462.85,22,OK
INV00260,2023-02-28,ST12,PRD032,41,13226.6,18,OK
INV00261,2023-02-28,ST12,PRD003,7,1972.25,22,Low
INV00262,2023-02-28,ST12,PRD061,38,6472.16,24,OK
INV00263,2023-02-28,ST12,PRD027,12,3495.0,16,OK
INV00264,2023-02-28,ST12,PRD045,38,6777.68,17,OK
INV00265,2023-02-28,ST12,PRD030,30,4300.2,16,OK
INV00266,2023-02-28,ST12,PRD077,35,6395.55,21,OK
INV00267,2023-02-28,ST12,PRD019,95,18004.4,13,OK
INV00268,2023-02-28,ST12,PRD055,51,9626.25,20,OK
INV00269,2023-02-28,ST12,PRD033,22,5195.74,21,OK
INV00270,2023-02-28,ST12,PRD072,98,28008.4,14,OK
INV00271,2023-02-28,ST12,PRD021,76,8946.72,19,OK
INV00272,2023-02-28,ST12,PRD040,12,1123.08,24,OK
INV00273,2023-02-28,ST12,PRD054,13,437.97,15,OK
INV00274,2023-02-28,ST12,PRD066,68,19949.16,15,OK
INV00275,2023-02-28,ST12,PRD035,24,6503.28,16,OK
INV00276,2023-02-28,ST11,PRD079,14,904.12,15,OK
INV00277,2023-02-28,ST11,PRD039,105,24177.3,23,OK
INV00278,2023-02-28,ST11,PRD011,64,12510.08,22,OK
INV00279,2023-02-28,ST11,PRD041,8,831.68,25,Low
INV00280,2023-02-28,ST11,PRD044,60,20442.6,22,OK
INV00281,2023-02-28,ST11,PRD024,85,3485.85,24,OK
INV00282,2023-02-28,ST11,PRD074,82,8177.04,13,OK
INV00283,2023-02-28,ST11,PRD021,73,8593.56,15,OK
INV00284,2023-02-28,ST11,PRD060,7,1156.26,9,Low
INV00285,2023-02-28,ST11,PRD072,118,33724.4,22,OK
INV00286,2023-02-28,ST11,PRD061,60,10219.2,12,OK
INV00287,2023-02-28,ST11,PRD059,104,16910.4,18,OK
INV00288,2023-02-28,ST11,PRD012,70,20645.8,17,OK
INV00289,2023-02-28,ST11,PRD025,6,865.86,9,Low
INV00290,2023-02-28,ST11,PRD048,77,11423.72,8,OK
INV00291,2023-02-28,ST11,PRD053,109,30661.7,21,OK
INV00292,2023-02-28,ST11,PRD016,120,21418.8,13,OK
INV00293,2023-02-28,ST11,PRD069,81,18033.84,18,OK
INV00294,2023-02-28,ST11,PRD052,3,522.96,16,Low
INV00295,2023-02-28,ST11,PRD026,52,12492.48,20,OK
INV00296,2023-02-28,ST11,PRD002,85,11930.6,20,OK
INV00297,2023-02-28,ST11,PRD004,0,0.0,18,Out of Stock
INV00298,2023-02-28,ST11,PRD006,113,8296.46,8,OK
INV00299,2023-02-28,ST11,PRD014,53,5535.85,24,OK
INV00300,2023-02-28,ST11,PRD007,72,15678.0,8,OK
INV00301,2023-02-28,ST08,PRD024,57,2337.57,12,OK
INV00302,2023-02-28,ST08,PRD047,24,5148.72,23,OK
INV00303,2023-02-28,ST08,PRD048,72,10681.92,22,OK
INV00304,2023-02-28,ST08,PRD021,97,11418.84,15,OK
INV00305,2023-02-28,ST08,PRD065,4,628.84,8,Low
INV00306,2023-02-28,ST08,PRD067,42,11071.2,15,OK
INV00307,2023-02-28,ST08,PRD059,103,16747.8,14,OK
INV00308,2023-02-28,ST08,PRD026,97,23303.28,9,OK
INV00309,2023-02-28,ST08,PRD074,14,1396.08,13,OK
INV00310,2023-02-28,ST08,PRD034,42,4326.0,11,OK
INV00311,2023-02-28,ST08,PRD004,108,31512.24,24,OK
INV00312,2023-02-28,ST08,PRD057,54,10990.62,17,OK
INV00313,2023-02-28,ST08,PRD002,57,8000.52,8,OK
INV00314,2023-02-28,ST08,PRD071,33,1351.35,24,OK
INV00315,2023-02-28,ST08,PRD015,47,12703.63,18,OK
INV00316,2023-02-28,ST08,PRD070,5,1501.65,13,Low
INV00317,2023-02-28,ST08,PRD023,26,2259.92,10,OK
INV00318,2023-02-28,ST08,PRD018,31,9682.85,22,OK
INV00319,2023-02-28,ST08,PRD053,117,32912.1,17,OK
INV00320,2023-02-28,ST08,PRD008,90,11761.2,16,OK
INV00321,2023-02-28,ST08,PRD027,107,31163.75,23,OK
INV00322,2023-02-28,ST08,PRD044,15,5110.65,19,OK
INV00323,2023-02-28,ST08,PRD050,116,8890.24,20,OK
INV00324,2023-02-28,ST08,PRD007,45,9798.75,9,OK
INV00325,2023-02-28,ST08,PRD032,27,8710.2,23,OK
INV00326,2023-02-28,ST07,PRD013,51,15718.2,13,OK
INV00327,2023-02-28,ST07,PRD042,6,2036.46,23,Low
INV00328,2023-02-28,ST07,PRD004,84,24509.52,21,OK
INV00329,2023-02-28,ST07,PRD002,87,12211.32,23,OK
INV00330,2023-02-28,ST07,PRD062,73,19291.71,19,OK
INV00331,2023-02-28,ST07,PRD033,91,21491.47,23,OK
INV00332,2023-02-28,ST07,PRD072,40,11432.0,22,OK
INV00333,2023-02-28,ST07,PRD066,13,3813.81,24,OK
INV00334,2023-02-28,ST07,PRD029,55,6480.65,22,OK
INV00335,2023-02-28,ST07,PRD073,18,5587.2,19,OK
INV00336,2023-02-28,ST07,PRD020,2,407.08,8,Low
INV00337,2023-02-28,ST07,PRD056,55,14829.1,22,OK
INV00338,2023-02-28,ST07,PRD019,31,5875.12,21,OK
INV00339,2023-02-28,ST07,PRD008,43,5619.24,24,OK
INV00340,2023-02-28,ST07,PRD011,57,11141.79,16,OK
INV00341,2023-02-28,ST07,PRD068,75,18107.25,12,OK
INV00342,2023-02-28,ST07,PRD005,109,4550.75,14,OK
INV00343,2023-02-28,ST07,PRD010,15,2850.9,19,OK
INV00344,2023-02-28,ST07,PRD046,13,3430.83,11,OK
INV00345,2023-02-28,ST07,PRD051,1,72.37,25,Low
INV00346,2023-02-28,ST07,PRD058,10,3005.8,23,Low
INV00347,2023-02-28,ST07,PRD007,65,14153.75,14,OK
INV00348,2023-02-28,ST07,PRD021,10,1177.2,15,Low
INV00349,2023-02-28,ST07,PRD052,42,7321.44,22,OK
INV00350,2023-02-28,ST07,PRD063,9,1341.09,9,Low
INV00351,2023-02-28,ST06,PRD076,43,3491.6,9,OK
INV00352,2023-02-28,ST06,PRD026,114,27387.36,22,OK
INV00353,2023-02-28,ST06,PRD053,44,12377.2,25,OK
INV00354,2023-02-28,ST06,PRD055,33,6228.75,14,OK
INV00355,2023-02-28,ST06,PRD015,78,21082.62,11,OK
INV00356,2023-02-28,ST06,PRD062,102,26955.54,23,OK
INV00357,2023-02-28,ST06,PRD078,68,11790.52,13,OK
INV00358,2023-02-28,ST06,PRD047,107,22954.71,21,OK
INV00359,2023-02-28,ST06,PRD065,34,5345.14,9,OK
INV00360,2023-02-28,ST06,PRD072,100,28580.0,25,OK
INV00361,2023-02-28,ST06,PRD011,25,4886.75,16,OK
INV00362,2023-02-28,ST06,PRD068,119,28730.17,16,OK
INV00363,2023-02-28,ST06,PRD066,39,11441.43,14,OK
INV00364,2023-02-28,ST06,PRD031,35,7941.85,9,OK
INV00365,2023-02-28,ST06,PRD060,23,3799.14,24,OK
INV00366,2023-02-28,ST06,PRD049,66,17136.9,18,OK
INV00367,2023-02-28,ST06,PRD003,88,24794.0,18,OK
INV00368,2023-02-28,ST06,PRD027,75,21843.75,10,OK
INV00369,2023-02-28,ST06,PRD005,7,292.25,24,Low
INV00370,2023-02-28,ST06,PRD042,58,19685.78,22,OK
INV00371,2023-02-28,ST06,PRD045,13,2318.68,23,OK
INV00372,2023-02-28,ST06,PRD029,40,4713.2,21,OK
INV00373,2023-02-28,ST06,PRD075,48,12309.6,15,OK
INV00374,2023-02-28,ST06,PRD009,40,816.8,23,OK
INV00375,2023-02-28,ST06,PRD023,74,6432.08,8,OK
INV00376,2023-02-28,ST03,PRD025,22,3174.82,24,OK
INV00377,2023-02-28,ST03,PRD065,77,12105.17,22,OK
INV00378,2023-02-28,ST03,PRD009,82,1674.44,12,OK
INV00379,2023-02-28,ST03,PRD069,17,3784.88,16,OK
INV00380,2023-02-28,ST03,PRD055,73,13778.75,22,OK
INV00381,2023-02-28,ST03,PRD067,52,13707.2,10,OK
INV00382,2023-02-28,ST03,PRD026,78,18738.72,15,OK
INV00383,2023-02-28,ST03,PRD021,39,4591.08,25,OK
INV00384,2023-02-28,ST03,PRD008,63,8232.84,23,OK
INV00385,2023-02-28,ST03,PRD002,82,11509.52,20,OK
INV00386,2023-02-28,ST03,PRD060,5,825.9,11,Low
INV00387,2023-02-28,ST03,PRD027,28,8155.0,11,OK
INV00388,2023-02-28,ST03,PRD051,2,144.74,25,Low
INV00389,2023-02-28,ST03,PRD043,118,19293.0,21,OK
INV00390,2023-02-28,ST03,PRD038,16,3036.0,16,OK
INV00391,2023-02-28,ST03,PRD030,46,6593.64,14,OK
INV00392,2023-02-28,ST03,PRD057,10,2035.3,11,Low
INV00393,2023-02-28,ST03,PRD001,116,25718.36,18,OK
INV00394,2023-02-28,ST03,PRD007,96,20904.0,23,OK
INV00395,2023-02-28,ST03,PRD072,13,3715.4,25,OK
INV00396,2023-02-28,ST03,PRD078,120,20806.8,12,OK
INV00397,2023-02-28,ST03,PRD074,98,9772.56,20,OK
INV00398,2023-02-28,ST03,PRD052,42,7321.44,12,OK
INV00399,2023-02-28,ST03,PRD039,23,5295.98,22,OK
INV00400,2023-02-28,ST03,PRD066,14,4107.18,8,OK
INV00401,2023-03-31,ST07,PRD054,38,1280.22,25,OK
INV00402,2023-03-31,ST07,PRD047,93,19951.29,22,OK
INV00403,2023-03-31,ST07,PRD070,55,16518.15,17,OK
INV00404,2023-03-31,ST07,PRD033,9,2125.53,18,Low
INV00405,2023-03-31,ST07,PRD005,45,1878.75,23,OK
INV00406,2023-03-31,ST07,PRD037,106,10053.04,12,OK
INV00407,2023-03-31,ST07,PRD024,15,615.15,15,OK
INV00408,2023-03-31,ST07,PRD011,118,23065.46,10,OK
INV00409,2023-03-31,ST07,PRD008,89,11630.52,10,OK
INV00410,2023-03-31,ST07,PRD028,31,4358.6,20,OK
INV00411,2023-03-31,ST07,PRD057,67,13636.51,15,OK
INV00412,2023-03-31,ST07,PRD035,102,27638.94,9,OK
INV00413,2023-03-31,ST07,PRD058,21,6312.18,24,OK
INV00414,2023-03-31,ST07,PRD025,20,2886.2,22,OK
INV00415,2023-03-31,ST07,PRD055,55,10381.25,23,OK
INV00416,2023-03-31,ST07,PRD039,92,21183.92,13,OK
INV00417,2023-03-31,ST07,PRD079,22,1420.76,8,OK
INV00418,2023-03-31,ST07,PRD027,63,18348.75,10,OK
INV00419,2023-03-31,ST07,PRD032,98,31614.8,10,OK
INV00420,2023-03-31,ST07,PRD076,27,2192.4,19,OK
INV00421,2023-03-31,ST07,PRD073,3,931.2,15,Low
