ReturnID,SalesID,ReturnDate,ProductID,StoreID,ReturnQuantity,RefundAmount,ReturnReason
R0070,SAL06883,2025-07-09,PRD054,ST05,1,41.54,Not as Described
R0071,SAL06941,2023-06-24,PRD026,ST09,1,338.04,Changed Mind
R0072,SAL02285,2025-07-08,PRD034,ST12,1,306.8,Damaged
R0073,SAL05600,2022-09-09,PRD061,ST11,1,877.66,Defective
R0074,SAL00276,2023-12-12,PRD045,ST11,1,219.71,Changed Mind
R0075,SAL02270,2022-10-23,PRD012,ST10,1,277.08,Changed Mind
R0076,SAL05466,2024-06-27,PRD076,ST05,1,128.34,Wrong Item
R0077,SAL06972,2023-01-31,PRD022,ST12,1,104.09,Defective
R0078,SAL02851,2025-03-21,PRD062,ST01,2,1052.87,Defective
R0079,SAL00836,2022-11-26,PRD001,ST02,1,234.3,Damaged
R0080,SAL01831,2024-09-05,PRD005,ST10,1,47.03,Not as Described
R0081,SAL00267,2022-07-18,PRD055,ST11,3,1420.66,Damaged
R0082,SAL05193,2023-01-05,PRD006,ST09,1,107.95,Changed Mind
R0083,SAL05056,2023-05-12,PRD054,ST10,1,96.01,Defective
R0084,SAL01550,2023-11-10,PRD050,ST06,2,295.22,Wrong Item
R0085,SAL06622,2024-07-11,PRD077,ST03,1,341.29,Changed Mind
R0086,SAL01773,2024-10-07,PRD017,ST08,1,148.25,Changed Mind
R0087,SAL00742,2024-06-06,PRD056,ST08,2,859.03,Defective
R0088,SAL04517,2024-01-14,PRD068,ST05,1,492.58,Wrong Item
R0089,SAL03279,2023-08-27,PRD010,ST07,1,434.41,Wrong Item
R0090,SAL00808,2023-12-22,PRD061,ST12,1,499.05,Damaged
R0091,SAL06768,2024-11-04,PRD025,ST08,1,278.64,Defective
R0092,SAL02127,2024-05-01,PRD048,ST02,1,330.64,Not as Described
R0093,SAL05515,2023-12-28,PRD080,ST05,1,255.8,Not as Described
R0094,SAL00333,2022-11-22,PRD068,ST09,1,251.53,Damaged
R0095,SAL04030,2022-11-01,PRD073,ST12,1,506.07,Changed Mind
R0096,SAL00501,2024-11-08,PRD008,ST04,1,154.06,Changed Mind
R0097,SAL01071,2024-06-28,PRD072,ST07,1,357.48,Not as Described
R0098,SAL05808,2024-09-30,PRD080,ST09,1,455.45,Changed Mind
R0099,SAL05977,2023-11-18,PRD017,ST10,1,79.44,Wrong Item
R0100,SAL05817,2024-04-24,PRD047,ST09,1,818.22,Defective
R0101,SAL02668,2025-01-03,PRD043,ST01,1,494.66,Wrong Item
R0102,SAL05043,2025-08-26,PRD022,ST07,1,122.64,Not as Described
R0103,SAL06452,2023-10-27,PRD069,ST01,1,582.95,Defective
R0104,SAL01270,2025-04-07,PRD074,ST02,1,119.82,Changed Mind
R0105,SAL06783,2025-07-26,PRD021,ST05,1,114.1,Changed Mind
R0106,SAL00597,2024-07-31,PRD073,ST01,1,525.92,Not as Described
R0107,SAL03621,2023-11-09,PRD074,ST12,1,272.53,Not as Described
R0108,SAL01353,2023-07-06,PRD065,ST09,1,236.48,Changed Mind
R0109,SAL02409,2023-12-28,PRD022,ST09,1,106.22,Not as Described
R0110,SAL03016,2024-03-05,PRD045,ST11,2,1008.07,Defective
R0111,SAL00831,2024-11-28,PRD032,ST09,1,725.54,Wrong Item
R0112,SAL03999,2025-06-30,PRD032,ST02,1,632.1,Wrong Item
R0113,SAL01796,2024-09-08,PRD031,ST07,1,634.27,Changed Mind
R0114,SAL04155,2022-12-06,PRD038,ST09,1,350.46,Defective
R0115,SAL05625,2022-10-25,PRD067,ST06,2,1363.11,Not as Described
R0116,SAL00688,2023-07-06,PRD073,ST04,1,364.54,Not as Described
R0117,SAL03312,2022-09-18,PRD002,ST07,1,172.39,Damaged
R0118,SAL00922,2025-05-05,PRD024,ST04,2,208.73,Not as Described
R0119,SAL05749,2024-08-11,PRD053,ST09,1,850.83,Damaged
R0120,SAL05116,2024-07-27,PRD075,ST10,1,399.44,Changed Mind
R0121,SAL05823,2024-03-30,PRD024,ST08,1,57.76,Defective
R0122,SAL00352,2024-07-13,PRD034,ST12,1,134.54,Not as Described
R0123,SAL06106,2024-05-17,PRD024,ST01,1,147.3,Changed Mind
R0124,SAL00664,2023-12-25,PRD060,ST02,1,303.83,Not as Described
R0125,SAL06040,2023-09-16,PRD048,ST03,1,127.29,Wrong Item
R0126,SAL03611,2025-01-07,PRD023,ST01,1,308.39,Changed Mind
R0127,SAL04815,2023-09-10,PRD010,ST05,1,639.53,Damaged
R0128,SAL02162,2024-09-15,PRD019,ST07,1,946.83,Changed Mind
R0129,SAL03931,2025-01-06,PRD078,ST10,1,229.16,Not as Described
R0130,SAL04392,2025-07-13,PRD009,ST02,1,35.35,Damaged
R0131,SAL01042,2024-04-07,PRD059,ST10,1,229.63,Wrong Item
R0132,SAL05269,2022-10-02,PRD039,ST10,1,301.13,Changed Mind
R0133,SAL02687,2023-12-10,PRD053,ST03,1,927.6,Changed Mind
R0134,SAL00009,2023-07-15,PRD057,ST04,1,530.96,Wrong Item
R0135,SAL03703,2023-09-27,PRD022,ST01,1,451.52,Damaged
R0136,SAL05342,2024-07-01,PRD003,ST08,1,613.5,Not as Described
R0137,SAL06631,2025-02-17,PRD066,ST07,1,788.81,Changed Mind
R0138,SAL03197,2025-01-04,PRD052,ST02,1,220.56,Damaged
R0139,SAL03413,2024-05-16,PRD028,ST09,1,171.26,Defective
R0140,SAL01284,2023-11-19,PRD022,ST09,1,151.97,Defective
R0141,SAL04148,2022-09-01,PRD010,ST05,3,1201.88,Not as Described
R0142,SAL06657,2025-03-05,PRD064,ST03,1,107.38,Damaged
R0143,SAL02566,2022-10-04,PRD056,ST12,1,335.65,Changed Mind
R0144,SAL05791,2022-10-27,PRD063,ST04,1,278.53,Wrong Item
R0145,SAL00713,2023-10-27,PRD010,ST01,1,314.31,Wrong Item
R0146,SAL01435,2023-07-25,PRD055,ST03,1,287.22,Wrong Item
R0147,SAL03474,2024-02-28,PRD024,ST01,2,193.58,Wrong Item
R0148,SAL05048,2025-06-21,PRD001,ST03,1,322.13,Wrong Item
R0149,SAL06929,2024-03-08,PRD067,ST09,1,648.16,Wrong Item
R0150,SAL03691,2025-03-09,PRD049,ST12,2,1258.31,Not as Described
R0151,SAL02517,2024-02-05,PRD036,ST05,2,845.03,Changed Mind
R0152,SAL03815,2024-03-01,PRD024,ST02,1,149.33,Damaged
R0153,SAL01875,2023-06-18,PRD014,ST03,1,139.49,Changed Mind
R0154,SAL02709,2024-12-16,PRD009,ST02,1,30.3,Damaged
R0155,SAL05592,2025-06-09,PRD034,ST11,1,127.64,Not as Described
R0156,SAL00102,2022-09-19,PRD013,ST06,1,473.38,Not as Described
R0157,SAL03039,2022-08-06,PRD032,ST12,1,1259.97,Changed Mind
R0158,SAL03321,2023-05-01,PRD034,ST01,1,249.82,Not as Described
R0159,SAL05978,2022-08-10,PRD053,ST12,1,329.27,Changed Mind
R0160,SAL02164,2025-05-09,PRD009,ST02,2,85.05,Not as Described
R0161,SAL01330,2022-08-08,PRD072,ST09,1,1033.35,Wrong Item
R0162,SAL00916,2023-02-11,PRD001,ST11,1,270.16,Not as Described
R0163,SAL06200,2024-07-07,PRD054,ST01,1,59.63,Not as Described
R0164,SAL04393,2022-12-21,PRD049,ST01,1,331.71,Not as Described
R0165,SAL01674,2024-05-01,PRD022,ST11,1,125.82,Changed Mind
R0166,SAL02022,2025-03-14,PRD031,ST06,1,420.39,Damaged
R0167,SAL01145,2023-11-28,PRD012,ST11,1,532.45,Defective
R0168,SAL02131,2023-05-12,PRD060,ST10,1,358.53,Changed Mind
R0169,SAL01681,2022-09-25,PRD011,ST01,1,313.56,Damaged
R0170,SAL01024,2022-11-22,PRD053,ST08,1,1459.01,Defective
R0171,SAL04237,2024-12-18,PRD005,ST03,2,126.83,Changed Mind
R0172,SAL06115,2022-10-01,PRD027,ST01,1,540.88,Changed Mind
R0173,SAL03616,2025-03-09,PRD068,ST02,1,439.83,Changed Mind
R0174,SAL01802,2025-06-10,PRD068,ST01,1,290.93,Wrong Item
R0175,SAL06386,2024-05-03,PRD047,ST07,1,1034.7,Not as Described
R0176,SAL00014,2024-07-31,PRD053,ST09,2,900.98,Damaged
R0177,SAL05961,2022-11-07,PRD023,ST12,1,212.36,Damaged
R0178,SAL04811,2024-04-16,PRD046,ST08,1,689.23,Defective
R0179,SAL03170,2025-02-21,PRD022,ST09,1,325.97,Not as Described
R0180,SAL06373,2022-08-08,PRD055,ST07,1,270.04,Wrong Item
R0181,SAL00141,2023-12-03,PRD004,ST07,2,1390.89,Damaged
R0182,SAL06841,2023-05-12,PRD026,ST07,1,414.68,Damaged
R0183,SAL06142,2025-04-21,PRD028,ST03,1,182.6,Defective
R0184,SAL06646,2024-07-19,PRD072,ST06,2,1565.63,Not as Described
R0185,SAL06925,2023-06-13,PRD014,ST10,1,137.55,Wrong Item
R0186,SAL02818,2024-04-19,PRD006,ST03,1,99.16,Not as Described
R0187,SAL01128,2025-08-19,PRD021,ST10,1,130.35,Damaged
R0188,SAL05307,2022-10-29,PRD022,ST09,1,320.61,Defective
R0189,SAL00001,2024-01-31,PRD049,ST10,1,292.55,Changed Mind
R0190,SAL06920,2025-02-18,PRD041,ST07,1,173.73,Defective
R0191,SAL02863,2023-04-01,PRD051,ST05,1,86.4,Changed Mind
R0192,SAL01437,2024-07-10,PRD049,ST06,1,1342.51,Changed Mind
R0193,SAL06428,2024-12-25,PRD006,ST06,1,148.76,Defective
R0194,SAL00184,2023-08-31,PRD043,ST10,1,216.06,Wrong Item
R0195,SAL06406,2022-08-07,PRD004,ST11,1,444.93,Defective
R0196,SAL02554,2024-06-08,PRD008,ST07,1,272.79,Wrong Item
R0197,SAL05311,2023-06-08,PRD071,ST09,1,66.16,Damaged
R0198,SAL04212,2023-04-25,PRD009,ST02,1,74.36,Defective
R0199,SAL04728,2022-12-28,PRD044,ST05,2,1033.39,Wrong Item
R0200,SAL03679,2024-11-29,PRD076,ST08,1,108.04,Not as Described
R0201,SAL00722,2025-05-04,PRD009,ST05,1,34.77,Damaged
R0202,SAL00651,2024-04-06,PRD072,ST02,1,494.41,Damaged
R0203,SAL03471,2023-07-13,PRD002,ST05,1,292.14,Not as Described
R0204,SAL06851,2023-02-05,PRD074,ST03,1,202.46,Defective
R0205,SAL00616,2024-05-20,PRD025,ST10,1,142.1,Damaged
R0206,SAL04285,2024-01-23,PRD065,ST02,1,316.48,Not as Described
R0207,SAL02791,2024-07-04,PRD061,ST09,1,893.29,Defective
R0208,SAL05018,2024-08-29,PRD012,ST12,1,361.8,Defective
R0209,SAL05821,2023-03-28,PRD074,ST09,1,107.0,Not as Described
R0210,SAL01180,2023-10-17,PRD023,ST11,1,304.42,Changed Mind
R0211,SAL03229,2022-08-17,PRD058,ST10,1,610.54,Wrong Item
R0212,SAL00583,2022-11-26,PRD061,ST02,1,780.45,Changed Mind
R0213,SAL03528,2023-07-09,PRD050,ST07,1,103.9,Defective
R0214,SAL06312,2025-04-16,PRD079,ST05,1,212.8,Changed Mind
R0215,SAL06431,2022-12-26,PRD075,ST08,1,585.18,Damaged
R0216,SAL00572,2022-12-26,PRD076,ST03,1,225.88,Damaged
R0217,SAL03030,2025-05-29,PRD018,ST08,1,376.6,Wrong Item
R0218,SAL03962,2024-05-13,PRD047,ST12,1,239.41,Not as Described
R0219,SAL05046,2023-02-09,PRD063,ST08,1,257.64,Damaged
R0220,SAL00508,2023-08-17,PRD048,ST09,1,167.31,Not as Described
R0221,SAL03227,2022-08-27,PRD003,ST04,1,395.28,Changed Mind
R0222,SAL02538,2025-08-21,PRD065,ST09,1,593.95,Wrong Item
R0223,SAL02732,2023-04-25,PRD072,ST06,1,439.37,Not as Described
R0224,SAL02504,2025-06-10,PRD028,ST10,1,136.85,Wrong Item
R0225,SAL04666,2023-05-15,PRD001,ST11,1,687.84,Not as Described
R0226,SAL00195,2023-03-02,PRD018,ST04,1,329.67,Not as Described
R0227,SAL06621,2023-10-23,PRD048,ST07,1,392.54,Not as Described
R0228,SAL06708,2023-01-28,PRD026,ST10,1,454.6,Defective
R0229,SAL02686,2024-05-09,PRD080,ST10,2,691.51,Damaged
R0230,SAL02946,2024-11-03,PRD054,ST08,1,63.6,Changed Mind
R0231,SAL00054,2022-10-04,PRD035,ST08,4,2092.5,Defective
R0232,SAL00562,2024-08-07,PRD064,ST05,2,308.87,Defective
R0233,SAL02579,2023-08-15,PRD058,ST01,1,702.44,Not as Described
R0234,SAL03848,2023-07-01,PRD050,ST08,1,239.89,Not as Described
R0235,SAL04732,2023-09-11,PRD071,ST06,1,100.28,Wrong Item
R0236,SAL00413,2024-10-17,PRD026,ST08,5,2590.03,Defective
R0237,SAL00103,2023-11-20,PRD047,ST08,2,803.99,Changed Mind
R0238,SAL05825,2024-05-13,PRD060,ST07,1,507.87,Changed Mind
R0239,SAL00060,2024-12-13,PRD013,ST10,1,536.26,Wrong Item
R0240,SAL06758,2023-01-17,PRD052,ST04,1,215.71,Defective
R0241,SAL06178,2023-09-26,PRD044,ST04,1,403.31,Defective
R0242,SAL02186,2022-10-14,PRD015,ST03,1,378.35,Wrong Item
R0243,SAL02058,2025-04-27,PRD018,ST12,1,494.28,Wrong Item
R0244,SAL00245,2025-02-14,PRD054,ST04,1,47.31,Changed Mind
R0245,SAL00948,2024-12-14,PRD015,ST01,1,966.23,Defective
R0246,SAL02832,2025-02-24,PRD049,ST08,1,1310.34,Not as Described
R0247,SAL06018,2023-08-22,PRD020,ST04,1,692.16,Damaged
R0248,SAL03889,2024-07-25,PRD058,ST08,3,1044.77,Wrong Item
R0249,SAL01219,2022-11-24,PRD053,ST09,1,357.68,Wrong Item
R0250,SAL05861,2024-03-31,PRD051,ST09,1,271.21,Damaged
R0251,SAL00611,2022-11-11,PRD051,ST08,1,121.32,Defective
R0252,SAL06455,2025-05-25,PRD039,ST07,1,273.5,Not as Described
R0253,SAL01498,2023-08-15,PRD013,ST11,1,707.17,Damaged
R0254,SAL02199,2023-04-10,PRD041,ST07,1,144.27,Defective
R0255,SAL00900,2025-05-19,PRD058,ST03,1,361.61,Defective
R0256,SAL03640,2023-07-20,PRD018,ST08,1,431.9,Wrong Item
R0257,SAL06051,2025-04-11,PRD044,ST12,1,454.37,Changed Mind
R0258,SAL06982,2025-05-13,PRD014,ST09,1,194.58,Changed Mind
R0259,SAL05919,2022-10-28,PRD048,ST09,1,481.15,Not as Described
R0260,SAL00886,2023-02-08,PRD057,ST07,1,396.53,Defective
R0261,SAL05491,2022-10-27,PRD017,ST11,1,49.34,Defective
R0262,SAL00992,2025-08-19,PRD072,ST12,1,511.83,Damaged
R0263,SAL06909,2022-11-09,PRD057,ST12,1,346.11,Not as Described
R0264,SAL06624,2023-04-24,PRD002,ST11,1,117.41,Not as Described
R0265,SAL04640,2024-06-22,PRD065,ST10,1,235.58,Defective
R0266,SAL06887,2023-07-24,PRD031,ST04,1,407.61,Defective
R0267,SAL06367,2023-03-19,PRD068,ST10,1,615.48,Changed Mind
R0268,SAL00617,2024-08-11,PRD014,ST12,2,476.36,Damaged
R0269,SAL04351,2025-02-03,PRD011,ST07,1,280.76,Damaged
R0270,SAL03151,2023-12-04,PRD060,ST02,2,1284.08,Damaged
R0271,SAL03126,2023-07-01,PRD035,ST08,1,313.3,Changed Mind
R0272,SAL03034,2025-07-04,PRD014,ST08,1,294.89,Damaged
R0273,SAL01754,2022-07-18,PRD057,ST10,1,716.77,Wrong Item
R0274,SAL00403,2023-01-02,PRD022,ST08,1,110.7,Defective
R0275,SAL02422,2022-10-10,PRD039,ST11,3,1642.66,Defective
R0276,SAL02248,2024-10-21,PRD073,ST07,1,450.28,Damaged
R0277,SAL06380,2024-07-18,PRD007,ST10,1,317.67,Damaged
R0278,SAL01016,2024-06-11,PRD062,ST07,1,350.19,Damaged
R0279,SAL02799,2024-01-25,PRD022,ST05,1,145.61,Defective
R0280,SAL06458,2025-01-24,PRD002,ST05,1,168.45,Changed Mind
R0281,SAL02100,2023-05-15,PRD020,ST10,1,430.1,Damaged
R0282,SAL00980,2023-03-25,PRD028,ST05,1,148.49,Not as Described
R0283,SAL02929,2022-12-06,PRD038,ST07,1,335.04,Defective
R0284,SAL00080,2022-07-18,PRD005,ST11,1,44.24,Changed Mind
R0285,SAL03654,2024-08-08,PRD031,ST12,1,354.84,Changed Mind
R0286,SAL01119,2023-12-11,PRD004,ST08,1,1424.97,Changed Mind
R0287,SAL05847,2025-05-07,PRD001,ST01,1,274.41,Defective
R0288,SAL05637,2022-08-27,PRD066,ST06,1,608.54,Defective
R0289,SAL06903,2023-05-10,PRD047,ST01,2,951.27,Changed Mind
R0290,SAL01755,2025-04-15,PRD022,ST03,1,117.29,Damaged
R0291,SAL02432,2022-11-09,PRD058,ST01,2,920.3,Defective
R0292,SAL01662,2023-06-21,PRD056,ST07,1,258.14,Wrong Item
R0293,SAL05999,2025-03-15,PRD034,ST07,3,396.04,Damaged
R0294,SAL05531,2025-07-18,PRD071,ST09,1,67.94,Defective
R0295,SAL06541,2024-08-22,PRD071,ST04,1,48.19,Defective
R0296,SAL03923,2024-11-01,PRD031,ST07,1,404.84,Defective
R0297,SAL06675,2023-01-05,PRD030,ST08,1,186.64,Defective
R0298,SAL06114,2024-09-27,PRD080,ST01,1,303.2,Defective
R0299,SAL03270,2022-09-18,PRD065,ST07,1,236.07,Not as Described
R0300,SAL05713,2024-04-18,PRD074,ST05,1,99.0,Wrong Item
R0301,SAL01458,2025-06-07,PRD073,ST04,1,697.48,Not as Described
R0302,SAL04108,2023-08-28,PRD004,ST11,4,1783.97,Damaged
R0303,SAL05485,2023-07-19,PRD052,ST05,2,957.47,Damaged
R0304,SAL03405,2023-05-04,PRD080,ST04,1,254.01,Not as Described
R0305,SAL06243,2024-02-22,PRD067,ST04,2,849.38,Changed Mind
R0306,SAL01035,2023-05-22,PRD067,ST06,1,370.46,Not as Described
R0307,SAL02153,2023-09-03,PRD034,ST12,2,350.8,Changed Mind
R0308,SAL00789,2023-02-05,PRD020,ST11,3,1385.5,Damaged
R0309,SAL04458,2024-08-16,PRD065,ST03,1,168.13,Damaged
R0310,SAL06457,2022-10-16,PRD006,ST11,4,767.29,Changed Mind
R0311,SAL05059,2022-10-06,PRD018,ST08,1,434.42,Not as Described
R0312,SAL01052,2025-01-23,PRD041,ST11,1,171.65,Damaged
R0313,SAL05452,2023-10-17,PRD058,ST07,2,1985.63,Damaged
R0314,SAL04353,2025-08-08,PRD050,ST05,1,241.33,Damaged
R0315,SAL00748,2025-02-28,PRD073,ST06,1,502.83,Changed Mind
R0316,SAL01972,2024-04-20,PRD044,ST08,1,378.42,Changed Mind
R0317,SAL00188,2024-11-29,PRD062,ST07,1,1000.99,Damaged
R0318,SAL05000,2023-10-31,PRD010,ST07,1,302.29,Wrong Item
R0319,SAL03363,2022-08-21,PRD044,ST11,1,357.41,Wrong Item
R0320,SAL00095,2025-08-01,PRD008,ST05,1,508.38,Damaged
R0321,SAL06549,2022-08-17,PRD053,ST10,1,373.98,Not as Described
R0322,SAL01451,2023-06-25,PRD007,ST07,1,316.61,Defective
R0323,SAL04236,2024-03-04,PRD051,ST07,1,104.39,Changed Mind
R0324,SAL04122,2023-06-05,PRD014,ST07,1,302.16,Defective
R0325,SAL04478,2022-08-04,PRD054,ST04,2,117.33,Defective
R0326,SAL04694,2023-02-03,PRD063,ST03,1,682.43,Defective
R0327,SAL06650,2023-05-20,PRD008,ST11,1,240.72,Wrong Item
R0328,SAL01277,2025-06-05,PRD018,ST05,2,1269.01,Wrong Item
R0329,SAL04908,2024-04-05,PRD073,ST09,1,432.94,Changed Mind
R0330,SAL05510,2024-10-28,PRD052,ST12,1,187.36,Defective
R0331,SAL01327,2025-01-01,PRD047,ST07,1,261.66,Defective
R0332,SAL04994,2023-09-07,PRD012,ST01,1,325.34,Wrong Item
R0333,SAL00975,2025-07-01,PRD069,ST06,1,517.22,Defective
R0334,SAL01214,2024-05-08,PRD015,ST06,1,1848.26,Damaged
R0335,SAL01392,2022-09-18,PRD046,ST08,1,474.43,Not as Described
R0336,SAL04541,2022-08-21,PRD071,ST11,1,131.39,Wrong Item
R0337,SAL03396,2024-08-19,PRD077,ST05,1,945.15,Not as Described
R0338,SAL02194,2023-12-18,PRD054,ST12,1,43.63,Damaged
R0339,SAL00122,2024-11-25,PRD047,ST05,1,275.91,Defective
R0340,SAL03171,2023-12-02,PRD005,ST09,1,133.83,Not as Described
R0341,SAL02312,2022-10-13,PRD043,ST07,1,239.37,Changed Mind
R0342,SAL03167,2023-04-01,PRD008,ST11,1,230.0,Damaged
R0343,SAL04059,2024-03-05,PRD011,ST07,1,711.18,Changed Mind
R0344,SAL06033,2025-01-05,PRD020,ST04,1,299.08,Changed Mind
R0345,SAL01885,2023-07-21,PRD056,ST05,1,588.48,Changed Mind
R0346,SAL02968,2024-07-05,PRD059,ST06,3,799.36,Damaged
R0347,SAL03527,2023-12-15,PRD035,ST06,1,421.49,Wrong Item
R0348,SAL04939,2022-10-15,PRD014,ST12,1,190.73,Not as Described
R0349,SAL06810,2025-06-18,PRD046,ST09,1,656.72,Wrong Item
R0350,SAL02807,2023-08-31,PRD076,ST07,1,130.01,Not as Described
R0351,SAL05363,2025-02-09,PRD074,ST02,1,111.89,Changed Mind
R0352,SAL04742,2023-04-26,PRD072,ST08,1,527.85,Damaged
R0353,SAL00622,2025-02-12,PRD020,ST05,1,1022.01,Not as Described
R0354,SAL06319,2024-07-29,PRD031,ST01,1,622.45,Wrong Item
R0355,SAL01684,2025-04-07,PRD004,ST08,1,752.14,Wrong Item
R0356,SAL06473,2024-06-03,PRD012,ST12,1,745.25,Wrong Item
R0357,SAL01701,2024-08-24,PRD063,ST05,1,214.89,Damaged
R0358,SAL05797,2023-12-16,PRD080,ST02,2,845.7,Not as Described
R0359,SAL00781,2025-07-28,PRD044,ST08,1,643.88,Wrong Item
R0360,SAL04291,2023-06-18,PRD073,ST10,1,319.14,Wrong Item
R0361,SAL03273,2024-05-12,PRD047,ST07,1,221.42,Not as Described
R0362,SAL04356,2023-06-19,PRD026,ST07,1,394.19,Wrong Item
R0363,SAL00055,2023-03-20,PRD044,ST06,2,1376.99,Wrong Item
R0364,SAL04037,2024-07-14,PRD060,ST02,1,608.71,Defective
R0365,SAL01767,2025-01-13,PRD068,ST12,1,291.77,Defective
R0366,SAL06764,2024-12-08,PRD069,ST12,1,356.54,Defective
