SalesID,OrderDate,StoreID,CustomerID,ProductID,EmployeeID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,Channel
SAL00112,2025-03-28,STR16,CUS0388,PRD139,EMP047,1,240.32,0.0,240.32,163.6,76.72,Marketplace
SAL00113,2024-05-14,STR03,CUS0140,PRD079,EMP071,2,87.68,0.05,166.59,135.56,31.03,Online
SAL00114,2022-11-05,STR04,CUS0725,PRD049,EMP027,2,105.38,0.05,200.22,85.26,114.96,Retail Store
SAL00115,2022-11-16,STR09,CUS0120,PRD121,EMP073,3,335.41,0.0,1006.23,596.97,409.26,Retail Store
SAL00116,2022-05-18,STR20,CUS0541,PRD038,EMP009,2,442.44,0.2,707.9,624.34,83.56,Retail Store
SAL00117,2023-10-13,STR14,CUS0679,PRD120,EMP060,1,74.57,0.0,74.57,41.88,32.69,Online
SAL00118,2025-07-23,STR15,CUS0426,PRD131,EMP027,1,294.87,0.0,294.87,182.39,112.48,Mobile App
SAL00119,2024-09-03,STR17,CUS0559,PRD056,EMP025,1,1182.21,0.05,1123.1,508.96,614.14,Online
SAL00120,2023-10-03,STR05,CUS0718,PRD103,EMP038,1,1185.79,0.0,1185.79,503.65,682.14,Mobile App
SAL00121,2024-06-01,STR07,CUS0412,PRD116,EMP031,1,763.65,0.2,610.92,361.75,249.17,Mobile App
SAL00122,2022-04-12,STR07,CUS0562,PRD122,EMP010,2,208.69,0.0,417.38,198.72,218.66,Marketplace
SAL00123,2022-11-19,STR08,CUS0311,PRD098,EMP066,1,567.94,0.2,454.35,272.59,181.76,Mobile App
SAL00124,2023-06-30,STR15,CUS0579,PRD019,EMP080,3,718.75,0.0,2156.25,951.69,1204.56,Online
SAL00125,2022-07-30,STR03,CUS0470,PRD103,EMP003,2,1185.79,0.0,2371.58,1007.3,1364.28,Online
SAL00126,2023-07-04,STR17,CUS0483,PRD133,EMP068,1,619.15,0.0,619.15,405.95,213.2,Marketplace
SAL00127,2024-08-25,STR11,CUS0101,PRD063,EMP035,3,593.83,0.1,1603.34,1300.35,302.99,Online
SAL00128,2024-03-08,STR03,CUS0575,PRD071,EMP039,1,256.19,0.05,243.38,179.28,64.1,Online
SAL00129,2022-06-12,STR20,CUS0364,PRD098,EMP067,3,567.94,0.0,1703.82,817.77,886.05,Online
SAL00130,2023-03-10,STR17,CUS0671,PRD047,EMP067,6,494.38,0.2,2373.02,1594.14,778.88,Retail Store
SAL00131,2023-04-23,STR13,CUS0566,PRD050,EMP003,1,228.4,0.1,205.56,145.91,59.65,Marketplace
SAL00132,2025-03-09,STR16,CUS0002,PRD021,EMP036,1,158.66,0.1,142.79,76.48,66.31,Online
SAL00133,2023-12-10,STR05,CUS0225,PRD101,EMP033,3,207.03,0.0,621.09,359.22,261.87,Mobile App
SAL00134,2023-11-30,STR04,CUS0225,PRD003,EMP043,2,489.13,0.05,929.35,672.72,256.63,Marketplace
SAL00135,2022-04-22,STR06,CUS0371,PRD053,EMP054,4,115.38,0.05,438.44,221.52,216.92,Retail Store
SAL00136,2023-07-27,STR06,CUS0197,PRD136,EMP036,2,438.89,0.2,702.22,623.42,78.8,Marketplace
SAL00137,2023-02-22,STR18,CUS0140,PRD113,EMP044,3,275.79,0.1,744.63,507.36,237.27,Marketplace
SAL00138,2023-11-18,STR01,CUS0286,PRD140,EMP017,1,880.78,0.2,704.62,381.41,323.21,Online
SAL00139,2025-08-11,STR19,CUS0497,PRD056,EMP021,2,1182.21,0.05,2246.2,1017.92,1228.28,Marketplace
SAL00140,2022-06-07,STR05,CUS0605,PRD072,EMP025,2,727.94,0.0,1455.88,812.26,643.62,Marketplace
SAL00141,2023-01-11,STR19,CUS0308,PRD117,EMP063,1,432.95,0.1,389.65,291.82,97.83,Marketplace
SAL00142,2024-10-27,STR17,CUS0436,PRD058,EMP010,2,94.69,0.05,179.91,100.94,78.97,Mobile App
SAL00143,2024-08-06,STR05,CUS0495,PRD145,EMP063,1,934.5,0.05,887.77,473.2,414.57,Online
SAL00144,2023-06-29,STR20,CUS0581,PRD131,EMP054,2,294.87,0.1,530.77,364.78,165.99,Online
SAL00145,2023-10-27,STR08,CUS0524,PRD031,EMP073,2,178.1,0.15,302.77,173.48,129.29,Marketplace
SAL00146,2024-12-05,STR14,CUS0138,PRD149,EMP018,1,741.32,0.15,630.12,318.54,311.58,Marketplace
SAL00147,2022-05-22,STR18,CUS0002,PRD095,EMP002,2,414.17,0.0,828.34,396.26,432.08,Online
SAL00148,2022-09-10,STR01,CUS0302,PRD007,EMP042,1,849.99,0.05,807.49,506.11,301.38,Mobile App
SAL00149,2024-06-27,STR08,CUS0769,PRD106,EMP025,1,449.23,0.0,449.23,347.69,101.54,Mobile App
SAL00150,2024-04-02,STR09,CUS0634,PRD122,EMP032,4,208.69,0.0,834.76,397.44,437.32,Marketplace
SAL00151,2024-11-17,STR17,CUS0133,PRD057,EMP017,3,687.38,0.0,2062.14,1016.97,1045.17,Online
SAL00152,2022-05-14,STR07,CUS0210,PRD067,EMP001,1,250.83,0.15,213.21,140.01,73.2,Marketplace
SAL00153,2022-03-20,STR03,CUS0559,PRD131,EMP008,3,294.87,0.1,796.15,547.17,248.98,Mobile App
SAL00154,2022-08-24,STR14,CUS0452,PRD043,EMP027,2,134.93,0.05,256.37,157.16,99.21,Retail Store
SAL00155,2024-03-12,STR03,CUS0049,PRD129,EMP074,2,761.05,0.0,1522.1,918.5,603.6,Online
SAL00156,2022-05-15,STR07,CUS0312,PRD131,EMP018,1,294.87,0.1,265.38,182.39,82.99,Retail Store
SAL00157,2023-03-26,STR20,CUS0762,PRD027,EMP065,1,517.78,0.0,517.78,221.4,296.38,Retail Store
SAL00158,2024-10-21,STR16,CUS0728,PRD129,EMP002,2,761.05,0.05,1445.99,918.5,527.49,Marketplace
SAL00159,2025-05-10,STR14,CUS0210,PRD032,EMP019,3,1029.07,0.0,3087.21,1559.04,1528.17,Mobile App
SAL00160,2024-06-13,STR06,CUS0630,PRD004,EMP053,1,680.22,0.0,680.22,278.26,401.96,Retail Store
SAL00161,2023-03-29,STR18,CUS0287,PRD114,EMP017,1,463.43,0.0,463.43,269.37,194.06,Mobile App
SAL00162,2022-06-10,STR16,CUS0081,PRD005,EMP047,1,1044.73,0.0,1044.73,444.23,600.5,Marketplace
SAL00163,2022-05-11,STR15,CUS0574,PRD125,EMP041,1,266.76,0.2,213.41,193.28,20.13,Marketplace
SAL00164,2023-05-03,STR13,CUS0186,PRD115,EMP020,1,704.07,0.0,704.07,333.3,370.77,Retail Store
SAL00165,2022-04-18,STR16,CUS0455,PRD108,EMP043,1,615.47,0.15,523.15,267.64,255.51,Marketplace
SAL00166,2022-06-10,STR08,CUS0187,PRD143,EMP027,1,384.27,0.05,365.06,182.41,182.65,Mobile App
SAL00167,2025-06-07,STR03,CUS0420,PRD075,EMP017,3,553.6,0.2,1328.64,822.3,506.34,Mobile App
SAL00168,2022-05-05,STR19,CUS0203,PRD148,EMP080,2,770.6,0.0,1541.2,644.74,896.46,Retail Store
SAL00169,2023-05-25,STR15,CUS0108,PRD082,EMP049,1,1046.61,0.0,1046.61,482.94,563.67,Online
SAL00170,2022-06-24,STR13,CUS0656,PRD145,EMP051,1,934.5,0.0,934.5,473.2,461.3,Online
SAL00171,2024-10-13,STR08,CUS0022,PRD083,EMP066,1,963.17,0.15,818.69,532.22,286.47,Retail Store
SAL00172,2023-05-07,STR07,CUS0587,PRD050,EMP035,3,228.4,0.2,548.16,437.73,110.43,Retail Store
SAL00173,2025-03-27,STR11,CUS0277,PRD087,EMP071,1,133.05,0.1,119.75,79.97,39.78,Mobile App
SAL00174,2024-04-21,STR02,CUS0705,PRD135,EMP023,2,570.26,0.2,912.42,624.42,288.0,Marketplace
SAL00175,2024-02-25,STR11,CUS0240,PRD044,EMP009,1,87.58,0.0,87.58,52.38,35.2,Mobile App
SAL00176,2023-06-12,STR08,CUS0104,PRD051,EMP049,3,442.87,0.2,1062.89,949.56,113.33,Retail Store
SAL00177,2022-08-05,STR20,CUS0590,PRD076,EMP067,3,1227.35,0.2,2945.64,1565.1,1380.54,Retail Store
SAL00178,2024-02-25,STR10,CUS0510,PRD087,EMP043,3,133.05,0.1,359.24,239.91,119.33,Retail Store
SAL00179,2022-05-10,STR20,CUS0747,PRD016,EMP077,2,1088.09,0.0,2176.18,880.02,1296.16,Mobile App
SAL00180,2022-12-26,STR03,CUS0313,PRD141,EMP071,2,407.14,0.1,732.85,402.92,329.93,Online
SAL00181,2022-03-05,STR11,CUS0713,PRD064,EMP033,1,396.23,0.0,396.23,173.67,222.56,Marketplace
SAL00182,2022-05-31,STR06,CUS0211,PRD053,EMP010,2,115.38,0.05,219.22,110.76,108.46,Mobile App
SAL00183,2022-07-06,STR08,CUS0434,PRD054,EMP037,2,728.13,0.0,1456.26,998.46,457.8,Marketplace
SAL00184,2022-11-18,STR13,CUS0480,PRD130,EMP047,1,56.45,0.0,56.45,31.43,25.02,Retail Store
SAL00185,2023-07-24,STR16,CUS0286,PRD099,EMP046,2,228.91,0.2,366.26,211.12,155.14,Marketplace
SAL00186,2024-12-13,STR15,CUS0323,PRD062,EMP061,2,658.74,0.0,1317.48,825.18,492.3,Retail Store
SAL00187,2023-06-14,STR06,CUS0552,PRD025,EMP066,1,530.28,0.0,530.28,230.38,299.9,Marketplace
SAL00188,2024-12-20,STR14,CUS0217,PRD034,EMP021,1,662.71,0.0,662.71,379.83,282.88,Retail Store
SAL00189,2023-06-09,STR18,CUS0732,PRD142,EMP053,1,542.72,0.0,542.72,274.0,268.72,Marketplace
SAL00190,2022-07-09,STR19,CUS0448,PRD051,EMP077,3,442.87,0.0,1328.61,949.56,379.05,Retail Store
SAL00191,2022-05-07,STR14,CUS0284,PRD067,EMP066,2,250.83,0.2,401.33,280.02,121.31,Marketplace
SAL00192,2024-01-15,STR15,CUS0192,PRD146,EMP063,1,1041.45,0.0,1041.45,432.93,608.52,Marketplace
SAL00193,2022-08-27,STR05,CUS0692,PRD096,EMP022,2,1106.48,0.2,1770.37,1042.68,727.69,Retail Store
SAL00194,2023-12-03,STR04,CUS0460,PRD067,EMP056,1,250.83,0.2,200.66,140.01,60.65,Retail Store
SAL00195,2024-04-19,STR12,CUS0271,PRD143,EMP025,2,384.27,0.0,768.54,364.82,403.72,Retail Store
SAL00196,2024-01-08,STR14,CUS0619,PRD036,EMP065,1,1088.59,0.0,1088.59,443.25,645.34,Online
SAL00197,2025-03-01,STR15,CUS0641,PRD062,EMP019,1,658.74,0.1,592.87,412.59,180.28,Online
SAL00198,2023-11-12,STR02,CUS0549,PRD106,EMP026,2,449.23,0.15,763.69,695.38,68.31,Marketplace
SAL00199,2024-06-29,STR04,CUS0476,PRD118,EMP008,2,588.39,0.0,1176.78,746.94,429.84,Retail Store
SAL00200,2023-09-03,STR12,CUS0752,PRD007,EMP046,1,849.99,0.0,849.99,506.11,343.88,Mobile App
SAL00201,2022-04-29,STR11,CUS0708,PRD145,EMP026,1,934.5,0.05,887.77,473.2,414.57,Retail Store
SAL00202,2022-04-12,STR14,CUS0308,PRD060,EMP020,1,691.7,0.0,691.7,277.26,414.44,Marketplace
SAL00203,2024-03-28,STR17,CUS0441,PRD140,EMP015,1,880.78,0.2,704.62,381.41,323.21,Retail Store
SAL00204,2025-01-24,STR16,CUS0079,PRD038,EMP059,1,442.44,0.0,442.44,312.17,130.27,Marketplace
SAL00205,2023-12-07,STR19,CUS0418,PRD070,EMP018,1,956.79,0.15,813.27,441.84,371.43,Marketplace
SAL00206,2023-02-12,STR08,CUS0725,PRD043,EMP008,1,134.93,0.0,134.93,78.58,56.35,Retail Store
SAL00207,2024-06-07,STR04,CUS0078,PRD037,EMP066,1,451.39,0.05,428.82,197.8,231.02,Marketplace
SAL00208,2023-08-12,STR05,CUS0235,PRD120,EMP031,1,74.57,0.15,63.38,41.88,21.5,Online
SAL00209,2022-03-02,STR16,CUS0028,PRD013,EMP059,1,523.91,0.0,523.91,282.99,240.92,Retail Store
SAL00210,2025-07-17,STR03,CUS0704,PRD087,EMP046,4,133.05,0.2,425.76,319.88,105.88,Marketplace
SAL00211,2022-01-17,STR10,CUS0124,PRD113,EMP020,1,275.79,0.2,220.63,169.12,51.51,Retail Store
SAL00212,2024-12-21,STR07,CUS0149,PRD115,EMP004,1,704.07,0.0,704.07,333.3,370.77,Marketplace
SAL00213,2024-09-11,STR16,CUS0298,PRD041,EMP030,1,317.51,0.0,317.51,136.23,181.28,Online
SAL00214,2022-12-06,STR06,CUS0188,PRD007,EMP046,1,849.99,0.0,849.99,506.11,343.88,Mobile App
SAL00215,2022-11-05,STR02,CUS0320,PRD112,EMP065,1,474.27,0.15,403.13,337.84,65.29,Mobile App
SAL00216,2022-01-03,STR18,CUS0126,PRD068,EMP001,1,144.72,0.2,115.78,78.77,37.01,Marketplace
SAL00217,2024-04-12,STR20,CUS0593,PRD004,EMP078,2,680.22,0.2,1088.35,556.52,531.83,Retail Store
SAL00218,2022-02-10,STR11,CUS0237,PRD136,EMP015,2,438.89,0.15,746.11,623.42,122.69,Online
SAL00219,2025-08-17,STR05,CUS0117,PRD120,EMP020,1,74.57,0.0,74.57,41.88,32.69,Marketplace
SAL00220,2022-08-07,STR04,CUS0180,PRD134,EMP025,1,578.6,0.0,578.6,374.33,204.27,Mobile App
SAL00221,2022-05-06,STR06,CUS0739,PRD032,EMP005,1,1029.07,0.05,977.62,519.68,457.94,Online
SAL00222,2022-05-31,STR01,CUS0597,PRD037,EMP075,2,451.39,0.0,902.78,395.6,507.18,Retail Store
SAL00223,2022-04-15,STR06,CUS0547,PRD099,EMP067,2,228.91,0.0,457.82,211.12,246.7,Online
SAL00224,2023-01-31,STR05,CUS0439,PRD117,EMP013,3,432.95,0.0,1298.85,875.46,423.39,Mobile App
SAL00225,2023-11-10,STR12,CUS0444,PRD069,EMP075,2,751.25,0.1,1352.25,689.96,662.29,Mobile App
SAL00226,2023-02-17,STR16,CUS0661,PRD119,EMP056,2,978.16,0.0,1956.32,825.7,1130.62,Online
SAL00227,2025-03-21,STR20,CUS0503,PRD108,EMP005,3,615.47,0.1,1661.77,802.92,858.85,Retail Store
