SalesID,OrderDate,StoreID,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,Channel
SAL00026,2025-05-28,ST14,CUS0212,PRD054,1,494.07,0.0,494.07,207.45,286.62,Marketplace
SAL00027,2022-02-14,ST08,CUS0538,PRD104,1,540.85,0.1,486.77,305.34,181.43,Online
SAL00028,2024-05-15,ST11,CUS0055,PRD106,2,710.45,0.2,1136.72,862.64,274.08,Online
SAL00029,2022-05-09,ST14,CUS0151,PRD024,3,683.51,0.0,2050.53,865.35,1185.18,Marketplace
SAL00030,2023-09-11,ST01,CUS0414,PRD063,3,84.8,0.05,241.68,195.42,46.26,Marketplace
SAL00031,2025-01-13,ST15,CUS0266,PRD114,2,661.15,0.0,1322.3,714.82,607.48,Online
SAL00032,2024-09-26,ST04,CUS0170,PRD039,1,375.95,0.15,319.56,223.5,96.06,Online
SAL00033,2023-08-13,ST10,CUS0522,PRD119,1,931.83,0.0,931.83,458.76,473.07,Mobile App
SAL00034,2022-05-29,ST17,CUS0572,PRD020,2,116.77,0.05,221.86,105.2,116.66,Retail Store
SAL00035,2022-09-04,ST17,CUS0437,PRD021,1,812.91,0.05,772.26,490.81,281.45,Mobile App
SAL00036,2024-07-30,ST02,CUS0503,PRD047,5,308.39,0.1,1387.75,682.95,704.8,Retail Store
SAL00037,2025-03-15,ST03,CUS0297,PRD062,1,729.48,0.15,620.06,366.62,253.44,Marketplace
SAL00038,2022-08-15,ST02,CUS0297,PRD009,1,989.77,0.0,989.77,467.67,522.1,Mobile App
SAL00039,2025-04-17,ST17,CUS0255,PRD006,3,517.1,0.05,1473.74,774.0,699.74,Online
SAL00040,2025-01-21,ST12,CUS0467,PRD038,3,604.58,0.0,1813.74,1086.42,727.32,Online
SAL00041,2022-10-27,ST13,CUS0029,PRD090,1,488.25,0.0,488.25,284.98,203.27,Online
SAL00042,2022-10-11,ST08,CUS0381,PRD106,2,710.45,0.0,1420.9,862.64,558.26,Mobile App
SAL00043,2025-05-04,ST10,CUS0463,PRD007,3,410.37,0.0,1231.11,898.89,332.22,Marketplace
SAL00044,2025-01-01,ST17,CUS0334,PRD011,2,160.16,0.0,320.32,143.88,176.44,Mobile App
SAL00045,2024-09-23,ST14,CUS0316,PRD055,5,102.05,0.0,510.25,281.35,228.9,Marketplace
SAL00046,2022-05-04,ST16,CUS0084,PRD109,3,935.96,0.0,2807.88,1264.86,1543.02,Marketplace
SAL00047,2024-05-08,ST17,CUS0451,PRD092,1,446.91,0.05,424.56,222.93,201.63,Retail Store
SAL00048,2025-02-07,ST02,CUS0466,PRD053,2,292.68,0.2,468.29,341.24,127.05,Marketplace
SAL00049,2023-05-16,ST08,CUS0235,PRD001,1,725.84,0.0,725.84,333.57,392.27,Marketplace
SAL00050,2023-12-10,ST05,CUS0439,PRD092,1,446.91,0.15,379.87,222.93,156.94,Marketplace
SAL00051,2023-08-31,ST14,CUS0507,PRD034,1,152.68,0.1,137.41,90.93,46.48,Mobile App
SAL00052,2024-03-20,ST10,CUS0490,PRD102,3,83.11,0.2,199.46,136.26,63.2,Retail Store
SAL00053,2023-05-17,ST01,CUS0120,PRD083,1,549.82,0.15,467.35,316.59,150.76,Online
SAL00054,2023-04-20,ST13,CUS0031,PRD100,2,288.46,0.0,576.92,409.4,167.52,Online
SAL00055,2022-05-07,ST08,CUS0539,PRD103,1,203.4,0.0,203.4,101.27,102.13,Online
SAL00056,2025-06-27,ST15,CUS0333,PRD074,2,117.74,0.15,200.16,154.92,45.24,Online
SAL00057,2022-11-13,ST07,CUS0035,PRD048,1,658.04,0.0,658.04,397.31,260.73,Online
SAL00058,2024-07-11,ST15,CUS0238,PRD081,1,187.34,0.2,149.87,83.88,65.99,Online
SAL00059,2024-01-24,ST16,CUS0377,PRD113,1,668.56,0.1,601.7,481.36,120.34,Mobile App
SAL00060,2022-02-10,ST01,CUS0589,PRD004,3,758.62,0.0,2275.86,960.12,1315.74,Marketplace
SAL00061,2024-07-27,ST01,CUS0561,PRD029,2,274.39,0.0,548.78,372.7,176.08,Retail Store
SAL00062,2025-08-05,ST08,CUS0088,PRD087,5,821.46,0.05,3901.93,1896.85,2005.08,Retail Store
SAL00063,2024-07-06,ST16,CUS0042,PRD072,2,178.59,0.2,285.74,211.8,73.94,Retail Store
SAL00064,2024-08-22,ST02,CUS0023,PRD074,2,117.74,0.0,235.48,154.92,80.56,Mobile App
SAL00065,2025-04-09,ST08,CUS0282,PRD020,1,116.77,0.0,116.77,52.6,64.17,Marketplace
SAL00066,2024-02-28,ST02,CUS0271,PRD029,3,274.39,0.1,740.85,559.05,181.8,Retail Store
SAL00067,2024-11-02,ST09,CUS0492,PRD080,1,701.86,0.0,701.86,375.58,326.28,Retail Store
SAL00068,2024-03-22,ST15,CUS0372,PRD065,1,284.37,0.15,241.71,151.95,89.76,Mobile App
SAL00069,2024-01-04,ST17,CUS0314,PRD082,4,562.19,0.0,2248.76,1061.2,1187.56,Retail Store
SAL00070,2022-11-27,ST09,CUS0494,PRD033,4,261.09,0.15,887.71,704.44,183.27,Mobile App
SAL00071,2024-05-20,ST07,CUS0134,PRD011,4,160.16,0.1,576.58,287.76,288.82,Retail Store
SAL00072,2023-10-16,ST15,CUS0187,PRD036,1,344.6,0.0,344.6,241.8,102.8,Retail Store
SAL00073,2022-10-11,ST03,CUS0012,PRD041,3,639.07,0.15,1629.63,1189.68,439.95,Mobile App
SAL00074,2025-04-04,ST05,CUS0144,PRD114,2,661.15,0.0,1322.3,714.82,607.48,Marketplace
SAL00075,2023-01-20,ST13,CUS0106,PRD118,1,509.32,0.2,407.46,258.39,149.07,Online
SAL00076,2023-10-31,ST08,CUS0287,PRD055,1,102.05,0.0,102.05,56.27,45.78,Retail Store
SAL00077,2023-11-26,ST14,CUS0252,PRD048,1,658.04,0.15,559.33,397.31,162.02,Online
SAL00078,2024-08-12,ST04,CUS0077,PRD024,2,683.51,0.2,1093.62,576.9,516.72,Mobile App
SAL00079,2022-12-11,ST02,CUS0168,PRD115,1,542.05,0.15,460.74,264.49,196.25,Online
SAL00080,2023-02-06,ST17,CUS0304,PRD059,2,317.39,0.0,634.78,405.22,229.56,Retail Store
SAL00081,2023-06-01,ST08,CUS0302,PRD036,1,344.6,0.15,292.91,241.8,51.11,Retail Store
SAL00082,2024-07-31,ST16,CUS0304,PRD078,1,407.21,0.1,366.49,263.07,103.42,Mobile App
SAL00083,2024-12-08,ST03,CUS0380,PRD086,2,822.35,0.2,1315.76,785.72,530.04,Mobile App
SAL00084,2023-02-01,ST11,CUS0140,PRD036,3,344.6,0.1,930.42,725.4,205.02,Mobile App
SAL00085,2025-08-21,ST16,CUS0145,PRD095,1,360.31,0.0,360.31,258.38,101.93,Retail Store
SAL00086,2023-04-20,ST04,CUS0269,PRD089,1,160.52,0.0,160.52,82.99,77.53,Marketplace
SAL00087,2022-07-19,ST11,CUS0080,PRD096,3,791.98,0.1,2138.35,1403.7,734.65,Online
SAL00088,2024-09-17,ST17,CUS0531,PRD068,3,217.04,0.05,618.56,389.37,229.19,Mobile App
SAL00089,2024-02-03,ST13,CUS0418,PRD108,1,235.29,0.0,235.29,170.12,65.17,Marketplace
SAL00090,2025-05-31,ST06,CUS0392,PRD113,2,668.56,0.2,1069.7,962.72,106.98,Online
SAL00091,2023-05-09,ST08,CUS0356,PRD071,2,908.38,0.15,1544.25,944.84,599.41,Mobile App
SAL00092,2022-01-29,ST03,CUS0155,PRD006,3,517.1,0.1,1396.17,774.0,622.17,Marketplace
SAL00093,2023-10-28,ST16,CUS0247,PRD112,2,816.46,0.05,1551.27,914.66,636.61,Online
SAL00094,2025-06-12,ST05,CUS0010,PRD043,3,288.06,0.0,864.18,398.91,465.27,Marketplace
SAL00095,2023-05-27,ST06,CUS0508,PRD010,1,454.62,0.0,454.62,336.22,118.4,Marketplace
SAL00096,2023-05-09,ST07,CUS0357,PRD037,1,1036.49,0.0,1036.49,484.79,551.7,Retail Store
SAL00097,2024-02-11,ST08,CUS0366,PRD036,2,344.6,0.0,689.2,483.6,205.6,Retail Store
SAL00098,2023-06-09,ST02,CUS0551,PRD046,2,481.2,0.1,866.16,664.26,201.9,Retail Store
SAL00099,2025-03-09,ST07,CUS0558,PRD038,1,604.58,0.0,604.58,362.14,242.44,Retail Store
SAL00100,2023-09-20,ST13,CUS0590,PRD019,2,528.53,0.1,951.35,468.46,482.89,Marketplace
SAL00101,2025-03-24,ST06,CUS0318,PRD065,2,284.37,0.05,540.3,303.9,236.4,Retail Store
SAL00102,2023-03-05,ST13,CUS0038,PRD077,1,78.61,0.0,78.61,39.92,38.69,Retail Store
SAL00103,2022-07-16,ST07,CUS0233,PRD012,2,487.09,0.15,828.05,534.44,293.61,Mobile App
SAL00104,2025-06-14,ST11,CUS0457,PRD057,3,976.46,0.0,2929.38,1474.59,1454.79,Retail Store
SAL00105,2022-09-01,ST08,CUS0296,PRD051,3,780.0,0.2,1872.0,998.55,873.45,Marketplace
SAL00106,2022-05-29,ST06,CUS0246,PRD075,2,428.45,0.2,685.52,637.9,47.62,Marketplace
SAL00107,2024-06-04,ST06,CUS0341,PRD070,2,39.57,0.0,79.14,60.74,18.4,Mobile App
SAL00108,2022-08-03,ST01,CUS0058,PRD032,1,542.86,0.1,488.57,348.52,140.05,Marketplace
SAL00109,2022-02-04,ST03,CUS0251,PRD115,2,542.05,0.15,921.48,528.98,392.5,Online
SAL00110,2022-06-22,ST15,CUS0047,PRD066,1,726.44,0.0,726.44,437.06,289.38,Marketplace
SAL00111,2025-06-01,ST08,CUS0443,PRD012,2,487.09,0.0,974.18,534.44,439.74,Retail Store
SAL00112,2024-04-25,ST15,CUS0597,PRD020,3,116.77,0.0,350.31,157.8,192.51,Marketplace
SAL00113,2023-05-28,ST10,CUS0090,PRD064,3,67.95,0.15,173.27,97.35,75.92,Mobile App
SAL00114,2024-09-16,ST12,CUS0335,PRD040,2,125.79,0.0,251.58,112.66,138.92,Mobile App
SAL00115,2025-07-07,ST16,CUS0125,PRD052,1,320.74,0.0,320.74,220.11,100.63,Mobile App
SAL00116,2022-06-12,ST09,CUS0430,PRD088,1,438.26,0.0,438.26,271.36,166.9,Marketplace
SAL00117,2023-08-07,ST06,CUS0516,PRD112,1,816.46,0.1,734.81,457.33,277.48,Marketplace
SAL00118,2025-02-25,ST02,CUS0035,PRD059,1,317.39,0.2,253.91,202.61,51.3,Marketplace
SAL00119,2022-01-27,ST14,CUS0150,PRD113,2,668.56,0.15,1136.55,962.72,173.83,Online
SAL00120,2022-06-07,ST13,CUS0374,PRD116,4,380.56,0.0,1522.24,1115.36,406.88,Retail Store
SAL00121,2025-08-17,ST01,CUS0254,PRD108,2,235.29,0.1,423.52,340.24,83.28,Marketplace
SAL00122,2025-03-31,ST15,CUS0413,PRD039,1,375.95,0.1,338.36,223.5,114.86,Marketplace
SAL00123,2024-11-20,ST05,CUS0153,PRD038,1,604.58,0.0,604.58,362.14,242.44,Online
SAL00124,2023-08-07,ST12,CUS0184,PRD035,2,733.89,0.0,1467.78,850.06,617.72,Mobile App
SAL00125,2022-01-05,ST14,CUS0402,PRD066,1,726.44,0.2,581.15,437.06,144.09,Marketplace
SAL00126,2024-05-18,ST04,CUS0086,PRD071,2,908.38,0.1,1635.08,944.84,690.24,Marketplace
SAL00127,2024-02-28,ST04,CUS0056,PRD046,4,481.2,0.15,1636.08,1328.52,307.56,Marketplace
SAL00128,2025-02-03,ST12,CUS0471,PRD061,3,493.8,0.0,1481.4,923.49,557.91,Online
SAL00129,2022-01-05,ST09,CUS0182,PRD025,1,459.71,0.2,367.77,327.5,40.27,Mobile App
SAL00130,2024-01-14,ST07,CUS0335,PRD028,1,100.94,0.2,80.75,55.96,24.79,Online
SAL00131,2024-05-24,ST03,CUS0168,PRD090,1,488.25,0.0,488.25,284.98,203.27,Retail Store
SAL00132,2022-03-07,ST03,CUS0554,PRD082,1,562.19,0.2,449.75,265.3,184.45,Online
SAL00133,2025-03-13,ST05,CUS0348,PRD070,3,39.57,0.0,118.71,91.11,27.6,Mobile App
SAL00134,2025-08-23,ST14,CUS0070,PRD010,5,454.62,0.15,1932.13,1681.1,251.03,Retail Store
SAL00135,2023-10-31,ST09,CUS0421,PRD058,2,192.13,0.05,365.05,212.6,152.45,Retail Store
SAL00136,2023-06-28,ST08,CUS0194,PRD058,1,192.13,0.0,192.13,106.3,85.83,Online
SAL00137,2022-08-13,ST12,CUS0514,PRD051,1,780.0,0.0,780.0,332.85,447.15,Mobile App
SAL00138,2022-02-02,ST10,CUS0423,PRD011,1,160.16,0.2,128.13,71.94,56.19,Online
SAL00139,2025-05-28,ST02,CUS0123,PRD001,1,725.84,0.0,725.84,333.57,392.27,Retail Store
SAL00140,2024-12-09,ST03,CUS0147,PRD087,2,821.46,0.0,1642.92,758.74,884.18,Mobile App
SAL00141,2024-06-11,ST16,CUS0279,PRD115,2,542.05,0.05,1029.89,528.98,500.91,Online
SAL00142,2023-12-02,ST02,CUS0345,PRD068,1,217.04,0.0,217.04,129.79,87.25,Retail Store
SAL00143,2023-09-15,ST08,CUS0238,PRD075,2,428.45,0.2,685.52,637.9,47.62,Mobile App
SAL00144,2023-10-19,ST03,CUS0489,PRD018,1,506.88,0.0,506.88,240.24,266.64,Mobile App
SAL00145,2023-10-26,ST15,CUS0045,PRD007,2,410.37,0.0,820.74,599.26,221.48,Marketplace
SAL00146,2022-03-08,ST11,CUS0208,PRD009,1,989.77,0.05,940.28,467.67,472.61,Online
SAL00147,2023-01-07,ST10,CUS0341,PRD063,1,84.8,0.0,84.8,65.14,19.66,Mobile App
SAL00148,2024-02-27,ST03,CUS0210,PRD085,2,782.72,0.2,1252.35,836.44,415.91,Marketplace
SAL00149,2022-06-29,ST11,CUS0148,PRD032,1,542.86,0.0,542.86,348.52,194.34,Retail Store
SAL00150,2023-06-01,ST13,CUS0202,PRD037,1,1036.49,0.0,1036.49,484.79,551.7,Retail Store
SAL00151,2022-06-23,ST08,CUS0169,PRD013,3,278.12,0.1,750.92,618.96,131.96,Marketplace
SAL00152,2025-07-06,ST12,CUS0072,PRD005,4,612.36,0.15,2082.02,1633.32,448.7,Retail Store
SAL00153,2022-05-21,ST08,CUS0260,PRD023,1,99.85,0.0,99.85,64.36,35.49,Retail Store
SAL00154,2023-03-26,ST15,CUS0463,PRD053,2,292.68,0.2,468.29,341.24,127.05,Retail Store
SAL00155,2024-05-16,ST09,CUS0323,PRD072,2,178.59,0.0,357.18,211.8,145.38,Retail Store
SAL00156,2024-10-31,ST12,CUS0075,PRD081,1,187.34,0.2,149.87,83.88,65.99,Retail Store
SAL00157,2024-03-13,ST06,CUS0297,PRD061,1,493.8,0.0,493.8,307.83,185.97,Retail Store
SAL00158,2023-06-21,ST14,CUS0095,PRD033,1,261.09,0.0,261.09,176.11,84.98,Online
SAL00159,2023-08-04,ST13,CUS0434,PRD025,1,459.71,0.0,459.71,327.5,132.21,Retail Store
SAL00160,2025-07-14,ST15,CUS0302,PRD084,2,546.69,0.05,1038.71,577.86,460.85,Online
SAL00161,2023-08-25,ST11,CUS0254,PRD081,3,187.34,0.1,505.82,251.64,254.18,Online
SAL00162,2024-04-30,ST01,CUS0263,PRD090,1,488.25,0.05,463.84,284.98,178.86,Mobile App
SAL00163,2025-07-10,ST04,CUS0397,PRD049,3,489.33,0.2,1174.39,1069.71,104.68,Online
SAL00164,2023-04-30,ST07,CUS0102,PRD098,1,391.68,0.05,372.1,245.72,126.38,Mobile App
SAL00165,2024-07-19,ST13,CUS0190,PRD031,4,614.1,0.0,2456.4,1677.08,779.32,Retail Store
SAL00166,2024-01-24,ST05,CUS0286,PRD028,6,100.94,0.1,545.08,335.76,209.32,Online
SAL00167,2022-05-30,ST03,CUS0401,PRD070,3,39.57,0.0,118.71,91.11,27.6,Online
SAL00168,2024-03-04,ST15,CUS0074,PRD075,2,428.45,0.0,856.9,637.9,219.0,Online
SAL00169,2022-08-12,ST14,CUS0557,PRD080,2,701.86,0.1,1263.35,751.16,512.19,Marketplace
SAL00170,2022-02-19,ST12,CUS0514,PRD011,3,160.16,0.15,408.41,215.82,192.59,Retail Store
SAL00171,2025-03-03,ST15,CUS0544,PRD024,2,683.51,0.0,1367.02,576.9,790.12,Online
SAL00172,2025-04-21,ST16,CUS0208,PRD113,3,668.56,0.0,2005.68,1444.08,561.6,Marketplace
SAL00173,2022-06-10,ST11,CUS0421,PRD026,2,355.53,0.0,711.06,316.14,394.92,Mobile App
SAL00174,2022-10-01,ST14,CUS0290,PRD116,1,380.56,0.1,342.5,278.84,63.66,Marketplace
SAL00175,2023-06-21,ST07,CUS0249,PRD006,2,517.1,0.2,827.36,516.0,311.36,Retail Store
SAL00176,2025-02-18,ST02,CUS0267,PRD104,1,540.85,0.1,486.77,305.34,181.43,Mobile App
SAL00177,2024-09-02,ST02,CUS0294,PRD081,3,187.34,0.0,562.02,251.64,310.38,Marketplace
SAL00178,2024-02-01,ST09,CUS0529,PRD083,2,549.82,0.0,1099.64,633.18,466.46,Online
SAL00179,2024-09-15,ST07,CUS0304,PRD030,4,38.31,0.1,137.92,106.84,31.08,Mobile App
SAL00180,2023-09-07,ST02,CUS0248,PRD055,2,102.05,0.15,173.48,112.54,60.94,Marketplace
SAL00181,2023-01-13,ST11,CUS0153,PRD043,3,288.06,0.0,864.18,398.91,465.27,Online
SAL00182,2023-12-12,ST16,CUS0510,PRD062,1,729.48,0.05,693.01,366.62,326.39,Mobile App
SAL00183,2024-06-15,ST01,CUS0333,PRD070,3,39.57,0.15,100.9,91.11,9.79,Online
SAL00184,2022-08-22,ST14,CUS0385,PRD032,1,542.86,0.05,515.72,348.52,167.2,Mobile App
SAL00185,2022-03-02,ST09,CUS0546,PRD027,2,648.33,0.0,1296.66,840.58,456.08,Online
SAL00186,2023-10-26,ST05,CUS0435,PRD083,1,549.82,0.15,467.35,316.59,150.76,Retail Store
SAL00187,2022-05-22,ST08,CUS0284,PRD044,1,638.98,0.1,575.08,448.89,126.19,Mobile App
SAL00188,2023-09-17,ST10,CUS0056,PRD029,2,274.39,0.0,548.78,372.7,176.08,Marketplace
SAL00189,2022-12-22,ST15,CUS0124,PRD010,1,454.62,0.15,386.43,336.22,50.21,Retail Store
SAL00190,2024-12-20,ST07,CUS0206,PRD023,5,99.85,0.2,399.4,321.8,77.6,Online
SAL00191,2023-12-04,ST12,CUS0564,PRD010,3,454.62,0.0,1363.86,1008.66,355.2,Marketplace
SAL00192,2024-05-04,ST08,CUS0040,PRD090,1,488.25,0.0,488.25,284.98,203.27,Marketplace
SAL00193,2022-09-11,ST15,CUS0161,PRD039,2,375.95,0.2,601.52,447.0,154.52,Online
SAL00194,2023-12-26,ST17,CUS0178,PRD088,1,438.26,0.0,438.26,271.36,166.9,Marketplace
SAL00195,2024-01-08,ST02,CUS0544,PRD103,2,203.4,0.05,386.46,202.54,183.92,Mobile App
SAL00196,2024-09-04,ST17,CUS0194,PRD074,1,117.74,0.2,94.19,77.46,16.73,Online
SAL00197,2023-10-18,ST13,CUS0129,PRD079,1,270.44,0.0,270.44,141.42,129.02,Online
SAL00198,2023-10-27,ST08,CUS0013,PRD043,2,288.06,0.1,518.51,265.94,252.57,Marketplace
SAL00199,2023-11-13,ST05,CUS0548,PRD115,1,542.05,0.05,514.95,264.49,250.46,Marketplace
SAL00200,2025-06-16,ST17,CUS0250,PRD003,1,118.49,0.2,94.79,74.06,20.73,Retail Store
SAL00201,2023-01-13,ST17,CUS0294,PRD029,1,274.39,0.0,274.39,186.35,88.04,Online
SAL00202,2023-08-27,ST15,CUS0384,PRD006,3,517.1,0.0,1551.3,774.0,777.3,Marketplace
SAL00203,2022-11-16,ST16,CUS0493,PRD035,3,733.89,0.2,1761.34,1275.09,486.25,Retail Store
SAL00204,2025-03-01,ST05,CUS0028,PRD046,2,481.2,0.2,769.92,664.26,105.66,Marketplace
SAL00205,2024-04-01,ST05,CUS0176,PRD029,1,274.39,0.0,274.39,186.35,88.04,Mobile App
SAL00206,2024-04-13,ST10,CUS0049,PRD030,2,38.31,0.0,76.62,53.42,23.2,Retail Store
SAL00207,2024-06-26,ST12,CUS0559,PRD003,1,118.49,0.2,94.79,74.06,20.73,Mobile App
SAL00208,2023-03-22,ST11,CUS0189,PRD066,1,726.44,0.0,726.44,437.06,289.38,Mobile App
SAL00209,2024-01-06,ST04,CUS0520,PRD061,4,493.8,0.1,1777.68,1231.32,546.36,Mobile App
SAL00210,2022-10-17,ST10,CUS0568,PRD059,1,317.39,0.15,269.78,202.61,67.17,Online
SAL00211,2022-11-11,ST17,CUS0390,PRD113,1,668.56,0.0,668.56,481.36,187.2,Marketplace
SAL00212,2023-06-02,ST14,CUS0168,PRD055,1,102.05,0.2,81.64,56.27,25.37,Mobile App
SAL00213,2024-02-14,ST16,CUS0064,PRD084,1,546.69,0.05,519.36,288.93,230.43,Mobile App
SAL00214,2023-09-21,ST16,CUS0222,PRD079,1,270.44,0.2,216.35,141.42,74.93,Online
SAL00215,2022-06-16,ST02,CUS0224,PRD098,4,391.68,0.0,1566.72,982.88,583.84,Marketplace
SAL00216,2023-04-15,ST09,CUS0599,PRD001,1,725.84,0.1,653.26,333.57,319.69,Mobile App
SAL00217,2024-10-31,ST12,CUS0307,PRD107,2,373.57,0.15,635.07,463.6,171.47,Mobile App
SAL00218,2025-02-01,ST09,CUS0112,PRD112,1,816.46,0.1,734.81,457.33,277.48,Retail Store
SAL00219,2024-03-29,ST17,CUS0412,PRD014,2,148.11,0.1,266.6,173.34,93.26,Marketplace
SAL00220,2022-03-24,ST07,CUS0540,PRD056,2,466.46,0.0,932.92,633.54,299.38,Mobile App
SAL00221,2023-05-24,ST12,CUS0270,PRD001,3,725.84,0.2,1742.02,1000.71,741.31,Mobile App
SAL00222,2022-12-07,ST07,CUS0567,PRD109,1,935.96,0.2,748.77,421.62,327.15,Retail Store
SAL00223,2024-05-06,ST05,CUS0133,PRD073,1,770.12,0.05,731.61,365.97,365.64,Online
SAL00224,2022-06-14,ST09,CUS0149,PRD004,1,758.62,0.0,758.62,320.04,438.58,Marketplace
SAL00225,2023-05-26,ST08,CUS0299,PRD070,2,39.57,0.0,79.14,60.74,18.4,Mobile App
SAL00226,2023-10-19,ST03,CUS0165,PRD112,1,816.46,0.15,693.99,457.33,236.66,Marketplace
SAL00227,2024-02-12,ST07,CUS0586,PRD045,1,723.28,0.0,723.28,307.94,415.34,Mobile App
SAL00228,2024-01-31,ST01,CUS0252,PRD116,2,380.56,0.0,761.12,557.68,203.44,Retail Store
SAL00229,2025-07-11,ST03,CUS0563,PRD108,3,235.29,0.0,705.87,510.36,195.51,Marketplace
SAL00230,2024-02-09,ST12,CUS0396,PRD058,1,192.13,0.0,192.13,106.3,85.83,Marketplace
SAL00231,2022-10-10,ST09,CUS0479,PRD015,1,411.87,0.05,391.28,221.17,170.11,Online
SAL00232,2022-11-16,ST05,CUS0275,PRD116,3,380.56,0.2,913.34,836.52,76.82,Online
SAL00233,2022-02-20,ST11,CUS0486,PRD011,2,160.16,0.2,256.26,143.88,112.38,Retail Store
SAL00234,2024-04-19,ST04,CUS0044,PRD027,2,648.33,0.0,1296.66,840.58,456.08,Mobile App
SAL00235,2022-11-25,ST05,CUS0071,PRD102,1,83.11,0.1,74.8,45.42,29.38,Mobile App
SAL00236,2024-01-13,ST07,CUS0328,PRD096,1,791.98,0.15,673.18,467.9,205.28,Marketplace
SAL00237,2024-01-16,ST14,CUS0139,PRD032,3,542.86,0.0,1628.58,1045.56,583.02,Marketplace
SAL00238,2022-02-22,ST08,CUS0506,PRD112,1,816.46,0.0,816.46,457.33,359.13,Online
SAL00239,2024-05-08,ST11,CUS0201,PRD006,1,517.1,0.0,517.1,258.0,259.1,Mobile App
SAL00240,2023-12-11,ST07,CUS0263,PRD119,1,931.83,0.05,885.24,458.76,426.48,Marketplace
SAL00241,2023-11-21,ST12,CUS0352,PRD109,5,935.96,0.0,4679.8,2108.1,2571.7,Online
SAL00242,2024-09-14,ST13,CUS0018,PRD064,1,67.95,0.1,61.16,32.45,28.71,Mobile App
SAL00243,2024-11-13,ST12,CUS0316,PRD082,3,562.19,0.2,1349.26,795.9,553.36,Mobile App
SAL00244,2023-05-16,ST03,CUS0448,PRD077,1,78.61,0.0,78.61,39.92,38.69,Mobile App
SAL00245,2022-11-11,ST12,CUS0313,PRD102,3,83.11,0.0,249.33,136.26,113.07,Retail Store
SAL00246,2025-02-02,ST02,CUS0003,PRD051,2,780.0,0.15,1326.0,665.7,660.3,Retail Store
SAL00247,2022-08-27,ST05,CUS0172,PRD114,1,661.15,0.0,661.15,357.41,303.74,Mobile App
SAL00248,2024-07-11,ST09,CUS0433,PRD050,3,724.19,0.2,1738.06,1420.5,317.56,Marketplace
