ReturnID,SalesID,ReturnDate,ProductID,StoreID,CustomerID,ReturnQuantity,RefundAmount,ReturnReason
RET0057,SAL01377,2024-11-29,PRD055,ST17,CUS0008,1,54.83,Performance Issues
RET0058,SAL08747,2024-12-28,PRD097,ST12,CUS0220,1,267.45,Performance Issues
RET0059,SAL09176,2023-08-03,PRD041,ST16,CUS0283,2,1781.5,Defective
RET0060,SAL03910,2024-02-12,PRD032,ST13,CUS0246,1,621.85,Changed Mind
RET0061,SAL04616,2022-05-03,PRD098,ST09,CUS0282,1,267.98,Damaged
RET0062,SAL06788,2024-12-01,PRD115,ST13,CUS0013,1,794.26,Defective
RET0063,SAL10651,2024-10-13,PRD048,ST01,CUS0365,1,950.63,Performance Issues
RET0064,SAL11020,2025-07-18,PRD081,ST13,CUS0392,1,273.02,Changed Mind
RET0065,SAL02288,2025-08-18,PRD036,ST15,CUS0574,1,244.35,Damaged
RET0066,SAL06626,2023-05-17,PRD095,ST02,CUS0009,2,848.69,Wrong Item
RET0067,SAL02985,2022-11-02,PRD019,ST05,CUS0378,1,1269.83,Damaged
RET0068,SAL10188,2024-07-07,PRD104,ST04,CUS0204,1,254.02,Performance Issues
RET0069,SAL09727,2025-03-23,PRD006,ST04,CUS0578,1,342.82,Defective
RET0070,SAL05213,2024-10-21,PRD002,ST12,CUS0468,1,228.7,Damaged
RET0071,SAL04282,2025-03-05,PRD090,ST04,CUS0470,1,520.83,Damaged
RET0072,SAL10261,2025-03-16,PRD048,ST07,CUS0463,1,486.18,Performance Issues
RET0073,SAL08895,2022-10-20,PRD116,ST02,CUS0046,1,303.14,Performance Issues
RET0074,SAL07288,2022-11-06,PRD100,ST05,CUS0010,1,634.92,Damaged
RET0075,SAL09940,2025-02-18,PRD036,ST06,CUS0282,2,743.81,Defective
RET0076,SAL02964,2023-10-21,PRD066,ST16,CUS0298,1,710.67,Damaged
RET0077,SAL05564,2023-03-01,PRD049,ST10,CUS0176,1,442.15,Wrong Item
RET0078,SAL08340,2024-07-30,PRD109,ST03,CUS0164,1,1471.78,Changed Mind
RET0079,SAL07483,2022-06-30,PRD094,ST04,CUS0552,1,424.37,Performance Issues
RET0080,SAL00124,2023-09-17,PRD035,ST12,CUS0184,1,769.88,Wrong Item
RET0081,SAL00513,2023-01-13,PRD065,ST14,CUS0586,1,542.05,Damaged
RET0082,SAL05791,2023-11-19,PRD023,ST15,CUS0297,1,82.12,Performance Issues
RET0083,SAL05756,2023-04-28,PRD005,ST17,CUS0181,1,1345.92,Performance Issues
RET0084,SAL00925,2024-02-11,PRD020,ST11,CUS0331,1,98.33,Wrong Item
RET0085,SAL01645,2024-11-08,PRD058,ST11,CUS0447,1,85.36,Defective
RET0086,SAL05713,2024-05-28,PRD023,ST16,CUS0053,1,43.85,Damaged
RET0087,SAL10870,2023-03-15,PRD047,ST10,CUS0193,1,216.83,Defective
RET0088,SAL11420,2025-02-07,PRD004,ST04,CUS0162,1,502.94,Defective
RET0089,SAL11388,2023-06-15,PRD098,ST16,CUS0594,1,668.56,Wrong Item
RET0090,SAL04746,2022-09-28,PRD095,ST04,CUS0133,1,187.93,Performance Issues
RET0091,SAL06244,2024-05-29,PRD011,ST09,CUS0175,1,188.16,Changed Mind
RET0092,SAL00825,2023-05-08,PRD078,ST13,CUS0331,1,364.81,Defective
RET0093,SAL08353,2022-03-02,PRD086,ST04,CUS0172,1,410.66,Changed Mind
RET0094,SAL05863,2024-06-08,PRD116,ST13,CUS0451,1,725.09,Wrong Item
RET0095,SAL07630,2024-01-25,PRD106,ST14,CUS0565,1,2016.87,Changed Mind
RET0096,SAL06432,2023-08-08,PRD033,ST05,CUS0498,1,521.04,Performance Issues
RET0097,SAL01915,2025-03-09,PRD004,ST14,CUS0521,2,2342.55,Defective
RET0098,SAL05750,2023-04-01,PRD015,ST06,CUS0233,1,225.44,Performance Issues
RET0099,SAL08831,2023-10-19,PRD026,ST04,CUS0160,1,491.46,Changed Mind
RET0100,SAL02697,2022-11-14,PRD110,ST01,CUS0453,1,518.15,Changed Mind
RET0101,SAL05321,2024-07-07,PRD060,ST16,CUS0342,1,62.55,Changed Mind
RET0102,SAL06388,2023-02-03,PRD116,ST08,CUS0371,1,264.14,Damaged
RET0103,SAL01986,2025-02-10,PRD005,ST07,CUS0270,1,403.3,Defective
RET0104,SAL04567,2023-09-02,PRD036,ST17,CUS0102,1,585.84,Damaged
RET0105,SAL00946,2025-01-23,PRD069,ST01,CUS0465,2,138.65,Changed Mind
RET0106,SAL10898,2024-01-20,PRD018,ST08,CUS0095,1,1156.23,Wrong Item
RET0107,SAL07050,2023-08-03,PRD102,ST16,CUS0341,1,45.71,Damaged
RET0108,SAL10973,2024-07-15,PRD096,ST12,CUS0343,1,632.82,Defective
RET0109,SAL05762,2024-06-13,PRD021,ST13,CUS0350,1,337.76,Wrong Item
RET0110,SAL00894,2025-04-09,PRD031,ST16,CUS0385,1,517.94,Defective
RET0111,SAL09017,2024-11-19,PRD072,ST11,CUS0026,1,78.46,Wrong Item
RET0112,SAL02443,2025-01-01,PRD042,ST09,CUS0362,2,2219.11,Defective
RET0113,SAL05218,2024-07-12,PRD072,ST14,CUS0534,1,119.67,Wrong Item
RET0114,SAL06576,2022-06-14,PRD047,ST15,CUS0134,1,540.5,Wrong Item
RET0115,SAL05191,2025-04-11,PRD003,ST03,CUS0460,1,107.18,Damaged
RET0116,SAL01316,2023-01-22,PRD115,ST02,CUS0186,1,365.69,Wrong Item
RET0117,SAL04742,2024-04-01,PRD035,ST03,CUS0483,3,1574.89,Wrong Item
RET0118,SAL08134,2022-04-10,PRD003,ST15,CUS0021,1,58.14,Changed Mind
RET0119,SAL11449,2024-10-17,PRD057,ST09,CUS0401,1,500.74,Damaged
RET0120,SAL03638,2024-04-03,PRD064,ST14,CUS0345,1,42.31,Changed Mind
RET0121,SAL05616,2024-02-16,PRD078,ST09,CUS0395,1,309.77,Wrong Item
RET0122,SAL02028,2023-01-07,PRD111,ST01,CUS0143,1,975.23,Wrong Item
RET0123,SAL06159,2024-12-13,PRD067,ST17,CUS0468,1,859.59,Damaged
RET0124,SAL06742,2025-05-11,PRD118,ST13,CUS0123,1,796.56,Defective
RET0125,SAL02817,2023-08-16,PRD072,ST15,CUS0280,1,339.32,Performance Issues
RET0126,SAL04711,2024-05-18,PRD091,ST06,CUS0570,1,265.11,Damaged
RET0127,SAL10929,2023-08-04,PRD083,ST07,CUS0590,1,904.44,Changed Mind
RET0128,SAL10018,2024-05-24,PRD086,ST07,CUS0110,1,1419.27,Performance Issues
RET0129,SAL00512,2023-02-24,PRD045,ST10,CUS0466,2,1906.2,Damaged
RET0130,SAL04466,2022-08-03,PRD119,ST06,CUS0082,1,740.8,Defective
RET0131,SAL04361,2024-02-18,PRD113,ST06,CUS0531,1,1166.49,Performance Issues
RET0132,SAL08863,2022-11-12,PRD088,ST07,CUS0580,1,214.64,Changed Mind
RET0133,SAL03773,2025-06-25,PRD065,ST08,CUS0448,1,381.55,Changed Mind
RET0134,SAL09543,2022-03-25,PRD105,ST07,CUS0440,1,980.57,Wrong Item
RET0135,SAL09567,2023-03-05,PRD037,ST14,CUS0113,1,448.4,Changed Mind
RET0136,SAL08821,2025-08-15,PRD079,ST07,CUS0282,1,400.41,Changed Mind
RET0137,SAL08341,2023-05-13,PRD100,ST04,CUS0013,1,343.75,Performance Issues
RET0138,SAL11222,2024-03-29,PRD062,ST02,CUS0093,1,363.32,Changed Mind
RET0139,SAL10709,2023-10-30,PRD110,ST09,CUS0457,1,1467.27,Damaged
RET0140,SAL00224,2022-07-04,PRD004,ST09,CUS0149,1,696.99,Damaged
RET0141,SAL04532,2022-08-07,PRD064,ST12,CUS0538,1,35.58,Defective
RET0142,SAL05662,2024-10-13,PRD029,ST09,CUS0318,1,703.08,Damaged
RET0143,SAL03097,2025-08-31,PRD079,ST08,CUS0216,2,750.12,Damaged
RET0144,SAL06025,2024-09-25,PRD112,ST14,CUS0534,1,655.72,Performance Issues
RET0145,SAL00644,2024-08-14,PRD026,ST09,CUS0583,1,167.53,Defective
RET0146,SAL05506,2023-07-25,PRD018,ST02,CUS0252,1,383.93,Defective
RET0147,SAL09145,2023-12-18,PRD109,ST16,CUS0062,1,716.87,Defective
RET0148,SAL00305,2022-02-18,PRD084,ST11,CUS0526,1,802.62,Performance Issues
RET0149,SAL07805,2023-06-10,PRD073,ST11,CUS0058,1,605.43,Wrong Item
RET0150,SAL02997,2022-10-13,PRD104,ST05,CUS0133,1,357.89,Performance Issues
RET0151,SAL02190,2025-06-10,PRD094,ST02,CUS0312,1,2272.77,Defective
RET0152,SAL11113,2023-02-22,PRD011,ST05,CUS0093,1,384.71,Wrong Item
RET0153,SAL07809,2022-11-02,PRD053,ST10,CUS0254,1,463.49,Defective
RET0154,SAL11571,2023-07-20,PRD016,ST12,CUS0108,1,229.1,Performance Issues
RET0155,SAL08174,2022-08-08,PRD026,ST04,CUS0069,1,821.07,Performance Issues
RET0156,SAL08445,2022-06-26,PRD106,ST09,CUS0459,2,2546.36,Defective
RET0157,SAL02794,2023-02-12,PRD050,ST03,CUS0046,1,384.76,Performance Issues
RET0158,SAL02135,2023-07-17,PRD018,ST17,CUS0053,1,876.16,Performance Issues
RET0159,SAL11697,2022-03-10,PRD107,ST01,CUS0156,1,256.23,Performance Issues
RET0160,SAL01965,2025-01-25,PRD078,ST01,CUS0145,1,288.31,Defective
RET0161,SAL08509,2024-09-09,PRD005,ST10,CUS0194,1,696.29,Damaged
RET0162,SAL00171,2025-03-28,PRD024,ST15,CUS0544,1,1310.82,Damaged
RET0163,SAL08697,2025-06-07,PRD036,ST15,CUS0173,2,583.38,Changed Mind
RET0164,SAL07871,2024-01-01,PRD061,ST02,CUS0032,1,869.29,Defective
RET0165,SAL03337,2025-09-27,PRD091,ST01,CUS0411,1,256.21,Changed Mind
RET0166,SAL07035,2025-06-06,PRD091,ST02,CUS0016,1,436.13,Damaged
RET0167,SAL09358,2024-01-21,PRD046,ST14,CUS0467,1,406.74,Wrong Item
RET0168,SAL00339,2023-01-23,PRD056,ST16,CUS0221,1,326.21,Damaged
RET0169,SAL08062,2024-08-27,PRD046,ST02,CUS0090,1,290.48,Performance Issues
RET0170,SAL00138,2022-02-12,PRD011,ST10,CUS0423,1,97.59,Changed Mind
RET0171,SAL00563,2025-07-09,PRD062,ST10,CUS0504,1,552.38,Damaged
RET0172,SAL04088,2025-09-09,PRD099,ST17,CUS0272,1,185.12,Defective
RET0173,SAL06120,2024-12-25,PRD069,ST15,CUS0074,4,296.62,Changed Mind
RET0174,SAL07302,2023-01-01,PRD034,ST08,CUS0200,3,592.25,Damaged
RET0175,SAL03407,2024-07-17,PRD042,ST17,CUS0323,1,1082.93,Wrong Item
RET0176,SAL05839,2023-09-06,PRD073,ST16,CUS0350,1,1127.43,Wrong Item
RET0177,SAL04915,2023-02-23,PRD054,ST14,CUS0009,1,563.3,Changed Mind
RET0178,SAL03213,2023-05-11,PRD115,ST09,CUS0159,2,1410.63,Changed Mind
RET0179,SAL10279,2023-03-26,PRD091,ST08,CUS0585,1,277.17,Changed Mind
RET0180,SAL03117,2024-12-09,PRD088,ST12,CUS0514,1,290.72,Wrong Item
RET0181,SAL05763,2025-04-13,PRD059,ST14,CUS0586,1,438.44,Changed Mind
RET0182,SAL11391,2022-10-20,PRD092,ST09,CUS0490,1,566.77,Defective
RET0183,SAL08403,2025-03-22,PRD010,ST10,CUS0190,1,948.27,Damaged
RET0184,SAL07322,2024-01-10,PRD099,ST16,CUS0031,1,127.13,Defective
RET0185,SAL09574,2023-10-03,PRD067,ST15,CUS0429,1,437.65,Wrong Item
RET0186,SAL06677,2025-03-26,PRD119,ST07,CUS0229,1,580.78,Performance Issues
RET0187,SAL03452,2025-08-01,PRD079,ST03,CUS0444,1,190.57,Damaged
RET0188,SAL01621,2023-03-04,PRD045,ST15,CUS0217,1,659.77,Damaged
RET0189,SAL03125,2024-07-13,PRD043,ST09,CUS0275,2,723.27,Damaged
RET0190,SAL11684,2022-04-11,PRD033,ST14,CUS0246,1,293.84,Performance Issues
RET0191,SAL06123,2025-08-27,PRD058,ST13,CUS0163,2,248.63,Defective
RET0192,SAL08694,2023-10-30,PRD027,ST11,CUS0395,1,378.43,Performance Issues
RET0193,SAL10535,2023-11-14,PRD080,ST06,CUS0139,1,509.74,Defective
RET0194,SAL08811,2024-07-31,PRD060,ST13,CUS0118,1,99.69,Defective
RET0195,SAL10472,2023-12-08,PRD060,ST17,CUS0534,1,51.02,Performance Issues
RET0196,SAL11344,2022-10-08,PRD107,ST08,CUS0020,1,305.04,Changed Mind
RET0197,SAL04869,2024-12-18,PRD061,ST07,CUS0358,2,1274.31,Damaged
RET0198,SAL10552,2022-09-25,PRD042,ST01,CUS0256,1,341.73,Wrong Item
RET0199,SAL09536,2024-03-30,PRD085,ST08,CUS0494,1,401.47,Defective
RET0200,SAL04868,2023-10-08,PRD048,ST07,CUS0364,1,345.26,Defective
RET0201,SAL06966,2023-10-03,PRD002,ST15,CUS0173,1,101.03,Defective
RET0202,SAL02485,2025-03-22,PRD084,ST16,CUS0280,1,333.0,Defective
RET0203,SAL11390,2024-01-21,PRD004,ST17,CUS0168,1,426.53,Performance Issues
RET0204,SAL11339,2024-05-26,PRD042,ST07,CUS0428,1,311.76,Defective
RET0205,SAL08263,2025-03-16,PRD011,ST01,CUS0129,1,293.11,Damaged
RET0206,SAL11150,2023-07-30,PRD108,ST17,CUS0557,1,139.75,Damaged
RET0207,SAL07576,2022-09-05,PRD098,ST12,CUS0424,1,331.15,Wrong Item
RET0208,SAL04727,2024-11-09,PRD036,ST16,CUS0269,1,306.03,Changed Mind
RET0209,SAL07712,2022-11-08,PRD008,ST14,CUS0259,1,45.03,Wrong Item
RET0210,SAL02252,2025-08-22,PRD089,ST10,CUS0113,1,214.24,Wrong Item
RET0211,SAL08786,2025-09-07,PRD049,ST02,CUS0013,1,625.31,Defective
RET0212,SAL11477,2025-05-16,PRD014,ST06,CUS0501,1,130.52,Changed Mind
RET0213,SAL06337,2025-05-22,PRD086,ST05,CUS0134,1,1486.05,Performance Issues
RET0214,SAL09981,2023-06-17,PRD083,ST03,CUS0253,1,334.44,Changed Mind
RET0215,SAL10126,2023-12-03,PRD027,ST15,CUS0125,1,1237.64,Performance Issues
RET0216,SAL04767,2023-05-15,PRD067,ST13,CUS0544,1,249.93,Changed Mind
RET0217,SAL11974,2023-12-23,PRD115,ST07,CUS0225,1,495.52,Performance Issues
RET0218,SAL07314,2024-04-03,PRD083,ST10,CUS0218,1,592.18,Performance Issues
RET0219,SAL05614,2023-04-06,PRD032,ST12,CUS0041,1,366.18,Damaged
RET0220,SAL11525,2025-04-08,PRD048,ST13,CUS0425,1,950.59,Defective
RET0221,SAL08368,2022-10-17,PRD049,ST16,CUS0511,1,403.92,Performance Issues
RET0222,SAL01945,2022-07-11,PRD111,ST05,CUS0019,1,440.75,Changed Mind
RET0223,SAL10221,2022-10-30,PRD075,ST02,CUS0192,1,312.1,Defective
RET0224,SAL11765,2024-03-17,PRD063,ST16,CUS0480,1,60.58,Performance Issues
RET0225,SAL09443,2022-11-12,PRD104,ST04,CUS0405,1,445.12,Wrong Item
RET0226,SAL04492,2023-07-07,PRD036,ST12,CUS0184,1,647.63,Performance Issues
RET0227,SAL09606,2024-08-26,PRD116,ST17,CUS0356,1,423.03,Changed Mind
RET0228,SAL09548,2023-05-09,PRD098,ST12,CUS0220,1,673.09,Wrong Item
RET0229,SAL05975,2022-10-18,PRD032,ST11,CUS0201,1,440.4,Changed Mind
RET0230,SAL01997,2022-11-23,PRD104,ST12,CUS0168,1,263.25,Defective
RET0231,SAL10026,2025-06-29,PRD072,ST09,CUS0467,1,291.03,Changed Mind
RET0232,SAL03167,2023-09-08,PRD051,ST17,CUS0514,1,1641.31,Wrong Item
RET0233,SAL01687,2024-06-22,PRD031,ST03,CUS0413,1,641.42,Changed Mind
RET0234,SAL02980,2022-02-09,PRD075,ST03,CUS0018,1,327.09,Wrong Item
RET0235,SAL09238,2023-07-25,PRD058,ST08,CUS0286,1,113.62,Wrong Item
RET0236,SAL04491,2023-07-14,PRD090,ST10,CUS0352,1,398.77,Changed Mind
RET0237,SAL10001,2025-03-31,PRD100,ST03,CUS0148,1,172.44,Wrong Item
RET0238,SAL01991,2022-11-02,PRD008,ST03,CUS0184,2,219.79,Changed Mind
RET0239,SAL10195,2023-09-21,PRD094,ST08,CUS0147,1,772.01,Damaged
RET0240,SAL00923,2024-11-15,PRD058,ST09,CUS0451,1,110.87,Damaged
RET0241,SAL10185,2023-10-18,PRD101,ST15,CUS0129,1,364.93,Defective
RET0242,SAL04901,2023-01-04,PRD054,ST05,CUS0598,1,692.23,Wrong Item
RET0243,SAL08703,2024-09-20,PRD006,ST15,CUS0171,1,880.18,Performance Issues
RET0244,SAL03595,2024-04-20,PRD021,ST07,CUS0387,2,2153.47,Changed Mind
RET0245,SAL07930,2023-10-06,PRD100,ST08,CUS0077,2,538.47,Damaged
RET0246,SAL04540,2024-06-09,PRD031,ST08,CUS0510,2,1142.33,Wrong Item
RET0247,SAL01890,2022-07-27,PRD070,ST17,CUS0135,1,82.09,Performance Issues
RET0248,SAL03275,2022-03-22,PRD059,ST12,CUS0432,1,220.72,Changed Mind
RET0249,SAL00718,2022-11-26,PRD036,ST04,CUS0010,1,333.2,Changed Mind
RET0250,SAL05937,2022-08-23,PRD118,ST02,CUS0453,1,852.32,Defective
RET0251,SAL11097,2022-04-12,PRD077,ST06,CUS0091,1,229.55,Performance Issues
RET0252,SAL11901,2024-09-29,PRD044,ST09,CUS0594,3,1416.82,Wrong Item
RET0253,SAL05918,2023-04-13,PRD015,ST17,CUS0408,1,608.73,Wrong Item
RET0254,SAL02657,2024-09-28,PRD104,ST07,CUS0062,1,819.76,Defective
RET0255,SAL00727,2022-10-21,PRD087,ST09,CUS0513,1,1450.04,Defective
RET0256,SAL02810,2022-12-13,PRD062,ST17,CUS0011,1,611.62,Damaged
RET0257,SAL01900,2024-10-30,PRD063,ST02,CUS0270,2,183.23,Defective
RET0258,SAL00045,2024-10-15,PRD055,ST14,CUS0316,4,420.92,Performance Issues
RET0259,SAL03803,2022-04-18,PRD017,ST01,CUS0536,1,121.37,Damaged
RET0260,SAL01958,2024-03-03,PRD044,ST02,CUS0537,1,413.38,Defective
RET0261,SAL06169,2023-09-07,PRD117,ST04,CUS0155,1,38.63,Wrong Item
RET0262,SAL10246,2022-03-19,PRD114,ST05,CUS0390,1,412.45,Defective
RET0263,SAL00989,2024-02-18,PRD114,ST11,CUS0193,1,362.45,Performance Issues
RET0264,SAL00461,2022-04-28,PRD101,ST13,CUS0289,1,608.64,Wrong Item
RET0265,SAL01384,2022-03-21,PRD012,ST08,CUS0018,1,456.11,Defective
RET0266,SAL10917,2024-11-01,PRD078,ST02,CUS0291,1,336.67,Changed Mind
RET0267,SAL03558,2022-04-23,PRD066,ST15,CUS0095,2,1901.46,Performance Issues
RET0268,SAL11945,2025-02-18,PRD056,ST07,CUS0007,1,883.43,Damaged
RET0269,SAL07703,2025-08-17,PRD031,ST10,CUS0171,1,295.74,Wrong Item
RET0270,SAL08542,2024-04-15,PRD117,ST09,CUS0491,1,61.08,Changed Mind
RET0271,SAL07939,2024-04-19,PRD024,ST02,CUS0074,1,620.35,Wrong Item
RET0272,SAL09139,2024-11-27,PRD025,ST14,CUS0073,1,710.43,Wrong Item
RET0273,SAL03314,2022-10-15,PRD047,ST09,CUS0209,1,125.59,Damaged
RET0274,SAL08059,2023-11-21,PRD018,ST10,CUS0327,1,431.37,Wrong Item
RET0275,SAL03874,2022-07-11,PRD089,ST08,CUS0358,1,79.96,Wrong Item
RET0276,SAL10230,2023-05-19,PRD056,ST17,CUS0188,1,366.87,Defective
RET0277,SAL02159,2024-09-18,PRD108,ST13,CUS0359,1,112.93,Defective
RET0278,SAL03003,2023-11-11,PRD046,ST10,CUS0426,1,347.02,Damaged
RET0279,SAL01319,2024-05-14,PRD008,ST14,CUS0179,1,43.56,Performance Issues
RET0280,SAL04980,2024-04-01,PRD002,ST06,CUS0301,1,114.8,Wrong Item
RET0281,SAL09013,2024-11-06,PRD064,ST04,CUS0072,1,53.09,Performance Issues
RET0282,SAL02338,2024-05-13,PRD054,ST04,CUS0262,1,393.76,Defective
RET0283,SAL10479,2022-02-01,PRD017,ST15,CUS0161,1,117.22,Defective
RET0284,SAL09961,2024-01-20,PRD113,ST04,CUS0239,1,348.51,Defective
RET0285,SAL08813,2023-01-22,PRD047,ST02,CUS0329,2,434.36,Damaged
RET0286,SAL03017,2024-06-12,PRD044,ST04,CUS0574,1,308.71,Damaged
RET0287,SAL03131,2022-06-02,PRD103,ST05,CUS0062,1,480.93,Performance Issues
RET0288,SAL03844,2024-03-17,PRD059,ST15,CUS0295,1,515.62,Performance Issues
RET0289,SAL10763,2024-01-14,PRD024,ST11,CUS0381,2,1787.08,Performance Issues
RET0290,SAL09646,2023-04-23,PRD018,ST12,CUS0298,1,300.99,Changed Mind
RET0291,SAL04517,2024-05-04,PRD101,ST09,CUS0218,1,288.65,Wrong Item
RET0292,SAL06092,2025-07-06,PRD096,ST13,CUS0252,1,1268.13,Performance Issues
RET0293,SAL11643,2022-02-16,PRD055,ST16,CUS0445,1,65.47,Defective
RET0294,SAL05699,2025-08-01,PRD082,ST02,CUS0206,1,315.72,Damaged
RET0295,SAL09891,2024-11-25,PRD066,ST01,CUS0585,2,1775.63,Changed Mind
RET0296,SAL07951,2024-03-20,PRD082,ST05,CUS0400,1,901.98,Wrong Item
RET0297,SAL09650,2025-06-12,PRD097,ST08,CUS0595,1,282.47,Performance Issues
RET0298,SAL05113,2025-03-30,PRD079,ST07,CUS0464,1,318.58,Performance Issues
RET0299,SAL10889,2025-07-16,PRD095,ST13,CUS0274,1,609.78,Changed Mind
RET0300,SAL07801,2022-12-29,PRD054,ST16,CUS0197,1,400.53,Changed Mind
RET0301,SAL09955,2023-05-31,PRD057,ST02,CUS0554,2,1895.99,Changed Mind
RET0302,SAL02812,2023-10-14,PRD064,ST05,CUS0244,1,59.32,Changed Mind
RET0303,SAL04601,2023-07-12,PRD081,ST11,CUS0252,1,286.91,Changed Mind
RET0304,SAL05372,2025-04-13,PRD110,ST10,CUS0232,1,990.09,Performance Issues
RET0305,SAL09029,2024-11-24,PRD112,ST04,CUS0179,1,1846.27,Performance Issues
RET0306,SAL08913,2022-07-21,PRD068,ST12,CUS0150,2,508.57,Defective
RET0307,SAL05591,2023-03-24,PRD075,ST07,CUS0353,5,2022.98,Changed Mind
