SalesID,OrderDate,StoreID,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,Channel
S00074,2023-05-28,ST01,C0126,P002,1,441.21,0.05,419.15,287.87,131.28,Mobile App
S00075,2023-08-08,ST03,C0472,P050,3,251.3,0.0,753.9,388.92,364.98,Retail Store
S00076,2025-01-30,ST15,C0412,P071,4,573.25,0.15,1949.05,1430.04,519.01,Marketplace
S00077,2023-12-21,ST04,C0165,P029,1,230.02,0.05,218.52,120.5,98.02,Mobile App
S00078,2025-03-27,ST02,C0423,P035,1,381.12,0.1,343.01,175.58,167.43,Mobile App
S00079,2023-10-30,ST11,C0258,P016,2,442.1,0.0,884.2,556.5,327.7,Online
S00080,2024-11-19,ST09,C0412,P029,1,230.02,0.0,230.02,120.5,109.52,Marketplace
S00081,2023-05-08,ST08,C0450,P009,1,211.8,0.0,211.8,122.35,89.45,Mobile App
S00082,2025-06-19,ST09,C0045,P042,1,552.37,0.05,524.75,408.54,116.21,Retail Store
S00083,2024-10-21,ST05,C0103,P048,3,113.1,0.1,305.37,177.15,128.22,Mobile App
S00084,2024-04-01,ST04,C0319,P095,1,139.42,0.05,132.45,99.75,32.7,Mobile App
S00085,2025-06-06,ST08,C0498,P076,2,361.84,0.0,723.68,331.48,392.2,Online
S00086,2023-02-18,ST15,C0004,P020,3,796.23,0.05,2269.26,1238.61,1030.65,Retail Store
S00087,2024-02-03,ST06,C0278,P030,1,556.36,0.15,472.91,275.09,197.82,Retail Store
S00088,2025-02-03,ST13,C0001,P043,2,241.25,0.15,410.12,275.42,134.7,Marketplace
S00089,2023-11-07,ST05,C0373,P095,4,139.42,0.0,557.68,399.0,158.68,Online
S00090,2024-12-01,ST07,C0122,P068,1,675.48,0.05,641.71,308.45,333.26,Retail Store
S00091,2025-05-19,ST05,C0365,P019,2,451.75,0.0,903.5,435.66,467.84,Retail Store
S00092,2023-12-28,ST14,C0460,P030,1,556.36,0.1,500.72,275.09,225.63,Marketplace
S00093,2024-12-05,ST06,C0459,P090,4,573.25,0.05,2178.35,1152.76,1025.59,Retail Store
S00094,2023-01-27,ST09,C0049,P075,5,347.7,0.0,1738.5,871.2,867.3,Marketplace
S00095,2023-09-07,ST10,C0304,P010,2,177.97,0.0,355.94,229.34,126.6,Marketplace
S00096,2025-06-23,ST03,C0494,P085,1,595.13,0.0,595.13,307.6,287.53,Mobile App
S00097,2024-03-22,ST06,C0436,P034,4,530.96,0.05,2017.65,1472.76,544.89,Mobile App
S00098,2023-11-21,ST05,C0232,P041,2,148.6,0.0,297.2,191.36,105.84,Retail Store
S00099,2025-05-07,ST13,C0070,P026,4,311.93,0.1,1122.95,550.6,572.35,Retail Store
S00100,2024-01-29,ST03,C0055,P020,1,796.23,0.05,756.42,412.87,343.55,Marketplace
S00101,2024-09-11,ST02,C0209,P041,5,148.6,0.1,668.7,478.4,190.3,Mobile App
S00102,2024-08-24,ST08,C0107,P099,5,381.31,0.0,1906.55,1072.55,834.0,Marketplace
S00103,2023-03-20,ST02,C0437,P034,1,530.96,0.0,530.96,368.19,162.77,Online
S00104,2024-07-17,ST14,C0156,P088,1,656.76,0.15,558.25,312.14,246.11,Retail Store
S00105,2024-12-28,ST14,C0428,P028,2,535.81,0.0,1071.62,602.4,469.22,Online
S00106,2024-10-11,ST04,C0365,P012,1,703.62,0.0,703.62,341.62,362.0,Marketplace
S00107,2023-03-16,ST11,C0026,P066,1,400.97,0.0,400.97,272.57,128.4,Mobile App
S00108,2023-05-21,ST07,C0016,P023,2,589.93,0.05,1120.87,839.74,281.13,Online
S00109,2024-10-10,ST02,C0237,P013,2,633.58,0.0,1267.16,813.14,454.02,Retail Store
S00110,2024-07-31,ST14,C0032,P002,1,441.21,0.0,441.21,287.87,153.34,Online
S00111,2024-11-04,ST07,C0422,P026,1,311.93,0.0,311.93,137.65,174.28,Retail Store
S00112,2023-10-16,ST05,C0301,P075,3,347.7,0.0,1043.1,522.72,520.38,Retail Store
S00113,2023-04-08,ST15,C0102,P009,2,211.8,0.15,360.06,244.7,115.36,Marketplace
S00114,2023-01-05,ST15,C0048,P017,2,780.73,0.0,1561.46,781.66,779.8,Retail Store
S00115,2023-10-08,ST08,C0483,P006,1,826.37,0.0,826.37,423.08,403.29,Online
S00116,2023-11-24,ST14,C0222,P074,1,440.89,0.15,374.76,194.35,180.41,Marketplace
S00117,2023-09-03,ST07,C0016,P064,4,189.25,0.15,643.45,374.68,268.77,Marketplace
S00118,2023-05-01,ST04,C0182,P023,1,589.93,0.0,589.93,419.87,170.06,Mobile App
S00119,2023-06-20,ST15,C0229,P036,1,539.12,0.0,539.12,311.18,227.94,Retail Store
S00120,2024-02-13,ST10,C0318,P079,2,118.05,0.0,236.1,148.3,87.8,Mobile App
S00121,2024-05-20,ST15,C0211,P064,4,189.25,0.1,681.3,374.68,306.62,Marketplace
S00122,2024-01-07,ST05,C0045,P008,1,682.79,0.05,648.65,317.47,331.18,Online
S00123,2023-01-24,ST11,C0103,P054,1,66.5,0.1,59.85,28.96,30.89,Online
S00124,2023-11-19,ST09,C0411,P081,1,595.21,0.0,595.21,338.24,256.97,Marketplace
S00125,2023-03-26,ST08,C0184,P092,1,496.59,0.1,446.93,284.79,162.14,Marketplace
S00126,2024-06-28,ST10,C0468,P045,1,240.79,0.1,216.71,117.52,99.19,Mobile App
S00127,2023-10-23,ST03,C0139,P050,3,251.3,0.0,753.9,388.92,364.98,Mobile App
S00128,2023-12-17,ST01,C0113,P077,2,146.59,0.0,293.18,201.78,91.4,Retail Store
S00129,2023-09-23,ST06,C0272,P061,1,603.93,0.1,543.54,329.99,213.55,Online
S00130,2023-12-20,ST04,C0052,P021,2,414.87,0.15,705.28,367.82,337.46,Online
S00131,2023-03-19,ST14,C0274,P035,2,381.12,0.15,647.9,351.16,296.74,Retail Store
S00132,2025-03-31,ST04,C0486,P098,2,610.44,0.1,1098.79,570.76,528.03,Marketplace
S00133,2025-04-04,ST14,C0479,P046,1,653.19,0.0,653.19,342.89,310.3,Online
S00134,2025-06-10,ST06,C0304,P031,1,173.34,0.15,147.34,122.3,25.04,Mobile App
S00135,2024-06-05,ST12,C0015,P076,3,361.84,0.15,922.69,497.22,425.47,Mobile App
S00136,2023-06-04,ST03,C0289,P073,2,238.26,0.1,428.87,347.2,81.67,Online
S00137,2023-12-13,ST05,C0278,P064,4,189.25,0.0,757.0,374.68,382.32,Marketplace
S00138,2023-05-07,ST01,C0047,P005,1,187.0,0.0,187.0,94.13,92.87,Online
S00139,2023-10-02,ST08,C0270,P003,1,101.68,0.0,101.68,44.48,57.2,Mobile App
S00140,2024-03-25,ST13,C0104,P079,1,118.05,0.0,118.05,74.15,43.9,Mobile App
S00141,2023-02-27,ST15,C0091,P092,1,496.59,0.0,496.59,284.79,211.8,Retail Store
S00142,2024-01-31,ST10,C0076,P003,1,101.68,0.15,86.43,44.48,41.95,Online
S00143,2024-01-19,ST14,C0057,P100,2,691.45,0.1,1244.61,763.88,480.73,Mobile App
S00144,2024-03-17,ST12,C0192,P010,2,177.97,0.15,302.55,229.34,73.21,Marketplace
S00145,2023-03-12,ST06,C0052,P076,5,361.84,0.0,1809.2,828.7,980.5,Mobile App
S00146,2023-08-18,ST03,C0500,P018,1,560.51,0.15,476.43,344.12,132.31,Marketplace
S00147,2023-08-13,ST08,C0492,P082,4,824.42,0.15,2803.03,1665.32,1137.71,Mobile App
S00148,2024-07-23,ST09,C0363,P023,4,589.93,0.15,2005.76,1679.48,326.28,Mobile App
S00149,2024-06-24,ST10,C0341,P029,2,230.02,0.0,460.04,241.0,219.04,Marketplace
S00150,2023-06-28,ST12,C0376,P040,3,151.24,0.0,453.72,199.83,253.89,Online
S00151,2023-04-08,ST01,C0374,P023,2,589.93,0.15,1002.88,839.74,163.14,Marketplace
S00152,2023-10-05,ST10,C0495,P099,1,381.31,0.0,381.31,214.51,166.8,Online
S00153,2025-05-14,ST15,C0163,P078,3,331.1,0.1,893.97,515.76,378.21,Online
S00154,2023-10-30,ST02,C0290,P082,2,824.42,0.05,1566.4,832.66,733.74,Online
S00155,2024-07-18,ST02,C0382,P043,2,241.25,0.0,482.5,275.42,207.08,Mobile App
S00156,2025-01-02,ST11,C0086,P041,2,148.6,0.0,297.2,191.36,105.84,Mobile App
S00157,2023-10-28,ST05,C0006,P058,1,558.35,0.0,558.35,249.8,308.55,Online
S00158,2023-11-01,ST06,C0035,P089,3,178.67,0.0,536.01,291.36,244.65,Retail Store
S00159,2025-01-12,ST01,C0001,P093,1,466.42,0.05,443.1,269.66,173.44,Marketplace
S00160,2025-02-22,ST03,C0215,P094,1,634.83,0.05,603.09,303.82,299.27,Marketplace
S00161,2025-06-06,ST09,C0180,P049,2,878.21,0.05,1668.6,782.54,886.06,Retail Store
S00162,2023-05-05,ST14,C0404,P062,1,800.1,0.1,720.09,409.77,310.32,Online
S00163,2023-10-20,ST02,C0232,P021,1,414.87,0.0,414.87,183.91,230.96,Mobile App
S00164,2025-05-12,ST05,C0164,P003,2,101.68,0.0,203.36,88.96,114.4,Retail Store
S00165,2023-07-02,ST15,C0088,P044,1,670.76,0.05,637.22,448.05,189.17,Online
S00166,2023-10-14,ST09,C0039,P094,2,634.83,0.0,1269.66,607.64,662.02,Mobile App
S00167,2025-05-28,ST15,C0315,P077,5,146.59,0.05,696.3,504.45,191.85,Retail Store
S00168,2025-06-01,ST11,C0483,P056,3,647.27,0.0,1941.81,1198.11,743.7,Marketplace
S00169,2023-09-23,ST02,C0028,P021,1,414.87,0.0,414.87,183.91,230.96,Online
S00170,2024-09-25,ST12,C0210,P025,1,788.41,0.1,709.57,350.48,359.09,Mobile App
S00171,2024-03-23,ST05,C0145,P085,1,595.13,0.0,595.13,307.6,287.53,Retail Store
S00172,2024-06-08,ST10,C0202,P007,1,572.81,0.1,515.53,334.88,180.65,Marketplace
S00173,2023-08-09,ST06,C0028,P020,1,796.23,0.0,796.23,412.87,383.36,Marketplace
S00174,2023-12-09,ST14,C0151,P012,4,703.62,0.15,2392.31,1366.48,1025.83,Marketplace
S00175,2025-01-13,ST01,C0050,P026,2,311.93,0.0,623.86,275.3,348.56,Online
S00176,2023-12-24,ST02,C0150,P082,1,824.42,0.05,783.2,416.33,366.87,Retail Store
S00177,2023-04-14,ST07,C0402,P040,1,151.24,0.05,143.68,66.61,77.07,Marketplace
S00178,2024-05-28,ST02,C0136,P085,3,595.13,0.15,1517.58,922.8,594.78,Marketplace
S00179,2024-06-23,ST15,C0190,P024,3,908.43,0.05,2589.03,1282.35,1306.68,Mobile App
S00180,2024-05-12,ST01,C0229,P024,3,908.43,0.0,2725.29,1282.35,1442.94,Marketplace
S00181,2024-09-13,ST04,C0135,P060,1,550.86,0.0,550.86,340.53,210.33,Retail Store
S00182,2024-05-16,ST12,C0386,P020,3,796.23,0.15,2030.39,1238.61,791.78,Retail Store
S00183,2025-05-18,ST06,C0343,P011,1,309.34,0.1,278.41,193.14,85.27,Marketplace
S00184,2024-02-25,ST04,C0302,P097,1,509.83,0.1,458.85,308.72,150.13,Retail Store
S00185,2024-10-07,ST09,C0420,P050,2,251.3,0.05,477.47,259.28,218.19,Marketplace
S00186,2024-02-04,ST04,C0452,P074,4,440.89,0.05,1675.38,777.4,897.98,Mobile App
S00187,2023-09-23,ST15,C0203,P011,2,309.34,0.15,525.88,386.28,139.6,Retail Store
S00188,2024-09-23,ST15,C0293,P065,5,54.39,0.1,244.75,145.55,99.2,Online
S00189,2025-01-16,ST13,C0487,P016,2,442.1,0.05,839.99,556.5,283.49,Online
S00190,2024-12-25,ST04,C0498,P022,1,753.54,0.0,753.54,415.36,338.18,Online
S00191,2024-01-08,ST02,C0217,P006,3,826.37,0.15,2107.24,1269.24,838.0,Marketplace
S00192,2024-03-30,ST11,C0422,P026,4,311.93,0.0,1247.72,550.6,697.12,Mobile App
S00193,2024-07-30,ST12,C0467,P041,2,148.6,0.0,297.2,191.36,105.84,Retail Store
S00194,2023-08-09,ST07,C0285,P050,1,251.3,0.1,226.17,129.64,96.53,Mobile App
S00195,2024-08-23,ST08,C0267,P036,8,539.12,0.0,4312.96,2489.44,1823.52,Marketplace
S00196,2024-10-13,ST03,C0213,P015,1,411.34,0.0,411.34,291.66,119.68,Retail Store
S00197,2024-12-19,ST13,C0289,P014,2,523.69,0.0,1047.38,483.1,564.28,Mobile App
S00198,2023-03-09,ST06,C0451,P069,2,952.97,0.05,1810.64,877.76,932.88,Mobile App
S00199,2025-06-21,ST08,C0336,P050,1,251.3,0.1,226.17,129.64,96.53,Marketplace
S00200,2024-03-12,ST05,C0089,P005,3,187.0,0.05,532.95,282.39,250.56,Online
S00201,2024-01-01,ST11,C0312,P080,4,421.17,0.15,1431.98,841.28,590.7,Marketplace
S00202,2024-04-06,ST15,C0203,P005,1,187.0,0.0,187.0,94.13,92.87,Online
S00203,2025-04-18,ST08,C0382,P007,1,572.81,0.0,572.81,334.88,237.93,Mobile App
S00204,2024-09-22,ST14,C0173,P003,3,101.68,0.0,305.04,133.44,171.6,Mobile App
S00205,2024-05-10,ST08,C0432,P036,1,539.12,0.15,458.25,311.18,147.07,Retail Store
S00206,2024-12-21,ST05,C0069,P030,1,556.36,0.15,472.91,275.09,197.82,Marketplace
S00207,2023-11-24,ST06,C0423,P100,2,691.45,0.0,1382.9,763.88,619.02,Marketplace
S00208,2025-03-26,ST02,C0331,P078,2,331.1,0.0,662.2,343.84,318.36,Marketplace
S00209,2024-05-04,ST14,C0468,P028,2,535.81,0.05,1018.04,602.4,415.64,Marketplace
S00210,2024-08-04,ST14,C0265,P098,3,610.44,0.0,1831.32,856.14,975.18,Retail Store
S00211,2023-03-19,ST03,C0406,P066,2,400.97,0.0,801.94,545.14,256.8,Mobile App
S00212,2024-12-01,ST07,C0260,P091,3,512.66,0.0,1537.98,1103.37,434.61,Retail Store
S00213,2024-08-22,ST15,C0099,P023,1,589.93,0.0,589.93,419.87,170.06,Retail Store
S00214,2023-11-20,ST08,C0017,P032,1,266.96,0.0,266.96,143.35,123.61,Mobile App
S00215,2024-08-12,ST05,C0102,P091,1,512.66,0.0,512.66,367.79,144.87,Marketplace
S00216,2023-02-10,ST11,C0204,P065,1,54.39,0.0,54.39,29.11,25.28,Retail Store
S00217,2025-06-15,ST08,C0191,P031,1,173.34,0.1,156.01,122.3,33.71,Marketplace
S00218,2024-09-09,ST14,C0492,P023,1,589.93,0.05,560.43,419.87,140.56,Mobile App
S00219,2023-12-31,ST14,C0084,P045,1,240.79,0.0,240.79,117.52,123.27,Retail Store
S00220,2024-11-16,ST07,C0015,P037,2,559.57,0.0,1119.14,730.5,388.64,Online
S00221,2025-05-29,ST04,C0400,P074,1,440.89,0.0,440.89,194.35,246.54,Online
S00222,2024-01-28,ST05,C0106,P087,1,643.14,0.15,546.67,358.95,187.72,Marketplace
S00223,2023-01-10,ST14,C0011,P066,1,400.97,0.15,340.82,272.57,68.25,Retail Store
S00224,2023-08-24,ST03,C0467,P061,1,603.93,0.15,513.34,329.99,183.35,Online
S00225,2024-04-10,ST01,C0411,P077,1,146.59,0.0,146.59,100.89,45.7,Mobile App
S00226,2024-04-17,ST05,C0413,P078,1,331.1,0.15,281.44,171.92,109.52,Mobile App
S00227,2024-06-12,ST07,C0459,P055,1,374.11,0.0,374.11,253.49,120.62,Marketplace
S00228,2024-06-08,ST08,C0112,P033,2,760.26,0.0,1520.52,845.18,675.34,Marketplace
S00229,2024-02-11,ST01,C0053,P075,1,347.7,0.1,312.93,174.24,138.69,Mobile App
S00230,2023-12-23,ST10,C0332,P072,2,110.76,0.1,199.37,141.88,57.49,Mobile App
S00231,2024-12-04,ST02,C0351,P039,2,839.98,0.05,1595.96,793.32,802.64,Retail Store
S00232,2024-06-20,ST11,C0142,P044,2,670.76,0.0,1341.52,896.1,445.42,Mobile App
S00233,2024-03-31,ST12,C0336,P034,1,530.96,0.15,451.32,368.19,83.13,Mobile App
S00234,2023-11-11,ST09,C0077,P025,1,788.41,0.0,788.41,350.48,437.93,Retail Store
S00235,2023-01-23,ST11,C0207,P077,2,146.59,0.0,293.18,201.78,91.4,Online
S00236,2023-04-06,ST11,C0014,P093,1,466.42,0.05,443.1,269.66,173.44,Mobile App
S00237,2024-01-14,ST07,C0465,P034,1,530.96,0.05,504.41,368.19,136.22,Marketplace
S00238,2025-05-26,ST10,C0019,P095,3,139.42,0.15,355.52,299.25,56.27,Online
S00239,2023-04-16,ST12,C0372,P044,2,670.76,0.0,1341.52,896.1,445.42,Marketplace
S00240,2025-05-06,ST09,C0184,P086,1,320.59,0.0,320.59,197.58,123.01,Online
S00241,2023-05-10,ST09,C0449,P085,1,595.13,0.0,595.13,307.6,287.53,Mobile App
S00242,2023-10-12,ST03,C0242,P013,1,633.58,0.15,538.54,406.57,131.97,Mobile App
S00243,2024-02-19,ST09,C0414,P093,1,466.42,0.0,466.42,269.66,196.76,Mobile App
S00244,2023-07-08,ST04,C0046,P084,4,240.69,0.0,962.76,654.52,308.24,Online
S00245,2024-03-15,ST05,C0447,P096,1,612.7,0.05,582.07,414.92,167.15,Mobile App
S00246,2024-03-09,ST10,C0134,P048,3,113.1,0.0,339.3,177.15,162.15,Marketplace
S00247,2024-02-04,ST01,C0241,P016,1,442.1,0.15,375.79,278.25,97.54,Retail Store
S00248,2024-09-26,ST04,C0456,P061,1,603.93,0.1,543.54,329.99,213.55,Retail Store
S00249,2023-10-18,ST09,C0196,P088,2,656.76,0.0,1313.52,624.28,689.24,Marketplace
S00250,2023-10-01,ST14,C0446,P007,2,572.81,0.0,1145.62,669.76,475.86,Online
S00251,2025-01-08,ST07,C0176,P026,1,311.93,0.1,280.74,137.65,143.09,Marketplace
S00252,2023-04-15,ST14,C0162,P019,1,451.75,0.15,383.99,217.83,166.16,Online
S00253,2025-02-12,ST08,C0042,P100,1,691.45,0.0,691.45,381.94,309.51,Online
S00254,2024-08-13,ST01,C0325,P041,1,148.6,0.0,148.6,95.68,52.92,Marketplace
S00255,2024-09-08,ST13,C0108,P036,1,539.12,0.0,539.12,311.18,227.94,Online
S00256,2023-05-30,ST13,C0403,P063,1,85.52,0.0,85.52,43.74,41.78,Online
S00257,2025-06-15,ST11,C0223,P079,3,118.05,0.05,336.44,222.45,113.99,Marketplace
S00258,2023-08-11,ST08,C0495,P055,4,374.11,0.05,1421.62,1013.96,407.66,Retail Store
S00259,2023-06-08,ST04,C0274,P005,1,187.0,0.15,158.95,94.13,64.82,Mobile App
S00260,2023-05-26,ST06,C0457,P002,4,441.21,0.1,1588.36,1151.48,436.88,Online
S00261,2024-05-25,ST01,C0347,P003,1,101.68,0.15,86.43,44.48,41.95,Online
S00262,2025-05-23,ST15,C0356,P029,1,230.02,0.0,230.02,120.5,109.52,Mobile App
S00263,2023-07-31,ST07,C0053,P017,1,780.73,0.1,702.66,390.83,311.83,Mobile App
S00264,2024-01-04,ST14,C0034,P022,1,753.54,0.0,753.54,415.36,338.18,Mobile App
S00265,2023-06-18,ST12,C0234,P038,1,348.21,0.1,313.39,215.66,97.73,Mobile App
S00266,2024-08-06,ST11,C0455,P056,1,647.27,0.0,647.27,399.37,247.9,Mobile App
S00267,2024-01-29,ST13,C0184,P063,2,85.52,0.0,171.04,87.48,83.56,Online
S00268,2023-01-27,ST04,C0010,P052,1,179.16,0.0,179.16,111.81,67.35,Online
S00269,2024-07-13,ST01,C0376,P028,1,535.81,0.1,482.23,301.2,181.03,Online
S00270,2023-06-29,ST12,C0188,P016,3,442.1,0.15,1127.36,834.75,292.61,Retail Store
S00271,2024-06-23,ST11,C0449,P049,3,878.21,0.0,2634.63,1173.81,1460.82,Retail Store
S00272,2023-12-21,ST11,C0025,P077,1,146.59,0.0,146.59,100.89,45.7,Retail Store
S00273,2024-10-04,ST02,C0354,P007,3,572.81,0.05,1632.51,1004.64,627.87,Marketplace
S00274,2023-07-07,ST09,C0064,P049,2,878.21,0.0,1756.42,782.54,973.88,Marketplace
S00275,2024-11-16,ST04,C0079,P090,1,573.25,0.15,487.26,288.19,199.07,Retail Store
S00276,2025-01-06,ST11,C0216,P039,3,839.98,0.0,2519.94,1189.98,1329.96,Mobile App
S00277,2023-02-26,ST12,C0311,P080,1,421.17,0.0,421.17,210.32,210.85,Marketplace
S00278,2023-04-03,ST12,C0262,P014,1,523.69,0.1,471.32,241.55,229.77,Retail Store
S00279,2025-03-05,ST13,C0059,P037,1,559.57,0.0,559.57,365.25,194.32,Marketplace
