SalesID,OrderDate,StoreID,CustomerID,ProductID,Quantity,SalesAmount,CostAmount,Profit,Channel
S00037,2024-01-13,ST08,C0003,P060,1,420.65,138.25,282.4,Mobile App
S00038,2023-01-05,ST03,C0050,P075,1,508.53,89.53,419.0,Retail Store
S00039,2025-06-21,ST06,C0067,P025,3,2101.17,800.88,1300.29,Marketplace
S00040,2023-07-31,ST08,C0100,P049,1,647.69,236.79,410.9,Online
S00041,2023-12-21,ST13,C0211,P011,1,655.55,253.22,402.33,Marketplace
S00042,2025-08-10,ST02,C0289,P004,3,1019.97,701.28,318.69,Marketplace
S00043,2025-07-18,ST08,C0359,P054,2,522.24,556.88,-34.64,Marketplace
S00044,2024-09-23,ST03,C0284,P028,1,554.16,299.43,254.73,Online
S00045,2025-01-16,ST08,C0310,P061,1,288.77,396.5,-107.73,Online
S00046,2025-05-18,ST15,C0401,P004,5,1699.95,1168.8,531.15,Marketplace
S00047,2023-06-02,ST06,C0341,P010,2,1548.74,580.2,968.54,Online
S00048,2025-04-05,ST07,C0075,P028,1,471.04,299.43,171.61,Retail Store
S00049,2024-11-14,ST08,C0279,P012,1,457.21,157.89,299.32,Marketplace
S00050,2024-11-07,ST07,C0255,P032,2,691.76,592.7,99.06,Marketplace
S00051,2024-08-26,ST01,C0083,P039,2,95.86,747.7,-651.84,Marketplace
S00052,2025-04-22,ST03,C0020,P007,2,117.28,709.6,-592.32,Retail Store
S00053,2024-07-16,ST05,C0350,P020,1,742.8,218.7,524.1,Marketplace
S00054,2023-10-08,ST05,C0146,P083,3,1430.6,500.91,929.69,Marketplace
S00055,2025-04-12,ST03,C0276,P067,1,609.0,303.9,305.1,Online
S00056,2024-05-04,ST11,C0101,P017,3,1554.39,795.18,759.21,Marketplace
S00057,2023-08-03,ST14,C0134,P081,2,365.98,85.54,280.44,Mobile App
S00058,2023-01-10,ST08,C0259,P088,2,1589.44,604.28,985.16,Retail Store
S00059,2025-06-07,ST13,C0074,P048,2,688.12,309.0,379.12,Online
S00060,2024-12-19,ST08,C0154,P013,1,287.75,77.84,209.91,Mobile App
S00061,2024-08-07,ST12,C0265,P087,4,2616.78,1001.88,1614.9,Retail Store
S00062,2025-02-26,ST08,C0044,P049,1,615.31,236.79,378.52,Marketplace
S00063,2025-03-03,ST04,C0264,P032,1,311.29,296.35,14.94,Marketplace
S00064,2023-11-04,ST08,C0146,P080,1,161.74,303.66,-141.92,Online
S00065,2023-08-11,ST10,C0144,P037,1,717.05,385.8,331.25,Mobile App
S00066,2023-05-24,ST05,C0449,P049,1,582.92,236.79,346.13,Online
S00067,2023-12-25,ST04,C0188,P046,1,428.31,349.48,78.83,Mobile App
S00068,2023-03-11,ST13,C0368,P088,1,794.72,302.14,492.58,Mobile App
S00069,2024-04-08,ST14,C0003,P051,3,2343.18,1149.42,1193.76,Online
S00070,2023-12-21,ST09,C0104,P025,2,1400.78,533.92,866.86,Online
S00071,2025-02-24,ST07,C0056,P041,4,237.52,133.84,103.68,Retail Store
S00072,2024-06-19,ST11,C0361,P030,4,2628.28,1232.2,1396.08,Marketplace
S00073,2024-01-13,ST02,C0116,P070,2,198.44,289.44,-91.0,Online
S00074,2023-10-10,ST01,C0176,P068,2,923.84,753.98,169.86,Mobile App
S00075,2024-11-24,ST15,C0099,P011,1,732.67,253.22,479.45,Retail Store
S00076,2023-08-27,ST01,C0382,P064,1,258.05,130.54,127.51,Marketplace
S00077,2024-10-11,ST02,C0183,P012,3,1303.05,473.67,829.38,Online
S00078,2025-06-29,ST14,C0407,P047,3,1808.0,356.01,1451.99,Marketplace
S00079,2025-04-19,ST14,C0058,P024,2,1492.18,307.34,1184.84,Retail Store
S00080,2023-08-15,ST08,C0259,P002,1,484.7,197.54,287.16,Retail Store
S00081,2024-06-19,ST03,C0378,P025,2,1400.78,533.92,866.86,Retail Store
S00082,2023-04-01,ST02,C0432,P013,1,302.9,77.84,225.06,Online
S00083,2023-11-14,ST08,C0405,P083,6,2702.24,1001.82,1700.42,Mobile App
S00084,2025-03-09,ST11,C0189,P008,1,588.72,380.57,208.15,Online
S00085,2025-05-06,ST05,C0120,P063,2,1515.31,224.94,1290.37,Marketplace
S00086,2023-09-26,ST10,C0363,P046,2,809.03,698.96,110.07,Online
S00087,2024-04-30,ST09,C0030,P087,2,1462.32,500.94,961.38,Online
S00088,2023-09-10,ST06,C0390,P035,3,2349.68,818.07,1531.61,Retail Store
S00089,2025-08-24,ST02,C0321,P025,3,2224.77,800.88,1423.89,Online
S00090,2024-04-22,ST12,C0248,P006,1,323.25,38.9,284.35,Online
S00091,2025-03-09,ST12,C0305,P045,2,694.52,254.16,440.36,Mobile App
S00092,2024-07-23,ST14,C0321,P059,1,132.52,245.23,-112.71,Retail Store
S00093,2024-02-18,ST15,C0446,P017,3,1554.39,795.18,759.21,Mobile App
S00094,2025-07-22,ST07,C0254,P026,2,184.21,384.76,-200.55,Mobile App
S00095,2023-11-08,ST15,C0074,P067,1,544.89,303.9,240.99,Online
S00096,2023-08-29,ST14,C0134,P087,1,769.64,250.47,519.17,Retail Store
S00097,2023-11-24,ST03,C0440,P035,2,1648.9,545.38,1103.52,Marketplace
S00098,2024-12-25,ST11,C0427,P012,2,914.42,315.78,598.64,Retail Store
S00099,2025-06-08,ST07,C0178,P081,1,215.28,42.77,172.51,Online
S00100,2023-04-19,ST09,C0051,P075,1,508.53,89.53,419.0,Marketplace
S00101,2024-06-15,ST11,C0359,P045,1,367.69,127.08,240.61,Marketplace
S00102,2023-03-16,ST05,C0143,P083,1,450.37,166.97,283.4,Online
S00103,2024-03-12,ST03,C0089,P085,1,686.76,218.24,468.52,Online
S00104,2024-04-24,ST11,C0017,P025,2,1483.18,533.92,949.26,Mobile App
S00105,2025-02-24,ST03,C0098,P021,1,411.54,349.05,62.49,Online
S00106,2023-05-11,ST12,C0396,P012,1,457.21,157.89,299.32,Mobile App
S00107,2024-07-30,ST15,C0391,P074,1,147.99,350.01,-202.02,Retail Store
S00108,2025-01-14,ST05,C0290,P054,1,248.06,278.44,-30.38,Retail Store
S00109,2024-04-29,ST15,C0104,P053,1,198.35,175.88,22.47,Online
S00110,2023-04-06,ST04,C0340,P010,1,696.93,290.1,406.83,Marketplace
S00111,2023-12-19,ST06,C0378,P016,1,596.67,129.06,467.61,Online
S00112,2023-05-31,ST03,C0084,P072,3,2290.12,705.42,1584.7,Marketplace
S00113,2025-04-11,ST03,C0268,P032,3,985.76,889.05,96.71,Marketplace
S00114,2024-09-14,ST02,C0226,P077,3,773.58,1175.49,-401.91,Retail Store
S00115,2025-01-11,ST06,C0163,P059,2,265.03,490.46,-225.43,Retail Store
S00116,2025-03-01,ST01,C0111,P032,3,881.99,889.05,-7.06,Retail Store
S00117,2024-03-25,ST02,C0347,P048,1,344.06,154.5,189.56,Online
S00118,2023-08-09,ST02,C0020,P004,1,339.99,233.76,106.23,Mobile App
S00119,2024-01-09,ST10,C0323,P071,2,244.78,507.84,-263.06,Retail Store
S00120,2023-05-30,ST13,C0439,P014,1,93.86,86.92,6.94,Mobile App
S00121,2025-02-04,ST13,C0154,P029,3,847.89,350.91,496.98,Mobile App
S00122,2024-02-28,ST05,C0340,P074,1,174.11,350.01,-175.9,Mobile App
S00123,2024-12-19,ST04,C0064,P050,1,499.98,164.87,335.11,Mobile App
S00124,2025-08-22,ST04,C0193,P050,2,894.69,329.74,564.95,Retail Store
S00125,2025-01-20,ST14,C0100,P057,1,494.2,34.16,460.04,Marketplace
S00126,2024-02-16,ST06,C0223,P044,1,393.57,212.6,180.97,Retail Store
S00127,2024-03-26,ST14,C0038,P073,1,821.3,376.81,444.49,Online
S00128,2023-05-18,ST11,C0151,P078,4,343.23,866.2,-522.97,Retail Store
S00129,2023-12-15,ST01,C0384,P038,1,490.65,397.37,93.28,Online
S00130,2024-03-05,ST14,C0071,P062,1,290.95,91.36,199.59,Retail Store
S00131,2023-01-27,ST13,C0445,P079,4,2584.62,721.04,1863.58,Mobile App
S00132,2023-07-18,ST09,C0078,P004,2,577.98,467.52,110.46,Marketplace
S00133,2025-03-15,ST09,C0125,P026,2,216.72,384.76,-168.04,Marketplace
S00134,2024-03-27,ST05,C0179,P034,1,476.3,314.94,161.36,Mobile App
S00135,2023-12-18,ST08,C0093,P053,1,209.37,175.88,33.49,Marketplace
S00136,2025-02-22,ST11,C0231,P061,1,259.89,396.5,-136.61,Online
S00137,2025-01-04,ST11,C0037,P022,3,827.91,676.98,150.93,Marketplace
S00138,2024-04-12,ST04,C0105,P058,3,1719.66,400.47,1319.19,Online
S00139,2025-08-26,ST15,C0162,P049,1,582.92,236.79,346.13,Online
S00140,2025-01-02,ST14,C0087,P058,1,636.91,133.49,503.42,Retail Store
S00141,2024-04-13,ST02,C0162,P037,1,759.23,385.8,373.43,Mobile App
S00142,2024-12-04,ST10,C0422,P046,3,1427.7,1048.44,379.26,Mobile App
S00143,2023-07-30,ST11,C0241,P009,5,1909.19,1415.25,493.94,Online
S00144,2024-04-18,ST04,C0119,P057,3,1657.02,102.48,1554.54,Retail Store
S00145,2023-10-26,ST05,C0059,P024,2,1657.98,307.34,1350.64,Retail Store
S00146,2023-08-11,ST02,C0069,P063,1,677.9,112.47,565.43,Online
S00147,2023-01-16,ST14,C0357,P029,2,508.73,233.94,274.79,Online
S00148,2023-06-30,ST03,C0132,P020,1,631.38,218.7,412.68,Online
S00149,2024-03-06,ST05,C0151,P026,3,325.08,577.14,-252.06,Retail Store
S00150,2025-03-10,ST03,C0062,P057,1,581.41,34.16,547.25,Online
S00151,2025-03-28,ST13,C0081,P004,1,322.99,233.76,89.23,Online
S00152,2024-05-04,ST15,C0007,P086,2,1153.16,334.54,818.62,Marketplace
S00153,2023-11-12,ST13,C0116,P020,2,1485.6,437.4,1048.2,Mobile App
S00154,2024-03-22,ST05,C0328,P070,1,94.26,144.72,-50.46,Mobile App
S00155,2023-06-26,ST15,C0031,P036,3,2225.31,1071.27,1154.04,Retail Store
S00156,2023-02-18,ST14,C0340,P026,3,292.57,577.14,-284.57,Mobile App
S00157,2024-07-01,ST09,C0279,P081,3,581.26,128.31,452.95,Retail Store
S00158,2023-11-20,ST05,C0173,P046,1,404.51,349.48,55.03,Retail Store
S00159,2025-01-19,ST08,C0184,P006,1,323.25,38.9,284.35,Mobile App
S00160,2024-01-19,ST10,C0419,P020,2,1411.32,437.4,973.92,Mobile App
S00161,2024-05-28,ST01,C0118,P079,1,610.26,180.26,430.0,Online
S00162,2025-08-12,ST14,C0101,P026,5,541.8,961.9,-420.1,Retail Store
S00163,2025-05-19,ST15,C0106,P045,2,817.08,254.16,562.92,Online
S00164,2023-06-30,ST03,C0125,P028,1,554.16,299.43,254.73,Retail Store
S00165,2024-05-17,ST12,C0213,P065,1,527.08,143.64,383.44,Marketplace
S00166,2023-10-20,ST11,C0203,P022,1,308.44,225.66,82.78,Mobile App
S00167,2023-02-14,ST10,C0028,P050,4,1789.39,659.48,1129.91,Retail Store
S00168,2024-02-10,ST08,C0267,P059,2,278.98,490.46,-211.48,Retail Store
S00169,2023-09-01,ST11,C0115,P009,3,1145.51,849.15,296.36,Mobile App
S00170,2023-01-11,ST14,C0325,P063,4,3190.12,449.88,2740.24,Mobile App
S00171,2024-09-27,ST14,C0094,P007,2,117.28,709.6,-592.32,Marketplace
S00172,2024-01-03,ST04,C0318,P034,1,560.35,314.94,245.41,Retail Store
S00173,2023-07-21,ST09,C0118,P089,3,1999.44,681.48,1317.96,Mobile App
S00174,2024-04-10,ST07,C0116,P048,2,688.12,309.0,379.12,Retail Store
S00175,2023-03-07,ST13,C0371,P045,1,367.69,127.08,240.61,Online
S00176,2025-03-23,ST04,C0023,P059,2,237.13,490.46,-253.33,Mobile App
S00177,2023-07-20,ST03,C0227,P058,2,1146.44,266.98,879.46,Retail Store
S00178,2023-11-26,ST04,C0110,P027,1,571.12,203.1,368.02,Retail Store
S00179,2024-12-08,ST06,C0100,P055,3,1848.98,734.43,1114.55,Retail Store
S00180,2025-07-29,ST11,C0225,P050,2,1052.58,329.74,722.84,Online
S00181,2024-01-26,ST02,C0384,P029,1,254.37,116.97,137.4,Mobile App
S00182,2024-02-11,ST02,C0270,P006,1,323.25,38.9,284.35,Mobile App
S00183,2023-05-15,ST03,C0170,P032,2,691.76,592.7,99.06,Marketplace
S00184,2024-08-10,ST10,C0066,P023,2,425.12,510.0,-84.88,Mobile App
S00185,2023-08-01,ST02,C0081,P017,1,518.13,265.06,253.07,Marketplace
S00186,2024-05-29,ST05,C0377,P040,1,608.36,99.01,509.35,Retail Store
S00187,2024-12-03,ST05,C0117,P025,1,823.99,266.96,557.03,Retail Store
S00188,2025-03-24,ST02,C0308,P021,2,871.49,698.1,173.39,Marketplace
S00189,2024-08-13,ST03,C0194,P007,2,111.42,709.6,-598.18,Online
S00190,2024-01-31,ST12,C0408,P054,3,783.36,835.32,-51.96,Online
S00191,2024-10-15,ST02,C0266,P085,1,686.76,218.24,468.52,Mobile App
S00192,2023-01-30,ST09,C0232,P066,1,157.99,94.05,63.94,Marketplace
S00193,2023-09-14,ST02,C0238,P061,1,288.77,396.5,-107.73,Retail Store
S00194,2025-06-12,ST01,C0441,P075,1,432.25,89.53,342.72,Online
S00195,2024-05-24,ST12,C0335,P026,2,216.72,384.76,-168.04,Retail Store
S00196,2024-01-18,ST07,C0322,P058,4,2547.64,533.96,2013.68,Mobile App
S00197,2024-10-23,ST02,C0110,P062,1,275.63,91.36,184.27,Mobile App
S00198,2023-06-21,ST09,C0078,P056,1,780.85,278.46,502.39,Retail Store
S00199,2024-11-06,ST02,C0314,P052,1,368.14,64.51,303.63,Online
S00200,2025-01-29,ST02,C0318,P004,3,1019.97,701.28,318.69,Retail Store
S00201,2025-01-26,ST07,C0411,P031,1,113.47,286.24,-172.77,Marketplace
S00202,2023-09-10,ST01,C0275,P042,1,229.05,140.98,88.07,Online
S00203,2023-12-04,ST04,C0118,P062,4,1102.54,365.44,737.1,Marketplace
S00204,2023-01-25,ST13,C0313,P077,1,257.86,391.83,-133.97,Online
S00205,2024-05-25,ST06,C0361,P010,2,1316.43,580.2,736.23,Online
S00206,2025-03-22,ST08,C0167,P052,3,1104.43,193.53,910.9,Mobile App
S00207,2025-01-21,ST09,C0208,P066,1,166.76,94.05,72.71,Marketplace
S00208,2024-04-06,ST03,C0336,P030,1,624.22,308.05,316.17,Marketplace
S00209,2024-07-16,ST04,C0159,P038,3,1471.95,1192.11,279.84,Marketplace
S00210,2024-12-23,ST05,C0098,P020,1,742.8,218.7,524.1,Mobile App
S00211,2025-07-20,ST04,C0304,P019,2,204.65,671.16,-466.51,Retail Store
S00212,2023-11-15,ST12,C0294,P011,1,694.11,253.22,440.89,Marketplace
S00213,2025-04-10,ST02,C0058,P024,2,1657.98,307.34,1350.64,Marketplace
S00214,2024-02-22,ST07,C0310,P047,3,2020.71,356.01,1664.7,Marketplace
S00215,2023-09-08,ST07,C0018,P023,1,212.56,255.0,-42.44,Marketplace
S00216,2023-01-09,ST04,C0086,P085,2,1373.52,436.48,937.04,Mobile App
S00217,2023-07-06,ST13,C0263,P020,1,742.8,218.7,524.1,Online
S00218,2024-09-30,ST10,C0351,P051,1,781.06,383.14,397.92,Mobile App
S00219,2023-11-09,ST01,C0010,P075,3,1525.59,268.59,1257.0,Retail Store
S00220,2024-03-14,ST15,C0269,P029,1,282.63,116.97,165.66,Retail Store
S00221,2024-12-17,ST13,C0049,P023,2,401.51,510.0,-108.49,Online
S00222,2024-05-01,ST15,C0324,P033,3,2115.36,880.8,1234.56,Marketplace
S00223,2025-05-08,ST01,C0103,P027,1,634.58,203.1,431.48,Marketplace
S00224,2024-05-01,ST10,C0426,P030,3,1675.53,924.15,751.38,Mobile App
S00225,2023-11-26,ST11,C0295,P076,1,671.92,144.77,527.15,Marketplace
S00226,2023-09-05,ST15,C0024,P040,3,2027.88,297.03,1730.85,Online
S00227,2024-02-29,ST13,C0082,P078,2,201.9,433.1,-231.2,Online
S00228,2023-03-16,ST04,C0270,P020,2,1262.76,437.4,825.36,Retail Store
S00229,2024-11-16,ST12,C0358,P053,2,374.66,351.76,22.9,Mobile App
S00230,2023-01-27,ST13,C0030,P006,2,614.17,77.8,536.37,Retail Store
S00231,2025-03-19,ST04,C0198,P042,1,229.05,140.98,88.07,Online
S00232,2024-05-27,ST14,C0064,P047,1,709.02,118.67,590.35,Retail Store
S00233,2023-05-24,ST10,C0312,P030,1,624.22,308.05,316.17,Online
S00234,2023-06-26,ST02,C0359,P006,2,646.5,77.8,568.7,Online
S00235,2023-07-24,ST04,C0026,P084,2,1523.67,781.16,742.51,Online
S00236,2024-01-27,ST10,C0278,P022,1,275.97,225.66,50.31,Mobile App
S00237,2025-03-25,ST11,C0284,P013,1,302.9,77.84,225.06,Mobile App
S00238,2024-03-19,ST06,C0065,P029,2,508.73,233.94,274.79,Mobile App
S00239,2023-07-20,ST10,C0364,P002,1,541.73,197.54,344.19,Mobile App
S00240,2023-02-28,ST11,C0359,P053,1,209.37,175.88,33.49,Mobile App
S00241,2023-06-21,ST10,C0216,P047,1,602.67,118.67,484.0,Retail Store
S00242,2025-07-07,ST07,C0100,P028,1,526.45,299.43,227.02,Mobile App
S00243,2023-05-24,ST02,C0126,P041,1,66.37,33.46,32.91,Marketplace
S00244,2023-04-11,ST05,C0126,P040,1,608.36,99.01,509.35,Marketplace
S00245,2025-01-11,ST05,C0215,P048,1,344.06,154.5,189.56,Online
S00246,2025-03-24,ST04,C0105,P061,2,577.54,793.0,-215.46,Marketplace
S00247,2025-03-18,ST14,C0143,P008,1,692.61,380.57,312.04,Online
S00248,2024-09-25,ST07,C0332,P008,1,692.61,380.57,312.04,Retail Store
S00249,2024-04-21,ST13,C0062,P020,1,668.52,218.7,449.82,Retail Store
S00250,2024-08-13,ST04,C0391,P035,4,2968.02,1090.76,1877.26,Marketplace
S00251,2025-07-31,ST15,C0014,P045,2,694.52,254.16,440.36,Mobile App
S00252,2023-04-14,ST13,C0097,P026,1,97.52,192.38,-94.86,Online
S00253,2023-06-09,ST11,C0055,P033,1,668.01,293.6,374.41,Mobile App
S00254,2025-01-28,ST10,C0023,P076,1,604.73,144.77,459.96,Online
S00255,2023-06-03,ST10,C0211,P062,6,1561.93,548.16,1013.77,Retail Store
S00256,2025-05-09,ST02,C0352,P062,1,275.63,91.36,184.27,Mobile App
S00257,2023-12-28,ST11,C0028,P019,1,108.34,335.58,-227.24,Mobile App
S00258,2023-10-09,ST06,C0240,P029,1,282.63,116.97,165.66,Marketplace
S00259,2025-03-25,ST09,C0252,P061,1,274.33,396.5,-122.17,Online
S00260,2024-01-29,ST01,C0061,P047,1,602.67,118.67,484.0,Retail Store
S00261,2024-06-22,ST11,C0174,P056,2,1397.32,556.92,840.4,Marketplace
S00262,2023-02-01,ST02,C0228,P072,3,2410.65,705.42,1705.23,Marketplace
S00263,2023-06-20,ST11,C0134,P062,1,275.63,91.36,184.27,Marketplace
S00264,2023-04-11,ST04,C0428,P044,1,437.3,212.6,224.7,Marketplace
S00265,2024-02-18,ST15,C0340,P019,1,108.34,335.58,-227.24,Marketplace
S00266,2024-07-16,ST12,C0221,P006,2,581.85,77.8,504.05,Mobile App
S00267,2023-07-21,ST06,C0044,P045,2,776.23,254.16,522.07,Retail Store
S00268,2025-04-13,ST15,C0406,P032,1,345.88,296.35,49.53,Online
S00269,2023-06-24,ST05,C0077,P056,2,1479.51,556.92,922.59,Mobile App
S00270,2023-01-29,ST07,C0406,P031,1,113.47,286.24,-172.77,Marketplace
S00271,2023-06-25,ST01,C0348,P072,3,2410.65,705.42,1705.23,Mobile App
S00272,2024-02-07,ST12,C0052,P053,1,209.37,175.88,33.49,Mobile App
S00273,2025-07-24,ST06,C0140,P041,1,69.86,33.46,36.4,Retail Store
S00274,2024-07-07,ST06,C0394,P063,3,2272.96,337.41,1935.55,Mobile App
S00275,2024-06-18,ST10,C0111,P066,1,149.21,94.05,55.16,Online
S00276,2023-04-04,ST08,C0179,P012,1,457.21,157.89,299.32,Mobile App
S00277,2025-08-10,ST05,C0216,P082,2,1288.8,273.46,1015.34,Online
S00278,2023-09-16,ST07,C0182,P078,1,90.86,216.55,-125.69,Online
S00279,2024-10-22,ST09,C0002,P028,1,526.45,299.43,227.02,Mobile App
S00280,2023-09-19,ST05,C0331,P036,2,1561.62,714.18,847.44,Marketplace
S00281,2025-03-17,ST10,C0144,P039,1,56.39,373.85,-317.46,Marketplace
S00282,2023-02-28,ST13,C0391,P040,3,1825.09,297.03,1528.06,Retail Store
S00283,2024-06-15,ST09,C0286,P089,1,599.83,227.16,372.67,Marketplace
S00284,2025-04-24,ST13,C0281,P070,2,198.44,289.44,-91.0,Mobile App
S00285,2024-03-14,ST07,C0051,P075,1,432.25,89.53,342.72,Marketplace
S00286,2025-05-09,ST06,C0381,P016,1,631.77,129.06,502.71,Marketplace
S00287,2025-01-08,ST10,C0288,P019,1,114.36,335.58,-221.22,Retail Store
S00288,2025-06-15,ST04,C0388,P051,1,822.17,383.14,439.03,Mobile App
S00289,2025-02-23,ST13,C0046,P088,4,2844.27,1208.56,1635.71,Marketplace
S00290,2023-03-20,ST07,C0366,P019,1,114.36,335.58,-221.22,Marketplace
S00291,2025-06-17,ST09,C0417,P063,3,2033.7,337.41,1696.29,Retail Store
S00292,2024-03-09,ST12,C0106,P074,2,313.4,700.02,-386.62,Marketplace
S00293,2025-01-27,ST02,C0214,P049,3,1748.76,710.37,1038.39,Marketplace
S00294,2025-05-14,ST11,C0032,P023,1,236.18,255.0,-18.82,Online
S00295,2024-10-28,ST14,C0354,P030,1,657.07,308.05,349.02,Online
S00296,2025-07-04,ST03,C0024,P078,1,100.95,216.55,-115.6,Retail Store
S00297,2023-10-11,ST13,C0408,P012,1,434.35,157.89,276.46,Mobile App
S00298,2023-07-12,ST14,C0040,P005,2,1015.13,561.38,453.75,Online
S00299,2023-06-29,ST14,C0153,P037,3,2404.23,1157.4,1246.83,Retail Store
S00300,2025-03-23,ST01,C0317,P004,1,339.99,233.76,106.23,Marketplace
S00301,2023-06-28,ST05,C0067,P017,1,466.32,265.06,201.26,Online
S00302,2025-06-11,ST14,C0077,P039,1,53.57,373.85,-320.28,Online
S00303,2024-01-02,ST07,C0181,P007,1,49.84,354.8,-304.96,Marketplace
S00304,2023-08-06,ST14,C0338,P088,1,836.55,302.14,534.41,Mobile App
S00305,2023-04-21,ST01,C0276,P083,2,900.75,333.94,566.81,Online
S00306,2025-02-25,ST01,C0030,P026,3,292.57,577.14,-284.57,Marketplace
S00307,2023-06-05,ST03,C0309,P073,1,698.1,376.81,321.29,Mobile App
S00308,2023-09-29,ST10,C0103,P051,5,3905.31,1915.7,1989.61,Mobile App
S00309,2024-03-07,ST05,C0196,P044,1,437.3,212.6,224.7,Online
S00310,2025-08-10,ST14,C0001,P051,5,3494.22,1915.7,1578.52,Retail Store
S00311,2025-06-10,ST06,C0414,P058,1,541.37,133.49,407.88,Marketplace
S00312,2023-01-06,ST14,C0060,P001,2,1413.14,636.5,776.64,Retail Store
S00313,2023-08-05,ST14,C0022,P065,2,1001.45,287.28,714.17,Marketplace
S00314,2024-07-01,ST15,C0375,P077,1,272.18,391.83,-119.65,Retail Store
S00315,2024-12-22,ST06,C0045,P046,2,809.03,698.96,110.07,Mobile App
S00316,2025-01-05,ST09,C0268,P067,2,1282.1,607.8,674.3,Mobile App
S00317,2023-11-13,ST14,C0433,P065,2,1054.16,287.28,766.88,Online
S00318,2023-03-01,ST11,C0387,P008,2,1385.22,761.14,624.08,Marketplace
S00319,2025-05-07,ST13,C0168,P021,1,411.54,349.05,62.49,Retail Store
S00320,2024-08-22,ST05,C0038,P083,3,1589.55,500.91,1088.64,Marketplace
S00321,2024-08-19,ST06,C0290,P066,1,175.54,94.05,81.49,Marketplace
S00322,2025-08-18,ST04,C0227,P045,1,408.54,127.08,281.46,Online
S00323,2023-11-13,ST06,C0276,P023,1,236.18,255.0,-18.82,Mobile App
S00324,2024-11-11,ST10,C0071,P048,1,309.65,154.5,155.15,Mobile App
S00325,2023-08-02,ST09,C0068,P081,3,581.26,128.31,452.95,Marketplace
S00326,2024-08-11,ST02,C0240,P061,2,490.91,793.0,-302.09,Retail Store
S00327,2023-05-04,ST04,C0100,P023,3,637.69,765.0,-127.31,Online
S00328,2024-11-12,ST12,C0401,P071,2,259.18,507.84,-248.66,Retail Store
S00329,2025-08-22,ST13,C0362,P071,1,122.39,253.92,-131.53,Marketplace
S00330,2024-04-24,ST11,C0255,P004,1,288.99,233.76,55.23,Mobile App
S00331,2024-06-10,ST15,C0081,P063,1,797.53,112.47,685.06,Mobile App
